dataset,model,defense,metric,mean,std,ci_low,ci_high,n_seeds
PubMed,GCN,dropedge,conf_attack_auc,0.49939999999999996,0.006727555276621649,0.494455,0.5047599999999999,5
PubMed,GCN,dropedge,lira_attack_auc,0.49939999999999996,0.002604803255526243,0.49734,0.50136,5
PubMed,GCN,dropedge,ece_test,0.11513999999999999,0.00262830744015992,0.11335999999999999,0.11714,5
PubMed,GCN,dropedge,lira_tpr_at_0.01_fpr,0.009240000000000002,0.0010667708282475665,0.00844,0.01012,5
PubMed,GCN,gtd,test_accuracy,0.8566,0.004036706578387897,0.8533200000000001,0.8595200000000001,5
PubMed,GCN,gtd,conf_attack_auc,0.49660000000000004,0.007073895673530946,0.4912755,0.5020999999999999,5
PubMed,GCN,gtd,lira_attack_auc,0.49822,0.0032112302938281977,0.49526000000000003,0.5003399999999999,5
PubMed,GCN,gtd,ece_test,0.07234,0.0051037241304757045,0.06914000000000001,0.07697999999999999,5
PubMed,GCN,gtd,lira_tpr_at_0.01_fpr,0.00972,0.0009576011695899294,0.00916,0.0106,5
PubMed,GCN,label_smoothing,test_accuracy,0.86348,0.003302574753128232,0.8606325000000001,0.86556,5
PubMed,GCN,label_smoothing,conf_attack_auc,0.49844,0.004850566977168739,0.49524,0.50288,5
PubMed,GCN,label_smoothing,lira_attack_auc,0.4991,0.0021598611066454975,0.49744,0.500629,5
PubMed,GCN,label_smoothing,ece_test,0.14396000000000003,0.0026500943379434583,0.1420395,0.14628000000000002,5
PubMed,GCN,label_smoothing,lira_tpr_at_0.01_fpr,0.010159999999999999,0.0015533834040570929,0.0092,0.011442499999999998,5
PubMed,GCN,lbp,test_accuracy,0.72158,0.003189357302028096,0.7192135,0.7237200000000001,5
PubMed,GCN,lbp,conf_attack_auc,0.49884000000000006,0.0049247334953274255,0.49547949999999996,0.5029999999999999,5
PubMed,GCN,lbp,lira_attack_auc,0.50038,0.002868274742767832,0.49802,0.50282,5
PubMed,GCN,lbp,ece_test,0.06264,0.006523266053136266,0.05806,0.06822,5
PubMed,GCN,lbp,lira_tpr_at_0.01_fpr,0.010159999999999999,0.001965451602049768,0.00882,0.011780000000000002,5
PubMed,GCN,none,test_accuracy,0.8631599999999999,0.003033644672666841,0.86072,0.8652599999999999,5
PubMed,GCN,none,conf_attack_auc,0.49878,0.006614151495089928,0.49399999999999994,0.5045225000000001,5
PubMed,GCN,none,lira_attack_auc,0.50024,0.002502598649404258,0.4984,0.5021000000000001,5
PubMed,GCN,none,ece_test,0.09046000000000001,0.004215210552273752,0.0877,0.09394,5
PubMed,GCN,none,lira_tpr_at_0.01_fpr,0.010020000000000001,0.0010709808588392233,0.00928,0.010960000000000001,5
PubMed,GCN,sami,test_accuracy,0.8510199999999999,0.003542174473399058,0.8484400000000001,0.85382,5
PubMed,GCN,sami,conf_attack_auc,0.5050399999999999,0.005693241607379733,0.50146,0.5098415,5
PubMed,GCN,sami,lira_attack_auc,0.49892000000000003,0.004451628915352246,0.49568,0.50256,5
PubMed,GCN,sami,ece_test,0.06956,0.005341160922496155,0.06617999999999999,0.07443999999999999,5
PubMed,GCN,sami,lira_tpr_at_0.01_fpr,0.01012,0.0010281050529979902,0.00924,0.010899999999999998,5
PubMed,GraphSAGE,dropedge,test_accuracy,0.8791399999999999,0.0035655294137056305,0.8766,0.8821999999999999,5
PubMed,GraphSAGE,dropedge,conf_attack_auc,0.5095799999999999,0.00569007908556639,0.50518,0.5139604999999999,5
PubMed,GraphSAGE,dropedge,lira_attack_auc,0.5037400000000001,0.0028094483444263733,0.5018199999999999,0.5062615,5
PubMed,GraphSAGE,dropedge,ece_test,0.03322,0.006171871677214297,0.028460000000000003,0.03798,5
PubMed,GraphSAGE,dropedge,lira_tpr_at_0.01_fpr,0.011359999999999999,0.0008561541917201597,0.010820000000000001,0.012039999999999999,5
PubMed,GraphSAGE,gtd,test_accuracy,0.8657599999999999,0.002765501762790959,0.8638399999999999,0.86812,5
PubMed,GraphSAGE,gtd,conf_attack_auc,0.5074799999999999,0.005569739670756625,0.5032599999999999,0.5117200000000001,5
PubMed,GraphSAGE,gtd,lira_attack_auc,0.50262,0.002554799405041406,0.5008800000000001,0.5045999999999999,5
PubMed,GraphSAGE,gtd,ece_test,0.01514,0.0075903227862851785,0.010039500000000002,0.022199999999999998,5
