dataset,model,defense,defense_params,seed,config_hash,homophily,density,test_accuracy,train_accuracy,gen_gap,test_f1,test_auroc,conf_attack_auc,conf_attack_acc,threshold_attack_auc,threshold_attack_acc,conf_tpr_at_0.001_fpr,conf_tpr_at_0.01_fpr,shadow_attack_auc,shadow_attack_acc,lira_attack_auc,lira_attack_acc,lira_tpr_at_0.001_fpr,lira_tpr_at_0.01_fpr,ece_test,train_seconds,dp_epsilon
Citeseer,GCN,label_smoothing,"{""alpha"": 0.1}",789,eac9960f8ba0,0.7355,0.000823,0.722,0.9647,0.2427,0.6875,0.9084,0.6242,0.6153,0.643,0.6138,0.0008,0.0015,0.6431,0.6337,0.565,0.5507,0.0045,0.0285,0.0607,0.4209,
Citeseer,GCN,label_smoothing,"{""alpha"": 0.1}",1024,eac9960f8ba0,0.7355,0.000823,0.707,0.9715,0.2645,0.6729,0.9071,0.6528,0.6409,0.6637,0.6243,0.0015,0.0045,0.6638,0.6439,0.5745,0.5477,0.0,0.0128,0.067,0.423,
Citeseer,GCN,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.7355,0.000823,0.5868,0.8174,0.2307,0.5607,0.7921,0.6436,0.6101,0.6403,0.592,0.0,0.0,0.6396,0.6123,0.5803,0.5421,0.003,0.0233,0.0692,0.4225,
Citeseer,GCN,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.7355,0.000823,0.5988,0.7986,0.1998,0.5775,0.8031,0.6479,0.6063,0.6322,0.5868,0.0,0.0,0.6315,0.6052,0.5908,0.5582,0.0075,0.0255,0.0562,0.4294,
Citeseer,GCN,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.7355,0.000823,0.589,0.7911,0.2021,0.563,0.8018,0.6109,0.6056,0.6188,0.5785,0.0,0.0,0.6191,0.6071,0.6005,0.5552,0.0098,0.0428,0.0586,0.4173,
Citeseer,GCN,lbp,"{""scale"": 0.3}",789,eac9960f8ba0,0.7355,0.000823,0.6153,0.7851,0.1698,0.5874,0.8096,0.5992,0.586,0.6119,0.565,0.0,0.0,0.6104,0.5853,0.5975,0.5665,0.0098,0.0428,0.0629,0.4199,
Citeseer,GCN,lbp,"{""scale"": 0.3}",1024,eac9960f8ba0,0.7355,0.000823,0.5913,0.7971,0.2059,0.5657,0.7978,0.6326,0.6026,0.6215,0.5725,0.0,0.0,0.6161,0.5973,0.5974,0.562,0.0015,0.0293,0.0585,0.4262,
Citeseer,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",42,eac9960f8ba0,0.7355,0.000823,0.7318,0.9707,0.2389,0.7005,0.9024,0.6516,0.6138,0.5864,0.5342,0.0038,0.0173,0.6591,0.6183,0.5363,0.524,0.0,0.0075,0.1958,0.4289,
Citeseer,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",123,eac9960f8ba0,0.7355,0.000823,0.7168,0.9639,0.2472,0.6897,0.9113,0.6676,0.6296,0.5894,0.5342,0.0083,0.0218,0.6561,0.6206,0.5466,0.5368,0.003,0.0128,0.2124,0.4256,
Citeseer,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",456,eac9960f8ba0,0.7355,0.000823,0.7243,0.9572,0.2329,0.6962,0.9172,0.6199,0.6003,0.5919,0.5364,0.003,0.0173,0.647,0.6157,0.5435,0.5248,0.0053,0.021,0.191,0.4221,
Citeseer,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",789,eac9960f8ba0,0.7355,0.000823,0.7295,0.9617,0.2322,0.6995,0.911,0.6517,0.6093,0.5716,0.5229,0.0023,0.0083,0.6612,0.615,0.5488,0.5297,0.0023,0.0248,0.1994,0.4237,
Citeseer,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",1024,eac9960f8ba0,0.7355,0.000823,0.7183,0.9654,0.2472,0.6783,0.9086,0.6751,0.6251,0.5866,0.5312,0.0015,0.0083,0.6677,0.6217,0.5549,0.5398,0.0015,0.0105,0.2105,0.424,
Citeseer,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.7355,0.000823,0.728,0.9707,0.2427,0.702,0.8739,0.6305,0.6003,0.6405,0.5898,0.0,0.0278,0.6374,0.615,0.5497,0.5285,0.0008,0.012,0.0416,1.1805,
Citeseer,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.7355,0.000823,0.7183,0.9617,0.2434,0.6965,0.8673,0.646,0.6183,0.6381,0.595,0.0,0.0,0.6387,0.6157,0.5747,0.5575,0.0053,0.027,0.0446,1.2027,
Citeseer,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.7355,0.000823,0.7175,0.9482,0.2307,0.6901,0.8727,0.6554,0.6146,0.6463,0.5868,0.0,0.0195,0.6472,0.6202,0.581,0.553,0.003,0.0481,0.0474,1.211,
Citeseer,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.7355,0.000823,0.728,0.9504,0.2224,0.6952,0.8742,0.5952,0.5965,0.6077,0.5635,0.0,0.0,0.6068,0.5988,0.5836,0.5552,0.0053,0.0413,0.0364,1.2545,
Citeseer,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.7355,0.000823,0.7265,0.9579,0.2314,0.699,0.8748,0.6366,0.6228,0.6297,0.5793,0.0,0.0,0.629,0.6176,0.5871,0.5567,0.0015,0.0376,0.0453,1.2409,
Citeseer,GraphSAGE,none,{},42,eac9960f8ba0,0.7355,0.000823,0.7408,1.0,0.2592,0.7073,0.9131,0.7372,0.7295,0.7326,0.6566,0.0008,0.0128,0.7324,0.7265,0.5833,0.5654,0.0083,0.0316,0.153,2.1031,
Citeseer,GraphSAGE,none,{},123,eac9960f8ba0,0.7355,0.000823,0.7431,0.9992,0.2562,0.7171,0.9252,0.7395,0.7325,0.7393,0.6679,0.0075,0.0308,0.7385,0.7322,0.595,0.5718,0.0105,0.0406,0.1386,2.2599,
Citeseer,GraphSAGE,none,{},456,eac9960f8ba0,0.7355,0.000823,0.7476,0.9992,0.2517,0.7182,0.926,0.7907,0.7536,0.7793,0.704,0.0015,0.0173,0.7788,0.7539,0.5953,0.5654,0.027,0.0548,0.1277,2.3533,
Citeseer,GraphSAGE,none,{},789,eac9960f8ba0,0.7355,0.000823,0.7423,1.0,0.2577,0.7077,0.9216,0.7187,0.7243,0.7282,0.6536,0.0,0.0105,0.7277,0.7284,0.599,0.574,0.015,0.0533,0.1459,2.2163,
Citeseer,GraphSAGE,none,{},1024,eac9960f8ba0,0.7355,0.000823,0.7265,0.9992,0.2727,0.6796,0.9206,0.7188,0.7318,0.7313,0.6536,0.0023,0.015,0.7308,0.7235,0.6056,0.5755,0.021,0.0466,0.1591,2.2795,
Citeseer,GraphSAGE,dropedge,"{""rate"": 0.3}",42,eac9960f8ba0,0.7355,0.000823,0.7431,1.0,0.2569,0.7076,0.9167,0.7583,0.7325,0.7535,0.6807,0.0023,0.0143,0.7534,0.7261,0.5834,0.5669,0.0143,0.0346,0.16,1.8744,
Citeseer,GraphSAGE,dropedge,"{""rate"": 0.3}",123,eac9960f8ba0,0.7355,0.000823,0.7543,1.0,0.2457,0.7291,0.9278,0.7637,0.7446,0.757,0.6867,0.0068,0.0248,0.7563,0.7348,0.6072,0.586,0.0105,0.0548,0.1412,1.6924,
Citeseer,GraphSAGE,dropedge,"{""rate"": 0.3}",456,eac9960f8ba0,0.7355,0.000823,0.7551,0.9992,0.2442,0.7267,0.9295,0.8,0.7551,0.7916,0.7145,0.0038,0.0203,0.791,0.7607,0.61,0.5879,0.0368,0.0511,0.1261,1.6726,
Citeseer,GraphSAGE,dropedge,"{""rate"": 0.3}",789,eac9960f8ba0,0.7355,0.000823,0.7573,1.0,0.2427,0.7222,0.926,0.7394,0.7385,0.7442,0.6612,0.0,0.0128,0.7439,0.7367,0.6056,0.5841,0.0113,0.0571,0.1372,1.6607,
Citeseer,GraphSAGE,dropedge,"{""rate"": 0.3}",1024,eac9960f8ba0,0.7355,0.000823,0.7408,0.9992,0.2585,0.7001,0.9248,0.7467,0.7423,0.7548,0.6732,0.003,0.015,0.7543,0.7397,0.619,0.592,0.0233,0.0413,0.1478,1.638,
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",42,eac9960f8ba0,0.7355,0.000823,0.7393,1.0,0.2607,0.7062,0.9088,0.8048,0.7791,0.7978,0.7385,0.0,0.003,0.7975,0.7754,0.5968,0.5706,0.0143,0.0316,0.0385,2.074,
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",123,eac9960f8ba0,0.7355,0.000823,0.7318,1.0,0.2682,0.7047,0.9203,0.8007,0.7836,0.7999,0.7408,0.0,0.0,0.7994,0.7829,0.6151,0.5838,0.0128,0.0406,0.0135,2.0791,
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",456,eac9960f8ba0,0.7355,0.000823,0.7498,0.9992,0.2494,0.7169,0.9195,0.8458,0.8084,0.8387,0.7731,0.0,0.009,0.8384,0.8035,0.6144,0.5845,0.0338,0.0548,0.0421,2.0211,
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",789,eac9960f8ba0,0.7355,0.000823,0.74,1.0,0.26,0.7017,0.9111,0.7928,0.7611,0.7971,0.7318,0.0,0.0008,0.7967,0.775,0.6065,0.5804,0.0165,0.0594,0.0321,2.0641,
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",1024,eac9960f8ba0,0.7355,0.000823,0.7273,0.9992,0.272,0.6809,0.9166,0.7816,0.7618,0.7876,0.7243,0.0,0.0023,0.7868,0.7671,0.6198,0.592,0.0263,0.0526,0.034,2.1144,
Citeseer,GraphSAGE,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.7355,0.000823,0.5995,0.8588,0.2592,0.572,0.7983,0.673,0.6289,0.663,0.6101,0.0,0.0,0.663,0.6311,0.6771,0.6131,0.0068,0.0293,0.0734,2.0579,
Citeseer,GraphSAGE,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.7355,0.000823,0.6161,0.8415,0.2254,0.5905,0.8135,0.6679,0.6168,0.6554,0.6003,0.0,0.0,0.653,0.6168,0.6968,0.6228,0.0098,0.0398,0.0573,2.0854,
Citeseer,GraphSAGE,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.7355,0.000823,0.6198,0.8475,0.2276,0.5897,0.8078,0.6404,0.6093,0.6374,0.5928,0.0,0.0,0.6363,0.6131,0.6946,0.618,0.0,0.0488,0.0711,2.1115,
Citeseer,GraphSAGE,lbp,"{""scale"": 0.3}",789,eac9960f8ba0,0.7355,0.000823,0.6319,0.8422,0.2104,0.5986,0.8116,0.6431,0.6033,0.6403,0.589,0.0,0.0,0.6389,0.6112,0.7032,0.6397,0.0098,0.0503,0.0691,2.1228,
Citeseer,GraphSAGE,lbp,"{""scale"": 0.3}",1024,eac9960f8ba0,0.7355,0.000823,0.598,0.8422,0.2442,0.562,0.7971,0.6567,0.6243,0.6484,0.595,0.0,0.0,0.6468,0.624,0.7066,0.6394,0.0158,0.0451,0.0528,2.1491,
Citeseer,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",42,eac9960f8ba0,0.7355,0.000823,0.7363,1.0,0.2637,0.696,0.9019,0.6121,0.6349,0.6204,0.5567,0.0008,0.0188,0.6582,0.6397,0.5371,0.5274,0.0008,0.0105,0.233,2.1249,
Citeseer,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",123,eac9960f8ba0,0.7355,0.000823,0.7408,0.9992,0.2585,0.7127,0.9136,0.6141,0.6319,0.614,0.547,0.0038,0.024,0.6378,0.6337,0.5492,0.5368,0.0038,0.0165,0.2255,3.5416,
Citeseer,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",456,eac9960f8ba0,0.7355,0.000823,0.7438,0.9992,0.2554,0.7122,0.9184,0.6398,0.6296,0.6306,0.5725,0.003,0.0188,0.6429,0.636,0.5512,0.5357,0.006,0.0376,0.2223,2.4998,
Citeseer,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",789,eac9960f8ba0,0.7355,0.000823,0.7468,1.0,0.2532,0.7088,0.9133,0.6139,0.6364,0.6057,0.5485,0.0,0.0105,0.6129,0.6296,0.552,0.5331,0.0068,0.0293,0.2216,2.2804,
Citeseer,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",1024,eac9960f8ba0,0.7355,0.000823,0.728,0.9985,0.2705,0.6726,0.9106,0.6664,0.6431,0.6046,0.5372,0.0045,0.0135,0.6775,0.6397,0.5653,0.5466,0.003,0.018,0.2418,2.2597,
Citeseer,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.7355,0.000823,0.74,0.9917,0.2517,0.7062,0.8791,0.6584,0.6221,0.6625,0.6048,0.0,0.0,0.6543,0.6319,0.5695,0.5413,0.0015,0.0278,0.0325,6.3513,
Citeseer,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.7355,0.000823,0.7423,0.991,0.2487,0.7184,0.8773,0.6579,0.6213,0.656,0.6086,0.0,0.0,0.6504,0.6292,0.5922,0.565,0.0068,0.0316,0.042,5.8161,
Citeseer,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.7355,0.000823,0.7498,0.9902,0.2404,0.7157,0.8837,0.6818,0.6431,0.667,0.6003,0.0,0.0,0.6654,0.63,0.5926,0.5601,0.0045,0.0421,0.0309,6.553,
Citeseer,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.7355,0.000823,0.7483,0.991,0.2427,0.7161,0.882,0.6236,0.6108,0.6341,0.5853,0.0,0.0,0.6305,0.6172,0.5984,0.5699,0.0165,0.0533,0.0191,6.2637,
Citeseer,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.7355,0.000823,0.7423,0.985,0.2427,0.7096,0.8826,0.6613,0.6401,0.6558,0.598,0.0,0.0,0.6528,0.6304,0.5989,0.5654,0.012,0.0413,0.0512,6.4472,
PubMed,LogReg,none,{},42,eac9960f8ba0,0.8024,0.000228,0.851,0.8721,0.021,0.85,0.9564,0.5168,0.5171,0.5202,0.5119,0.0014,0.0113,0.509,0.5107,0.5034,0.503,0.0022,0.0127,0.1406,0.0702,
PubMed,LogReg,none,{},123,eac9960f8ba0,0.8024,0.000228,0.8541,0.8657,0.0117,0.8534,0.9562,0.5092,0.5021,0.511,0.5073,0.0011,0.0098,0.5124,0.509,0.5015,0.4985,0.0014,0.0093,0.1432,0.0512,
PubMed,LogReg,none,{},456,eac9960f8ba0,0.8024,0.000228,0.8473,0.8671,0.0198,0.8465,0.9551,0.5088,0.5023,0.515,0.5116,0.0001,0.0115,0.5139,0.5097,0.503,0.504,0.0008,0.0061,0.134,0.0565,
PubMed,LogReg,none,{},789,eac9960f8ba0,0.8024,0.000228,0.8536,0.8656,0.012,0.8511,0.9561,0.51,0.5125,0.5054,0.503,0.0011,0.0066,0.5127,0.5104,0.503,0.5057,0.001,0.0113,0.1368,0.0659,
PubMed,LogReg,none,{},1024,eac9960f8ba0,0.8024,0.000228,0.8551,0.8661,0.011,0.8536,0.9556,0.5045,0.5069,0.5107,0.5072,0.0005,0.0094,0.5104,0.5071,0.5014,0.4989,0.0004,0.0103,0.1385,0.0494,
PubMed,MLP,none,{},42,eac9960f8ba0,0.8024,0.000228,0.8442,1.0,0.1558,0.8437,0.9537,0.5732,0.6191,0.5759,0.5259,0.0,0.0,0.5758,0.617,0.5339,0.5236,0.0042,0.0123,0.1242,1.5492,
PubMed,MLP,none,{},123,eac9960f8ba0,0.8024,0.000228,0.8538,1.0,0.1462,0.8511,0.9583,0.5699,0.6149,0.5709,0.5216,0.0,0.0,0.571,0.6113,0.5314,0.5174,0.0038,0.0126,0.1142,2.1474,
PubMed,MLP,none,{},456,eac9960f8ba0,0.8024,0.000228,0.8479,0.9999,0.152,0.8471,0.9559,0.5535,0.6108,0.5583,0.5152,0.0,0.0,0.559,0.6211,0.5293,0.5182,0.003,0.0119,0.1266,2.1878,
PubMed,MLP,none,{},789,eac9960f8ba0,0.8024,0.000228,0.8504,1.0,0.1496,0.8479,0.9556,0.5539,0.6104,0.5538,0.5086,0.0,0.0,0.5528,0.6076,0.5326,0.524,0.001,0.011,0.1226,1.8259,
PubMed,MLP,none,{},1024,eac9960f8ba0,0.8024,0.000228,0.8579,1.0,0.1421,0.8555,0.9579,0.5659,0.6149,0.5581,0.5096,0.0,0.0,0.5579,0.6137,0.5323,0.5205,0.003,0.0148,0.1137,1.7239,
PubMed,GCN,none,{},42,eac9960f8ba0,0.8024,0.000228,0.8624,0.8764,0.0139,0.8563,0.9599,0.4921,0.4914,0.5111,0.51,0.0006,0.0113,0.5009,0.5034,0.4994,0.5018,0.001,0.0089,0.0906,1.6261,
PubMed,GCN,none,{},123,eac9960f8ba0,0.8024,0.000228,0.866,0.867,0.001,0.8601,0.9616,0.4946,0.4913,0.5012,0.5021,0.0008,0.0068,0.5005,0.501,0.503,0.5023,0.0018,0.0094,0.0974,1.6351,
PubMed,GCN,none,{},456,eac9960f8ba0,0.8024,0.000228,0.8585,0.8683,0.0098,0.8537,0.9594,0.5087,0.498,0.5114,0.507,0.002,0.0108,0.5082,0.507,0.4966,0.4999,0.0014,0.0103,0.0868,1.6574,
PubMed,GCN,none,{},789,eac9960f8ba0,0.8024,0.000228,0.8657,0.8652,-0.0005,0.86,0.9625,0.5019,0.4955,0.494,0.4928,0.0008,0.0115,0.4928,0.4937,0.5021,0.5023,0.0015,0.0098,0.0901,3.5517,
PubMed,GCN,none,{},1024,eac9960f8ba0,0.8024,0.000228,0.8632,0.8708,0.0076,0.8582,0.96,0.4966,0.4965,0.5027,0.4971,0.0013,0.0115,0.5053,0.5068,0.5001,0.4998,0.0009,0.0117,0.0874,2.5305,
PubMed,GCN,dropedge,"{""rate"": 0.3}",42,eac9960f8ba0,0.8024,0.000228,0.8631,0.8795,0.0165,0.8567,0.9603,0.4931,0.494,0.5113,0.5097,0.0005,0.0124,0.5033,0.5023,0.4961,0.499,0.001,0.0087,0.1148,1.2882,
PubMed,GCN,dropedge,"{""rate"": 0.3}",123,eac9960f8ba0,0.8024,0.000228,0.8688,0.8695,0.0008,0.8628,0.9623,0.4941,0.4998,0.5015,0.5034,0.0008,0.0068,0.5008,0.5046,0.5008,0.5004,0.001,0.0079,0.1195,1.4788,
PubMed,GCN,dropedge,"{""rate"": 0.3}",456,eac9960f8ba0,0.8024,0.000228,0.8621,0.8723,0.0103,0.8567,0.9603,0.5084,0.4996,0.5121,0.5078,0.0018,0.0113,0.5072,0.5083,0.4976,0.5003,0.0014,0.0091,0.1142,1.2617,
PubMed,GCN,dropedge,"{""rate"": 0.3}",789,eac9960f8ba0,0.8024,0.000228,0.8671,0.8689,0.0018,0.8614,0.9628,0.5045,0.4988,0.4942,0.4914,0.0005,0.0118,0.4937,0.4949,0.5027,0.5006,0.0016,0.0107,0.1124,1.2891,
PubMed,GCN,dropedge,"{""rate"": 0.3}",1024,eac9960f8ba0,0.8024,0.000228,0.8655,0.8737,0.0082,0.8601,0.9604,0.4969,0.4916,0.5032,0.4989,0.0015,0.0118,0.5024,0.5017,0.4998,0.5021,0.0009,0.0098,0.1148,1.3544,
PubMed,GCN,label_smoothing,"{""alpha"": 0.1}",42,eac9960f8ba0,0.8024,0.000228,0.8636,0.8766,0.0131,0.8574,0.9603,0.4944,0.4958,0.511,0.5105,0.0003,0.0117,0.5055,0.5037,0.4988,0.5015,0.0016,0.0093,0.1453,1.5563,
PubMed,GCN,label_smoothing,"{""alpha"": 0.1}",123,eac9960f8ba0,0.8024,0.000228,0.8659,0.8671,0.0013,0.8601,0.9617,0.4956,0.4921,0.5012,0.5044,0.001,0.007,0.5012,0.5015,0.4991,0.4969,0.0015,0.0094,0.148,1.6123,
PubMed,GCN,label_smoothing,"{""alpha"": 0.1}",456,eac9960f8ba0,0.8024,0.000228,0.8579,0.869,0.0112,0.8528,0.9598,0.5064,0.501,0.5119,0.5073,0.0015,0.0099,0.5068,0.5084,0.4965,0.4985,0.0015,0.0103,0.1418,1.6053,
PubMed,GCN,label_smoothing,"{""alpha"": 0.1}",789,eac9960f8ba0,0.8024,0.000228,0.866,0.869,0.003,0.8603,0.9627,0.4996,0.4964,0.4943,0.4949,0.0006,0.0112,0.4947,0.4961,0.5025,0.5023,0.0015,0.009,0.1426,1.5134,
PubMed,GCN,label_smoothing,"{""alpha"": 0.1}",1024,eac9960f8ba0,0.8024,0.000228,0.864,0.8733,0.0094,0.8585,0.9601,0.4962,0.493,0.5031,0.4983,0.0015,0.0126,0.5064,0.5069,0.4986,0.497,0.0013,0.0128,0.1421,1.4915,
PubMed,GCN,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.8024,0.000228,0.7166,0.7294,0.0128,0.7071,0.8499,0.4969,0.5001,0.5036,0.5007,0.0,0.0,0.5006,0.5013,0.5004,0.5004,0.0011,0.0098,0.0548,1.5465,
PubMed,GCN,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.8024,0.000228,0.7214,0.7247,0.0033,0.7119,0.849,0.4968,0.496,0.5029,0.5042,0.0,0.0,0.5005,0.4995,0.5005,0.5022,0.0009,0.0082,0.0676,1.4946,
PubMed,GCN,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.8024,0.000228,0.7236,0.7247,0.0011,0.7138,0.8471,0.5008,0.4971,0.5082,0.506,0.0,0.0,0.5052,0.5053,0.4964,0.4986,0.0013,0.011,0.0709,1.466,
PubMed,GCN,lbp,"{""scale"": 0.3}",789,eac9960f8ba0,0.8024,0.000228,0.725,0.7242,-0.0008,0.7154,0.8547,0.4934,0.4911,0.5002,0.503,0.0,0.0,0.5001,0.4984,0.5045,0.5039,0.0019,0.0131,0.0591,1.5184,
PubMed,GCN,lbp,"{""scale"": 0.3}",1024,eac9960f8ba0,0.8024,0.000228,0.7213,0.732,0.0107,0.7105,0.8497,0.5063,0.5023,0.5017,0.4999,0.0,0.0,0.498,0.498,0.5001,0.499,0.0011,0.0087,0.0608,1.4631,
PubMed,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",42,eac9960f8ba0,0.8024,0.000228,0.8566,0.8681,0.0115,0.8509,0.9562,0.49,0.4926,0.5087,0.5077,0.0005,0.0134,0.4997,0.502,0.4979,0.4979,0.0008,0.009,0.0734,1.4776,
PubMed,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",123,eac9960f8ba0,0.8024,0.000228,0.8614,0.8581,-0.0033,0.856,0.9572,0.4937,0.4936,0.499,0.5007,0.0008,0.0085,0.5007,0.502,0.4997,0.5001,0.0019,0.0095,0.0808,1.4817,
PubMed,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",456,eac9960f8ba0,0.8024,0.000228,0.8508,0.8607,0.0099,0.8461,0.9552,0.5045,0.4975,0.51,0.5078,0.0023,0.0101,0.5086,0.5063,0.4929,0.4972,0.0011,0.0094,0.0684,1.4778,
PubMed,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",789,eac9960f8ba0,0.8024,0.000228,0.8591,0.8576,-0.0015,0.8538,0.9584,0.5039,0.497,0.4924,0.4898,0.0008,0.0126,0.4929,0.4951,0.5013,0.4998,0.0014,0.0093,0.07,1.4917,
PubMed,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",1024,eac9960f8ba0,0.8024,0.000228,0.8551,0.8628,0.0077,0.85,0.956,0.4909,0.4914,0.5015,0.4985,0.0009,0.0107,0.4994,0.5038,0.4993,0.5002,0.0011,0.0114,0.0691,1.4811,
PubMed,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.8024,0.000228,0.8495,0.8657,0.0162,0.8422,0.9413,0.5146,0.5082,0.5113,0.5039,0.0,0.0,0.5057,0.5056,0.495,0.4964,0.001,0.0096,0.0665,6.0576,
PubMed,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.8024,0.000228,0.8553,0.8566,0.0013,0.8494,0.9424,0.5022,0.4999,0.505,0.5088,0.0,0.0,0.5093,0.5035,0.4951,0.4964,0.0009,0.0101,0.0783,6.3383,
PubMed,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.8024,0.000228,0.8471,0.8601,0.0131,0.84,0.9393,0.5056,0.5039,0.5074,0.5074,0.0,0.0,0.5095,0.5067,0.4982,0.5011,0.0005,0.0087,0.0673,6.1528,
PubMed,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.8024,0.000228,0.8542,0.8553,0.0011,0.8483,0.9437,0.5001,0.4968,0.4953,0.4979,0.0,0.0,0.5085,0.5074,0.5057,0.507,0.0023,0.011,0.0708,6.8709,
PubMed,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.8024,0.000228,0.849,0.8613,0.0123,0.8439,0.9423,0.5027,0.5046,0.5034,0.4996,0.0,0.0,0.5085,0.5042,0.5006,0.499,0.0015,0.0112,0.0649,6.2988,
PubMed,GraphSAGE,none,{},42,eac9960f8ba0,0.8024,0.000228,0.8795,0.905,0.0255,0.8752,0.9675,0.5052,0.5146,0.5193,0.5108,0.0015,0.0108,0.5093,0.5115,0.504,0.5023,0.0008,0.0123,0.0372,3.54,
