dataset,model,defense,defense_params,seed,config_hash,homophily,density,test_accuracy,val_accuracy,train_accuracy,gen_gap,split_protocol,test_f1,test_auroc,conf_attack_auc,conf_attack_acc,threshold_attack_auc,threshold_attack_acc,conf_tpr_at_0.001_fpr,conf_tpr_at_0.01_fpr,gap_attack_auc,gap_attack_acc,mlp_phi_attack_auc,mlp_phi_attack_acc,shadow_attack_auc,shadow_attack_acc,lira_attack_auc,lira_attack_acc,lira_tpr_at_0.001_fpr,lira_tpr_at_0.01_fpr,ece_test,train_seconds,multi_query_k,dp_epsilon,noise_mass,frac_protected,frac_seeds,mean_scale,relative_noise_mass_vs_uniform,n_protected,tag
Cora,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",42,eac9960f8ba0,0.81,0.00144,0.8449,0.8358,0.9077,0.0628,random_40_20_40,0.8294,0.9472,0.5622,0.5614,0.5005,0.4875,0.0,0.0129,0.5314,0.5314,0.6203,0.5697,,,0.5366,0.5286,0.0037,0.012,0.0415,2.712,1,,325.5,0.4007,0.1931,0.1202,0.4007,1085.0,harp
Cora,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",123,eac9960f8ba0,0.81,0.00144,0.8292,0.845,0.9141,0.0849,random_40_20_40,0.8107,0.9456,0.5797,0.5374,0.5219,0.5115,0.0,0.0175,0.5425,0.5425,0.633,0.5956,,,0.5463,0.5282,0.0092,0.0166,0.0308,2.7257,1,,325.2,0.4003,0.1821,0.1201,0.4003,1084.0,harp
Cora,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",456,eac9960f8ba0,0.81,0.00144,0.8329,0.8432,0.9114,0.0785,random_40_20_40,0.8205,0.9535,0.572,0.5485,0.5159,0.4968,0.0,0.0175,0.5392,0.5392,0.6291,0.5706,,,0.5195,0.5189,0.0074,0.012,0.0393,2.7052,1,,325.5,0.4007,0.1813,0.1202,0.4007,1085.0,harp
Cora,GraphSAGE,harp_mask,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.0, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true, ""protector"": ""mask""}",42,eac9960f8ba0,0.81,0.00144,0.8929,0.8985,1.0,0.1071,random_40_20_40,0.8888,0.916,0.6832,0.6233,0.6882,0.6353,0.0,0.0,0.5536,0.5536,0.6832,0.626,,,0.6394,0.5882,0.0,0.0443,0.093,2.7364,1,,0.0,0.4007,0.1931,0.0,,1085.0,harp_mask
Cora,GraphSAGE,harp_mask,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.0, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true, ""protector"": ""mask""}",123,eac9960f8ba0,0.81,0.00144,0.879,0.9207,1.0,0.121,random_40_20_40,0.8691,0.914,0.714,0.6454,0.6902,0.627,0.0,0.0,0.5605,0.5605,0.7139,0.6537,,,0.6489,0.591,0.0,0.0462,0.0937,2.6973,1,,0.0,0.4003,0.1821,0.0,,1084.0,harp_mask
Cora,GraphSAGE,harp_mask,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.0, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true, ""protector"": ""mask""}",456,eac9960f8ba0,0.81,0.00144,0.8818,0.9096,1.0,0.1182,random_40_20_40,0.8717,0.9197,0.6868,0.6445,0.6887,0.626,0.0,0.0,0.5591,0.5591,0.6867,0.638,,,0.6274,0.5822,0.0,0.0406,0.0885,2.6526,1,,0.0,0.4007,0.1813,0.0,,1085.0,harp_mask
Chameleon,GraphSAGE,none,{},42,eac9960f8ba0,0.235,0.006966,0.4402,0.5055,0.9594,0.5192,random_40_20_40,0.4383,0.7591,0.8829,0.82,0.8884,0.8299,0.0,0.1076,0.7596,0.7596,0.8858,0.8255,,,0.6328,0.6092,0.0066,0.0571,0.2938,3.1846,1,,,,,,,,none
Chameleon,GraphSAGE,none,{},123,eac9960f8ba0,0.235,0.006966,0.4643,0.4659,0.966,0.5016,random_40_20_40,0.4609,0.7564,0.8688,0.8255,0.8773,0.8167,0.0011,0.0637,0.7508,0.7508,0.8724,0.8288,,,0.6052,0.5955,0.0011,0.056,0.2792,3.18,1,,,,,,,,none
Chameleon,GraphSAGE,none,{},456,eac9960f8ba0,0.235,0.006966,0.438,0.4571,0.9616,0.5236,random_40_20_40,0.4338,0.7607,0.8716,0.809,0.8877,0.8211,0.0011,0.1175,0.7618,0.7618,0.8734,0.8057,,,0.6153,0.5867,0.0033,0.0637,0.2961,3.088,1,,,,,,,,none
Chameleon,GraphSAGE,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.235,0.006966,0.393,0.4198,0.7947,0.4018,random_40_20_40,0.3919,0.6717,0.7605,0.7179,0.7542,0.697,0.0,0.0,0.7009,0.7009,0.7621,0.7058,,,0.5369,0.5313,0.0011,0.0241,0.2173,3.4668,1,,683.1,1.0,,0.3,1.0,2277.0,lbp_strong
Chameleon,GraphSAGE,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.235,0.006966,0.3974,0.367,0.8189,0.4215,random_40_20_40,0.395,0.67,0.7595,0.7102,0.7683,0.6992,0.0,0.0615,0.7108,0.7108,0.7595,0.7124,,,0.5309,0.5291,0.0044,0.0505,0.2082,3.2472,1,,683.1,1.0,,0.3,1.0,2277.0,lbp_strong
Chameleon,GraphSAGE,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.235,0.006966,0.382,0.3626,0.809,0.427,random_40_20_40,0.3808,0.6687,0.7476,0.7003,0.7631,0.697,0.0,0.0,0.7135,0.7135,0.7486,0.6937,,,0.5484,0.5362,0.0088,0.0384,0.2249,3.2633,1,,683.1,1.0,,0.3,1.0,2277.0,lbp_strong
Chameleon,GraphSAGE,lbp,"{""scale"": 0.12}",42,eac9960f8ba0,0.235,0.006966,0.4435,0.5055,0.9451,0.5016,random_40_20_40,0.4414,0.7106,0.8344,0.7827,0.8327,0.7717,0.0,0.0,0.7508,0.7508,0.8409,0.7783,,,0.5718,0.5582,0.011,0.022,0.2109,3.2775,1,,273.24,1.0,,0.12,1.0,2277.0,lbp_eq
Chameleon,GraphSAGE,lbp,"{""scale"": 0.12}",123,eac9960f8ba0,0.235,0.006966,0.4533,0.444,0.9627,0.5093,random_40_20_40,0.4506,0.7186,0.83,0.7805,0.836,0.764,0.0,0.0933,0.7547,0.7547,0.83,0.7805,,,0.5474,0.5477,0.0044,0.0362,0.2018,3.2954,1,,273.24,1.0,,0.12,1.0,2277.0,lbp_eq
Chameleon,GraphSAGE,lbp,"{""scale"": 0.12}",456,eac9960f8ba0,0.235,0.006966,0.4215,0.4527,0.9539,0.5324,random_40_20_40,0.4191,0.7157,0.8248,0.7629,0.8347,0.7618,0.0,0.0,0.7662,0.7662,0.825,0.7673,,,0.5616,0.5499,0.0088,0.0373,0.2306,3.287,1,,273.24,1.0,,0.12,1.0,2277.0,lbp_eq
Chameleon,GraphSAGE,memguard,"{""max_l1"": 0.2}",42,eac9960f8ba0,0.235,0.006966,0.4402,0.5055,0.9594,0.5192,random_40_20_40,0.4383,0.7248,0.8741,0.8123,0.875,0.8046,0.0011,0.0988,0.7596,0.7596,0.8746,0.8222,,,0.6135,0.5779,0.0011,0.0209,0.165,5.5057,1,,770.0925,1.0,,0.0676,,,memguard
Chameleon,GraphSAGE,memguard,"{""max_l1"": 0.2}",123,eac9960f8ba0,0.235,0.006966,0.4643,0.4659,0.966,0.5016,random_40_20_40,0.4609,0.731,0.872,0.8178,0.8683,0.8145,0.0044,0.0757,0.7508,0.7508,0.8732,0.8189,,,0.6018,0.5845,0.0044,0.0077,0.1467,5.2699,1,,797.3394,1.0,,0.07,,,memguard
Chameleon,GraphSAGE,memguard,"{""max_l1"": 0.2}",456,eac9960f8ba0,0.235,0.006966,0.438,0.4571,0.9616,0.5236,random_40_20_40,0.4338,0.7375,0.8631,0.8013,0.8726,0.8101,0.0099,0.056,0.7618,0.7618,0.8638,0.8068,,,0.6012,0.5714,0.0055,0.0461,0.1632,5.2474,1,,781.163,1.0,,0.0686,,,memguard
Chameleon,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",42,eac9960f8ba0,0.235,0.006966,0.4336,0.7187,0.8924,0.4588,random_40_20_40,0.4343,0.7199,0.8242,0.7278,0.8225,0.7311,0.0,0.0329,0.7294,0.7294,0.8263,0.7431,,,0.5636,0.5461,0.0033,0.0077,0.2485,10.2033,1,,273.3,0.4001,0.1208,0.12,0.4001,911.0,harp
Chameleon,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",123,eac9960f8ba0,0.235,0.006966,0.4764,0.7143,0.9001,0.4237,random_40_20_40,0.4748,0.748,0.7935,0.7025,0.7908,0.7058,0.0,0.067,0.7119,0.7119,0.7935,0.7003,,,0.5443,0.5434,0.0055,0.0132,0.2137,10.3136,1,,272.7,0.3992,0.1111,0.1198,0.3992,909.0,harp
Chameleon,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",456,eac9960f8ba0,0.235,0.006966,0.4446,0.6945,0.899,0.4544,random_40_20_40,0.4406,0.7339,0.8025,0.7256,0.803,0.719,0.0,0.0,0.7272,0.7272,0.8028,0.7256,,,0.5562,0.5445,0.0044,0.011,0.2511,10.5544,1,,273.3,0.4001,0.0738,0.12,0.4001,911.0,harp
Chameleon,GraphSAGE,harp_mask,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.0, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true, ""protector"": ""mask""}",42,eac9960f8ba0,0.235,0.006966,0.4676,0.7538,0.9583,0.4907,random_40_20_40,0.4659,0.7057,0.7939,0.7881,0.7941,0.7695,0.0,0.0,0.7453,0.7453,0.8292,0.7958,,,0.61,0.573,0.0,0.022,0.3723,10.2842,1,,0.0,0.4001,0.1208,0.0,,911.0,harp_mask
Chameleon,GraphSAGE,harp_mask,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.0, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true, ""protector"": ""mask""}",123,eac9960f8ba0,0.235,0.006966,0.4852,0.7341,0.9649,0.4797,random_40_20_40,0.4833,0.7165,0.7981,0.798,0.7837,0.7409,0.0,0.0,0.7398,0.7398,0.7977,0.798,,,0.6117,0.5911,0.0,0.0263,0.3463,11.2085,1,,0.0,0.3992,0.1111,0.0,,909.0,harp_mask
Chameleon,GraphSAGE,harp_mask,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.0, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true, ""protector"": ""mask""}",456,eac9960f8ba0,0.235,0.006966,0.4566,0.6967,0.9605,0.5038,random_40_20_40,0.4497,0.7123,0.8072,0.7936,0.8023,0.7629,0.0,0.0,0.7519,0.7519,0.8066,0.7936,,,0.6262,0.596,0.0,0.0373,0.3817,9.7183,1,,0.0,0.4001,0.0738,0.0,,911.0,harp_mask
