dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,lira_attack_auc,lira_attack_acc,ece_test,actual_dp_epsilon,peak_memory_mb
Citeseer,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",789,0.7355,0.000823,0.0,0.7452,0.7155,0.9245,0.2032,0.4816,0.145,0.2722,0.0583,0.7162,0.7073,0.0155,0.0988,0.4173,0.7167,0.6483,0.0138,0.0884,0.42,0.7165,0.7072,0.0138,0.089,0.4188,0.6724,0.608,0.0,0.0,0.29,0.6155,0.5,0.5,0.1401,,5320.48
Citeseer,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",999,0.7355,0.000823,0.0,0.7416,0.7025,0.9285,0.1906,0.404,0.1499,0.2516,0.0408,0.7308,0.7139,0.03,0.0864,0.4286,0.7331,0.6622,0.0247,0.0752,0.4441,0.7325,0.7208,0.0235,0.0752,0.4435,0.6951,0.6295,0.0,0.0,0.33,0.6655,0.5,0.5,0.1343,,5320.48
Citeseer,GraphSAGE,dp_sgd,{},42,0.7355,0.000823,0.0,0.7115,0.6668,0.9012,0.1998,0.6536,0.2191,0.664,-0.0193,0.5979,0.5721,0.0124,0.0545,0.1639,0.5989,0.5708,0.0,0.0,0.1856,0.5979,0.5885,0.0132,0.0529,0.1856,0.5261,0.514,0.0,0.0,0.055,0.914,0.5,0.5,0.2402,22.5213,5428.03
Citeseer,GraphSAGE,dp_sgd,{},123,0.7355,0.000823,0.0,0.7055,0.6688,0.9071,0.2074,0.6938,0.2751,0.7718,-0.0676,0.578,0.5871,0.0095,0.0524,0.1817,0.6046,0.5714,0.0,0.0,0.1868,0.5876,0.5912,0.012,0.0571,0.1868,0.5314,0.517,0.0,0.0,0.08,0.926,0.5,0.5,0.2375,22.5213,5428.03
Citeseer,GraphSAGE,dp_sgd,{},456,0.7355,0.000823,0.0,0.72,0.6816,0.9055,0.1789,0.5792,0.2334,0.6535,-0.0545,0.6051,0.5805,0.0133,0.0739,0.1899,0.6083,0.5648,0.0,0.0,0.1952,0.5835,0.5843,0.009,0.0445,0.1778,0.549,0.539,0.0,0.0,0.094,0.9175,0.5,0.5,0.2178,22.5213,5428.03
Citeseer,GraphSAGE,dp_sgd,{},789,0.7355,0.000823,0.0,0.7248,0.6782,0.9143,0.1702,0.5097,0.2217,0.6022,-0.0515,0.5986,0.5938,0.0083,0.0607,0.19,0.5984,0.5588,0.0,0.0,0.1802,0.5899,0.5861,0.0114,0.0523,0.179,0.5475,0.5325,0.0,0.0,0.081,0.9295,0.5,0.5,0.2134,22.5213,5428.03
Citeseer,GraphSAGE,dp_sgd,{},999,0.7355,0.000823,0.0,0.7163,0.6788,0.9128,0.1794,0.5564,0.2635,0.7234,-0.0841,0.5982,0.5739,0.0264,0.0984,0.1616,0.595,0.56,0.0,0.0,0.1718,0.5814,0.5801,0.012,0.0631,0.1676,0.5573,0.5365,0.0,0.0,0.09,0.936,0.5,0.5,0.2226,22.5213,5428.03
synthetic_low_sparse,GCN,none,{},42,0.2982,0.005,0.0,0.78,0.7779,0.9697,0.6733,0.7907,0.4855,0.6757,0.1877,0.5632,0.565,0.043,0.043,0.2196,0.5827,0.53,0.04,0.07,0.21,0.572,0.5975,0.04,0.07,0.2,0.5269,0.5075,0.06,0.13,0.08,0.965,0.5,0.5,0.0766,,5428.03
synthetic_low_sparse,GCN,none,{},123,0.2982,0.005,0.0,0.785,0.7869,0.9701,0.829,0.9937,0.6317,0.9648,0.1974,0.5975,0.585,0.0102,0.0816,0.2341,0.619,0.565,0.0,0.0,0.24,0.6132,0.5825,0.01,0.025,0.235,0.5209,0.5075,0.015,0.04,0.06,0.9875,0.5,0.5,0.103,,5428.03
synthetic_low_sparse,GCN,none,{},456,0.2982,0.005,0.0,0.785,0.7854,0.9641,0.749,0.8956,0.5177,0.8247,0.2312,0.5634,0.575,0.03,0.09,0.18,0.5812,0.525,0.035,0.075,0.175,0.5428,0.52,0.03,0.09,0.1,0.5322,0.5325,0.0,0.05,0.07,0.9725,0.5,0.5,0.0985,,5428.03
synthetic_low_sparse,GCN,none,{},789,0.2982,0.005,0.0,0.76,0.7572,0.9682,0.5736,0.701,0.5266,0.7254,0.047,0.5832,0.525,0.0213,0.0638,0.2003,0.5624,0.515,0.0,0.055,0.175,0.5573,0.575,0.005,0.065,0.15,0.4778,0.4725,0.0,0.025,0.01,0.9725,0.5,0.5,0.0878,,5428.03
synthetic_low_sparse,GCN,none,{},999,0.2982,0.005,0.0,0.76,0.7577,0.9746,0.6123,0.7471,0.4331,0.6131,0.1792,0.5824,0.51,0.0312,0.1042,0.1755,0.5234,0.475,0.01,0.04,0.14,0.4505,0.48,0.0,0.01,0.04,0.4794,0.5075,0.0,0.02,0.015,0.985,0.5,0.5,0.1003,,5428.03
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 5.0}",42,0.2982,0.005,0.0,0.78,0.7779,0.9697,0.6733,0.7907,0.4855,0.6757,0.1877,0.5632,0.565,0.043,0.043,0.2196,0.5827,0.53,0.04,0.07,0.21,0.572,0.5975,0.04,0.07,0.2,0.5269,0.5075,0.06,0.13,0.08,0.965,0.5,0.5,0.0766,,5428.03
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 5.0}",123,0.2982,0.005,0.0,0.785,0.7869,0.9701,0.829,0.9937,0.6317,0.9648,0.1974,0.5975,0.585,0.0102,0.0816,0.2341,0.619,0.565,0.0,0.0,0.24,0.6132,0.5825,0.01,0.025,0.235,0.5209,0.5075,0.015,0.04,0.06,0.9875,0.5,0.5,0.103,,5428.03
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 5.0}",456,0.2982,0.005,0.0,0.785,0.7854,0.9641,0.749,0.8956,0.5177,0.8247,0.2312,0.5634,0.575,0.03,0.09,0.18,0.5812,0.525,0.035,0.075,0.175,0.5428,0.52,0.03,0.09,0.1,0.5322,0.5325,0.0,0.05,0.07,0.9725,0.5,0.5,0.0985,,5428.03
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 5.0}",789,0.2982,0.005,0.0,0.76,0.7572,0.9682,0.5736,0.701,0.5266,0.7254,0.047,0.5832,0.525,0.0213,0.0638,0.2003,0.5624,0.515,0.0,0.055,0.175,0.5573,0.575,0.005,0.065,0.15,0.4778,0.4725,0.0,0.025,0.01,0.9725,0.5,0.5,0.0878,,5428.03
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 5.0}",999,0.2982,0.005,0.0,0.76,0.7577,0.9746,0.6123,0.7471,0.4331,0.6131,0.1792,0.5824,0.51,0.0312,0.1042,0.1755,0.5234,0.475,0.01,0.04,0.14,0.4505,0.48,0.0,0.01,0.04,0.4794,0.5075,0.0,0.02,0.015,0.985,0.5,0.5,0.1003,,5428.03
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.3}",42,0.2982,0.005,0.0,0.75,0.7464,0.9545,0.2688,0.4764,0.2431,0.4696,0.0257,0.592,0.585,0.0323,0.043,0.2364,0.6106,0.57,0.015,0.055,0.255,0.5876,0.5675,0.015,0.055,0.16,0.5727,0.545,0.0,0.08,0.105,0.975,0.5,0.5,0.1173,,5428.03
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.3}",123,0.2982,0.005,0.0,0.75,0.7509,0.9599,0.3704,0.5725,0.2448,0.4687,0.1256,0.618,0.57,0.0102,0.1735,0.2317,0.6401,0.59,0.03,0.07,0.26,0.616,0.555,0.025,0.115,0.235,0.5799,0.54,0.025,0.075,0.12,0.995,0.5,0.5,0.0826,,5428.03
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.3}",456,0.2982,0.005,0.0,0.735,0.7358,0.9578,0.3175,0.5245,0.2201,0.4344,0.0974,0.5996,0.525,0.03,0.06,0.2,0.6051,0.53,0.025,0.09,0.2,0.5604,0.53,0.025,0.095,0.12,0.564,0.5475,0.0,0.045,0.11,0.9825,0.5,0.5,0.0832,,5428.03
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.3}",789,0.2982,0.005,0.0,0.755,0.7557,0.9637,0.2999,0.5242,0.2766,0.5015,0.0233,0.5484,0.535,0.0319,0.0745,0.1325,0.5613,0.555,0.015,0.1,0.15,0.5305,0.515,0.02,0.045,0.15,0.5295,0.5,0.02,0.035,0.065,0.985,0.5,0.5,0.0927,,5428.03
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.3}",999,0.2982,0.005,0.0,0.795,0.7913,0.9741,0.3149,0.5332,0.2514,0.4763,0.0634,0.4858,0.43,0.0521,0.0729,0.0809,0.5215,0.49,0.02,0.105,0.07,0.5005,0.4725,0.02,0.105,0.06,0.4842,0.495,0.0,0.01,0.025,0.975,0.5,0.5,0.1275,,5428.03
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.1}",42,0.2982,0.005,0.0,0.77,0.7688,0.9661,0.3348,0.4948,0.2826,0.4974,0.0523,0.5819,0.575,0.0,0.043,0.2434,0.6034,0.56,0.01,0.04,0.255,0.589,0.5825,0.015,0.055,0.205,0.5322,0.5125,0.025,0.08,0.075,0.995,0.5,0.5,0.0719,,5428.03
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.1}",123,0.2982,0.005,0.0,0.795,0.7982,0.9684,0.4156,0.5702,0.2787,0.485,0.1368,0.6199,0.605,0.051,0.1122,0.2489,0.6327,0.585,0.0,0.04,0.265,0.6179,0.5775,0.0,0.04,0.24,0.546,0.51,0.0,0.06,0.115,0.9775,0.5,0.5,0.0715,,5428.03
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.1}",456,0.2982,0.005,0.0,0.785,0.7858,0.9658,0.3865,0.545,0.2665,0.4692,0.12,0.5971,0.58,0.02,0.11,0.19,0.5934,0.565,0.01,0.065,0.18,0.5468,0.5175,0.01,0.065,0.12,0.5073,0.4925,0.005,0.035,0.055,0.9925,0.5,0.5,0.0676,,5428.03
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.1}",789,0.2982,0.005,0.0,0.755,0.7538,0.9682,0.3467,0.5261,0.3207,0.5268,0.026,0.568,0.525,0.0106,0.0638,0.1501,0.5714,0.54,0.0,0.055,0.175,0.5561,0.535,0.01,0.05,0.195,0.4885,0.4875,0.0,0.03,0.04,0.9725,0.5,0.5,0.0663,,5428.03
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.1}",999,0.2982,0.005,0.0,0.76,0.758,0.9718,0.3744,0.5373,0.2882,0.4987,0.0863,0.5434,0.52,0.0,0.1562,0.1218,0.5359,0.49,0.0,0.035,0.15,0.4774,0.4675,0.0,0.01,0.06,0.4713,0.4925,0.015,0.02,0.005,0.9925,0.5,0.5,0.0665,,5428.03
synthetic_low_sparse,GCN,confidence_masking,"{""top_k"": 2}",42,0.2982,0.005,0.0,0.78,0.7779,0.9541,0.6733,0.7907,0.4855,0.6757,0.1877,0.5551,0.555,0.0,0.0323,0.1733,0.5786,0.515,0.035,0.06,0.175,0.5666,0.585,0.04,0.065,0.17,0.5269,0.5075,0.06,0.13,0.08,0.965,0.5,0.5,0.083,,5428.03
synthetic_low_sparse,GCN,confidence_masking,"{""top_k"": 2}",123,0.2982,0.005,0.0,0.785,0.7869,0.9591,0.829,0.9937,0.6317,0.9648,0.1974,0.5958,0.605,0.0102,0.0612,0.2383,0.6188,0.565,0.0,0.0,0.245,0.6145,0.5975,0.01,0.03,0.245,0.5209,0.5075,0.015,0.04,0.06,0.9875,0.5,0.5,0.1118,,5428.03
synthetic_low_sparse,GCN,confidence_masking,"{""top_k"": 2}",456,0.2982,0.005,0.0,0.785,0.7854,0.9599,0.749,0.8956,0.5177,0.8247,0.2312,0.5982,0.565,0.01,0.07,0.18,0.5823,0.52,0.035,0.09,0.17,0.5364,0.515,0.035,0.09,0.1,0.5322,0.5325,0.0,0.05,0.07,0.9725,0.5,0.5,0.1031,,5428.03
synthetic_low_sparse,GCN,confidence_masking,"{""top_k"": 2}",789,0.2982,0.005,0.0,0.76,0.7572,0.961,0.5736,0.701,0.5266,0.7254,0.047,0.5874,0.525,0.0319,0.0745,0.2098,0.563,0.515,0.0,0.07,0.17,0.5626,0.56,0.005,0.07,0.17,0.4778,0.4725,0.0,0.025,0.01,0.9725,0.5,0.5,0.1017,,5428.03
synthetic_low_sparse,GCN,confidence_masking,"{""top_k"": 2}",999,0.2982,0.005,0.0,0.76,0.7577,0.9702,0.6123,0.7471,0.4331,0.6131,0.1792,0.5925,0.545,0.0104,0.1146,0.1691,0.5266,0.49,0.01,0.06,0.15,0.4316,0.4725,0.0,0.0,0.02,0.4794,0.5075,0.0,0.02,0.015,0.985,0.5,0.5,0.1149,,5428.03
synthetic_low_sparse,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",42,0.2982,0.005,0.0,0.78,0.7779,0.9697,0.6733,0.7907,0.4855,0.6757,0.1877,0.5632,0.565,0.043,0.043,0.2196,0.5827,0.53,0.04,0.07,0.21,0.572,0.5975,0.04,0.07,0.2,0.5269,0.5075,0.06,0.13,0.08,0.965,0.5,0.5,0.0766,,5428.03
synthetic_low_sparse,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",123,0.2982,0.005,0.0,0.785,0.7869,0.9701,0.829,0.9937,0.6317,0.9648,0.1974,0.5975,0.585,0.0102,0.0816,0.2341,0.619,0.565,0.0,0.0,0.24,0.6132,0.5825,0.01,0.025,0.235,0.5209,0.5075,0.015,0.04,0.06,0.9875,0.5,0.5,0.103,,5428.03
synthetic_low_sparse,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",456,0.2982,0.005,0.0,0.785,0.7854,0.9641,0.749,0.8956,0.5177,0.8247,0.2312,0.5634,0.575,0.03,0.09,0.18,0.5812,0.525,0.035,0.075,0.175,0.5428,0.52,0.03,0.09,0.1,0.5322,0.5325,0.0,0.05,0.07,0.9725,0.5,0.5,0.0985,,5428.03
synthetic_low_sparse,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",789,0.2982,0.005,0.0,0.76,0.7572,0.9682,0.5736,0.701,0.5266,0.7254,0.047,0.5832,0.525,0.0213,0.0638,0.2003,0.5624,0.515,0.0,0.055,0.175,0.5573,0.575,0.005,0.065,0.15,0.4778,0.4725,0.0,0.025,0.01,0.9725,0.5,0.5,0.0878,,5428.03
synthetic_low_sparse,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",999,0.2982,0.005,0.0,0.76,0.7577,0.9746,0.6123,0.7471,0.4331,0.6131,0.1792,0.5824,0.51,0.0312,0.1042,0.1755,0.5234,0.475,0.01,0.04,0.14,0.4505,0.48,0.0,0.01,0.04,0.4794,0.5075,0.0,0.02,0.015,0.985,0.5,0.5,0.1003,,5428.03
synthetic_low_sparse,GCN,dp_sgd,{},42,0.2982,0.005,0.0,0.72,0.7165,0.9572,0.63,0.8055,0.5341,0.8481,0.0959,0.5876,0.535,0.0215,0.086,0.1573,0.5946,0.56,0.0,0.09,0.15,0.5982,0.575,0.015,0.09,0.17,0.5538,0.56,0.0,0.035,0.12,0.96,0.5,0.5,0.1513,28.3845,5428.03
synthetic_low_sparse,GCN,dp_sgd,{},123,0.2982,0.005,0.0,0.795,0.7944,0.9627,0.8692,1.1759,0.7875,1.3404,0.0817,0.5956,0.59,0.0102,0.0816,0.2085,0.6127,0.56,0.0,0.0,0.225,0.6029,0.5675,0.02,0.065,0.215,0.5741,0.545,0.035,0.1,0.105,1.0,0.5,0.5,0.1505,28.3845,5428.03
synthetic_low_sparse,GCN,dp_sgd,{},456,0.2982,0.005,0.0,0.76,0.7579,0.9562,0.9027,1.2002,0.6199,1.0859,0.2828,0.5991,0.575,0.0,0.07,0.18,0.5899,0.56,0.0,0.0,0.175,0.4944,0.515,0.0,0.0,0.055,0.525,0.525,0.0,0.08,0.085,0.98,0.5,0.5,0.1519,28.3845,5428.03
synthetic_low_sparse,GraphSAGE,none,{},42,0.2982,0.005,0.0,1.0,1.0,1.0,1.2874,1.2044,1.7247,1.6715,-0.4373,0.5324,0.465,0.0,0.0108,0.1359,0.5513,0.5,0.0,0.0,0.1,0.5833,0.5,0.03,0.07,0.145,0.5324,0.5375,0.0,0.035,0.095,0.9675,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,none,{},123,0.2982,0.005,0.0,1.0,1.0,1.0,1.0204,0.9932,1.1029,1.1444,-0.0825,0.5806,0.49,0.0,0.051,0.1659,0.5318,0.5,0.0,0.0,0.065,0.531,0.5,0.0,0.04,0.11,0.5497,0.525,0.0,0.08,0.13,0.965,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,none,{},456,0.2982,0.005,0.0,1.0,1.0,1.0,1.2525,1.1631,1.4712,1.3803,-0.2188,0.5,0.5,0.0,0.0,0.0,0.528,0.5,0.0,0.0,0.055,0.5257,0.5,0.005,0.01,0.105,0.5347,0.5225,0.0,0.09,0.11,0.975,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,none,{},789,0.2982,0.005,0.0,1.0,1.0,1.0,1.3521,1.2193,1.6725,1.5251,-0.3204,0.528,0.47,0.0213,0.0319,0.0825,0.5283,0.5,0.0,0.0,0.055,0.5484,0.5,0.0,0.0,0.135,0.5301,0.5075,0.0,0.0,0.09,0.9325,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,none,{},999,0.2982,0.005,0.0,1.0,1.0,1.0,1.163,1.1842,1.2887,1.3471,-0.1257,0.5299,0.48,0.0,0.0521,0.1354,0.5064,0.5,0.0,0.0,0.045,0.5285,0.5,0.0,0.025,0.09,0.5472,0.5525,0.0,0.055,0.105,0.9475,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 5.0}",42,0.2982,0.005,0.0,1.0,1.0,1.0,1.2874,1.2044,1.7247,1.6715,-0.4373,0.5324,0.465,0.0,0.0108,0.1359,0.5513,0.5,0.0,0.0,0.1,0.5833,0.5,0.03,0.07,0.145,0.5324,0.5375,0.0,0.035,0.095,0.9675,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 5.0}",123,0.2982,0.005,0.0,1.0,1.0,1.0,1.0204,0.9932,1.1029,1.1444,-0.0825,0.5806,0.49,0.0,0.051,0.1659,0.5318,0.5,0.0,0.0,0.065,0.531,0.5,0.0,0.04,0.11,0.5497,0.525,0.0,0.08,0.13,0.965,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 5.0}",456,0.2982,0.005,0.0,1.0,1.0,1.0,1.2525,1.1631,1.4712,1.3803,-0.2188,0.5,0.5,0.0,0.0,0.0,0.528,0.5,0.0,0.0,0.055,0.5257,0.5,0.005,0.01,0.105,0.5347,0.5225,0.0,0.09,0.11,0.975,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 5.0}",789,0.2982,0.005,0.0,1.0,1.0,1.0,1.3521,1.2193,1.6725,1.5251,-0.3204,0.528,0.47,0.0213,0.0319,0.0825,0.5283,0.5,0.0,0.0,0.055,0.5484,0.5,0.0,0.0,0.135,0.5301,0.5075,0.0,0.0,0.09,0.9325,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 5.0}",999,0.2982,0.005,0.0,1.0,1.0,1.0,1.163,1.1842,1.2887,1.3471,-0.1257,0.5299,0.48,0.0,0.0521,0.1354,0.5064,0.5,0.0,0.0,0.045,0.5285,0.5,0.0,0.025,0.09,0.5472,0.5525,0.0,0.055,0.105,0.9475,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",42,0.2982,0.005,0.0,1.0,1.0,1.0,1.9184,1.6743,2.0875,1.7846,-0.1691,0.5568,0.465,0.0323,0.0323,0.1246,0.5,0.5,0.0,0.0,0.005,0.5673,0.5,0.0,0.0,0.125,0.5554,0.52,0.0,0.05,0.125,0.9575,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",123,0.2982,0.005,0.0,1.0,1.0,1.0,1.4944,1.1467,1.5482,1.2731,-0.0538,0.5368,0.49,0.0102,0.0408,0.0746,0.5027,0.5,0.0,0.0,0.015,0.5059,0.5,0.0,0.0,0.04,0.4773,0.51,0.0,0.045,0.025,0.9575,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",456,0.2982,0.005,0.0,1.0,1.0,1.0,1.369,1.0374,1.668,1.3087,-0.299,0.5,0.5,0.0,0.0,0.0,0.5051,0.5,0.0,0.0,0.015,0.5921,0.5,0.0,0.01,0.165,0.5353,0.525,0.0,0.065,0.075,0.9525,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",789,0.2982,0.005,0.0,1.0,1.0,1.0,1.5167,1.0379,1.6635,1.1304,-0.1468,0.4797,0.47,0.0106,0.0213,0.0012,0.5,0.5,0.0,0.0,0.0,0.5172,0.5,0.0,0.0,0.12,0.4881,0.4725,0.0,0.0,0.03,0.945,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",999,0.2982,0.005,0.0,1.0,1.0,1.0,1.5978,1.1967,1.5527,1.1423,0.0451,0.5367,0.48,0.0,0.0,0.0929,0.5077,0.5,0.0,0.0,0.02,0.4911,0.5,0.01,0.05,0.03,0.4299,0.46,0.0,0.0,0.01,0.94,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",42,0.2982,0.005,0.0,1.0,1.0,1.0,0.962,0.2884,0.9679,0.2639,-0.0059,0.6283,0.59,0.0,0.0645,0.2499,0.6439,0.6,0.015,0.04,0.265,0.6428,0.6125,0.015,0.04,0.25,0.5729,0.56,0.035,0.07,0.12,0.9775,0.5,0.5,0.1001,,5428.03
synthetic_low_sparse,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",123,0.2982,0.005,0.0,1.0,1.0,1.0,0.9174,0.271,0.8835,0.2326,0.0339,0.5459,0.53,0.0,0.0306,0.1513,0.5679,0.535,0.0,0.075,0.18,0.5669,0.5775,0.0,0.075,0.18,0.5528,0.535,0.0,0.04,0.105,0.97,0.5,0.5,0.0932,,5428.03
synthetic_low_sparse,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",456,0.2982,0.005,0.0,1.0,1.0,1.0,0.9362,0.2414,0.936,0.2267,0.0002,0.6992,0.67,0.06,0.11,0.37,0.6727,0.63,0.005,0.08,0.3,0.6709,0.635,0.005,0.08,0.295,0.5126,0.5175,0.0,0.03,0.07,0.9825,0.5,0.5,0.0969,,5428.03
synthetic_low_sparse,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",789,0.2982,0.005,0.0,1.0,1.0,1.0,0.9406,0.2971,0.9522,0.3006,-0.0115,0.5454,0.525,0.0426,0.0638,0.1435,0.5431,0.535,0.0,0.03,0.15,0.5402,0.555,0.0,0.035,0.15,0.5116,0.545,0.0,0.06,0.09,0.96,0.5,0.5,0.0869,,5428.03
synthetic_low_sparse,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",999,0.2982,0.005,0.0,1.0,1.0,1.0,1.0008,0.2445,0.9933,0.2631,0.0076,0.5911,0.58,0.0104,0.0417,0.1931,0.5825,0.545,0.0,0.05,0.165,0.5787,0.555,0.0,0.05,0.165,0.529,0.525,0.0,0.02,0.095,0.97,0.5,0.5,0.0791,,5428.03
synthetic_low_sparse,GraphSAGE,confidence_masking,"{""top_k"": 2}",42,0.2982,0.005,0.0,1.0,1.0,1.0,1.2874,1.2044,1.7247,1.6715,-0.4373,0.4763,0.465,0.0,0.0,0.0733,0.5515,0.5,0.0,0.0,0.1,0.5842,0.5,0.01,0.075,0.15,0.5324,0.5375,0.0,0.035,0.095,0.9675,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,confidence_masking,"{""top_k"": 2}",123,0.2982,0.005,0.0,1.0,1.0,1.0,1.0204,0.9932,1.1029,1.1444,-0.0825,0.578,0.49,0.0102,0.0408,0.1585,0.5318,0.5,0.0,0.0,0.065,0.5348,0.5,0.0,0.0,0.1,0.5497,0.525,0.0,0.08,0.13,0.965,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,confidence_masking,"{""top_k"": 2}",456,0.2982,0.005,0.0,1.0,1.0,1.0,1.2525,1.1631,1.4712,1.3803,-0.2188,0.5,0.5,0.0,0.0,0.0,0.5277,0.5,0.0,0.0,0.055,0.5284,0.5,0.005,0.015,0.105,0.5347,0.5225,0.0,0.09,0.11,0.975,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,confidence_masking,"{""top_k"": 2}",789,0.2982,0.005,0.0,1.0,1.0,1.0,1.3521,1.2193,1.6725,1.5251,-0.3204,0.5285,0.47,0.0213,0.0319,0.0803,0.5284,0.5,0.0,0.0,0.055,0.5505,0.5,0.0,0.0,0.135,0.5301,0.5075,0.0,0.0,0.09,0.9325,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,confidence_masking,"{""top_k"": 2}",999,0.2982,0.005,0.0,1.0,1.0,1.0,1.163,1.1842,1.2887,1.3471,-0.1257,0.5339,0.48,0.0,0.0417,0.1362,0.5068,0.5,0.0,0.0,0.05,0.528,0.5,0.0,0.025,0.08,0.5472,0.5525,0.0,0.055,0.105,0.9475,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",42,0.2982,0.005,0.0,1.0,1.0,1.0,1.2874,1.2044,1.7247,1.6715,-0.4373,0.5324,0.465,0.0,0.0108,0.1359,0.5513,0.5,0.0,0.0,0.1,0.5833,0.5,0.03,0.07,0.145,0.5324,0.5375,0.0,0.035,0.095,0.9675,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",123,0.2982,0.005,0.0,1.0,1.0,1.0,1.0204,0.9932,1.1029,1.1444,-0.0825,0.5806,0.49,0.0,0.051,0.1659,0.5318,0.5,0.0,0.0,0.065,0.531,0.5,0.0,0.04,0.11,0.5497,0.525,0.0,0.08,0.13,0.965,0.5,0.5,0.0,,5428.03
