dataset,model,defense,metric,mean_none,mean_def,mean_diff,ci_low,ci_high,cohens_d,p_val,n_seeds,p_val_corrected,significant
synthetic_high_dense,GCN,epsd_tuned,shadow_attack_auc,0.50502,0.50502,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,epsd_tuned,label_only_attack_auc,0.501,0.501,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,dropedge,test_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,dropedge,test_auroc,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,dropedge,conf_attack_auc,0.51684,0.52058,0.003739999999999999,-0.013421844808981396,0.020901844808981395,0.06525699217540397,0.5777884686021256,5,1.0,False
synthetic_high_dense,GCN,dropedge,threshold_attack_auc,0.5047,0.5062599999999999,0.0015600000000000169,-0.01468768464000015,0.017807684640000182,0.04643363064034846,0.8029732468114805,5,1.0,False
synthetic_high_dense,GCN,dropedge,shadow_attack_auc,0.50502,0.49168,-0.013340000000000008,-0.0398976226549087,0.013217622654908681,-0.40073668531984397,0.2355944284853023,5,0.8754992955324782,False
synthetic_high_dense,GCN,dropedge,label_only_attack_auc,0.501,0.5005,-0.0004999999999999782,-0.003097126584208867,0.0020971265842089104,-0.2828427124746105,0.6213082950375077,5,1.0,False
synthetic_high_dense,GCN,label_smoothing,test_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,label_smoothing,test_auroc,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,label_smoothing,conf_attack_auc,0.51684,0.50996,-0.0068800000000000085,-0.07490950023130817,0.06114950023130815,-0.11929943376235169,0.792797145286666,5,1.0,False
synthetic_high_dense,GCN,label_smoothing,threshold_attack_auc,0.5047,0.5108400000000001,0.006140000000000001,-0.002714030767089589,0.014994030767089592,0.15999465612615127,0.12648587130608283,5,0.5971791956746205,False
synthetic_high_dense,GCN,label_smoothing,shadow_attack_auc,0.50502,0.48446,-0.020560000000000023,-0.10988797806900147,0.06876797806900142,-0.5594386957332274,0.5575588091949669,5,1.0,False
synthetic_high_dense,GCN,label_smoothing,label_only_attack_auc,0.501,0.50152,0.0005200000000000204,-0.006596803848826384,0.007636803848826425,0.1062253617910448,0.8491416961747066,5,1.0,False
synthetic_high_dense,GCN,confidence_masking,test_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,confidence_masking,test_auroc,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,confidence_masking,conf_attack_auc,0.51684,0.51646,-0.00038000000000000257,-0.0028342895297191755,0.00207428952971917,-0.006666053229236466,0.6894290787238422,5,1.0,False
synthetic_high_dense,GCN,confidence_masking,threshold_attack_auc,0.5047,0.5029600000000001,-0.001739999999999986,-0.0038335942597001855,0.00035359425970021363,-0.0455352069301869,0.08225594991111104,5,0.4469757278188675,False
synthetic_high_dense,GCN,confidence_masking,shadow_attack_auc,0.50502,0.50274,-0.0022800000000000042,-0.004397028013809357,-0.0001629719861906513,-0.06096392886846858,0.0403309486055319,5,0.2610182741211952,False
synthetic_high_dense,GCN,confidence_masking,label_only_attack_auc,0.501,0.501,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,epsd_ablation,test_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,epsd_ablation,test_auroc,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,epsd_ablation,conf_attack_auc,0.51684,0.51684,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,epsd_ablation,threshold_attack_auc,0.5047,0.5047,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,epsd_ablation,shadow_attack_auc,0.50502,0.50502,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,epsd_ablation,label_only_attack_auc,0.501,0.501,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,dp_sgd,test_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,dp_sgd,test_auroc,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GCN,dp_sgd,conf_attack_auc,0.51684,0.51296,-0.0038800000000000167,-0.05770140089657384,0.04994140089657381,-0.08641043925409847,0.8511238329740094,5,1.0,False
synthetic_high_dense,GCN,dp_sgd,threshold_attack_auc,0.5047,0.50404,-0.0006599999999999717,-0.04054173734616452,0.039221737346164576,-0.024129022437952282,0.9655547554208816,5,1.0,False
synthetic_high_dense,GCN,dp_sgd,shadow_attack_auc,0.50502,0.5021199999999999,-0.002900000000000036,-0.036638892081551584,0.030838892081551515,-0.1033840499539902,0.8231070362457984,5,1.0,False
synthetic_high_dense,GCN,dp_sgd,label_only_attack_auc,0.501,0.5000199999999999,-0.0009799999999999588,-0.0081588154647003,0.006198815464700384,-0.2394449634341766,0.7239335066973974,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_tuned,test_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_tuned,test_auroc,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_tuned,conf_attack_auc,0.52724,0.52724,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_tuned,threshold_attack_auc,0.50552,0.50552,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_tuned,shadow_attack_auc,0.50624,0.50624,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_tuned,label_only_attack_auc,0.49210000000000004,0.49210000000000004,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,dropedge,test_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,dropedge,test_auroc,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,dropedge,conf_attack_auc,0.52724,0.53118,0.003939999999999988,-0.03041446666902879,0.03829446666902876,0.11824037119875315,0.7660979112813581,5,1.0,False
synthetic_high_dense,GraphSAGE,dropedge,threshold_attack_auc,0.50552,0.5029999999999999,-0.00252,-0.011623353406705087,0.006583353406705088,-0.3877450813243106,0.4850080713002931,5,1.0,False
synthetic_high_dense,GraphSAGE,dropedge,shadow_attack_auc,0.50624,0.5159400000000001,0.00970000000000002,-0.01044329580068007,0.02984329580068011,0.3479899283134577,0.2521948528585829,5,0.8879243411420153,False
synthetic_high_dense,GraphSAGE,dropedge,label_only_attack_auc,0.49210000000000004,0.5077,0.015599999999999992,-0.006882177448474785,0.038082177448474766,1.1204624242972947,0.12631890121146475,5,0.5971791956746205,False
synthetic_high_dense,GraphSAGE,label_smoothing,test_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,label_smoothing,test_auroc,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,label_smoothing,conf_attack_auc,0.52724,0.491,-0.03624000000000003,-0.08562082266377097,0.01314082266377091,-0.8336540025187918,0.11124673708169654,5,0.5572010483396278,False
synthetic_high_dense,GraphSAGE,label_smoothing,threshold_attack_auc,0.50552,0.50306,-0.0024599999999999843,-0.05463911796364688,0.04971911796364691,-0.07205135864785739,0.9021766157371709,5,1.0,False
synthetic_high_dense,GraphSAGE,label_smoothing,shadow_attack_auc,0.50624,0.5219799999999999,0.01574000000000001,-0.00910547631786372,0.040585476317863745,0.46896671691838354,0.1534097831510291,5,0.6797233468845597,False
synthetic_high_dense,GraphSAGE,label_smoothing,label_only_attack_auc,0.49210000000000004,0.5059199999999999,0.013819999999999999,-0.019373257611498072,0.04701325761149807,0.5926714391006839,0.31203584075151797,5,0.9929980346567644,False
synthetic_high_dense,GraphSAGE,confidence_masking,test_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,confidence_masking,test_auroc,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,confidence_masking,conf_attack_auc,0.52724,0.52224,-0.0050000000000000044,-0.014890927379919726,0.004890927379919717,-0.24419664004183933,0.2331253643719163,5,0.8719494147936611,False
synthetic_high_dense,GraphSAGE,confidence_masking,threshold_attack_auc,0.50552,0.5055,-1.9999999999997796e-05,-7.552890210394754e-05,3.552890210395195e-05,-0.00233302989716308,0.37390096630005887,5,1.0,False
synthetic_high_dense,GraphSAGE,confidence_masking,shadow_attack_auc,0.50624,0.50398,-0.0022600000000000064,-0.030362864104665727,0.025842864104665717,-0.08425961091895591,0.8342578938605706,5,1.0,False
synthetic_high_dense,GraphSAGE,confidence_masking,label_only_attack_auc,0.49210000000000004,0.49210000000000004,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_ablation,test_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_ablation,test_auroc,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_ablation,conf_attack_auc,0.52724,0.52724,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_ablation,threshold_attack_auc,0.50552,0.50552,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_ablation,shadow_attack_auc,0.50624,0.50624,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,epsd_ablation,label_only_attack_auc,0.49210000000000004,0.49210000000000004,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,dp_sgd,test_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,dp_sgd,test_auroc,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_dense,GraphSAGE,dp_sgd,conf_attack_auc,0.52724,0.5,-0.02724000000000002,-0.05579295390249266,0.001312953902492621,-1.675232716230442,0.05705470143221746,5,0.34540035654348705,False
synthetic_high_dense,GraphSAGE,dp_sgd,threshold_attack_auc,0.50552,0.5,-0.005519999999999981,-0.016190511041394403,0.0051505110413944425,-0.9083912558317917,0.22426810280518678,5,0.862964252853986,False
synthetic_high_dense,GraphSAGE,dp_sgd,shadow_attack_auc,0.50624,0.5,-0.00623999999999999,-0.03638107067087747,0.02390107067087749,-0.3635339717208135,0.596210741795287,5,1.0,False
synthetic_high_dense,GraphSAGE,dp_sgd,label_only_attack_auc,0.49210000000000004,0.5046200000000001,0.012519999999999998,-0.036144469775780466,0.06118446977578046,0.4234920466098968,0.514510312753679,5,1.0,False
synthetic_high_medium,GCN,epsd_tuned,test_accuracy,0.994,0.994,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,epsd_tuned,test_auroc,0.9999600000000001,0.9999600000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,epsd_tuned,conf_attack_auc,0.48663999999999996,0.48663999999999996,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,epsd_tuned,threshold_attack_auc,0.5117,0.5117,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,epsd_tuned,shadow_attack_auc,0.5131400000000002,0.5131400000000002,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,epsd_tuned,label_only_attack_auc,0.51106,0.51106,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,dropedge,test_accuracy,0.994,0.992,-0.0020000000000000018,-0.005400436903291283,0.0014004369032912791,-0.32659863237109044,0.17780780835622123,5,0.7493647339960631,False
synthetic_high_medium,GCN,dropedge,test_auroc,0.9999600000000001,0.9999400000000002,-1.9999999999997796e-05,-7.552890210394754e-05,3.552890210395195e-05,-0.2696799449852968,0.37390096630005887,5,1.0,False
synthetic_high_medium,GCN,dropedge,conf_attack_auc,0.48663999999999996,0.49664,0.009999999999999986,-0.012521916193491524,0.0325219161934915,0.27796572555907245,0.2851597088595985,5,0.9451354136506559,False
synthetic_high_medium,GCN,dropedge,threshold_attack_auc,0.5117,0.50774,-0.0039599999999999965,-0.024634097082060616,0.01671409708206062,-0.19686295501661666,0.6230208577022478,5,1.0,False
synthetic_high_medium,GCN,dropedge,shadow_attack_auc,0.5131400000000002,0.51506,0.0019200000000000107,-0.019045267726028877,0.0228852677260289,0.12178625516596617,0.8118255013605961,5,1.0,False
synthetic_high_medium,GCN,dropedge,label_only_attack_auc,0.51106,0.51396,0.0029000000000000137,-0.01098749976977286,0.01678749976977289,0.2598358732570718,0.5931517284378495,5,1.0,False
synthetic_high_medium,GCN,label_smoothing,test_accuracy,0.994,0.9950000000000001,0.0010000000000000009,-0.007094658923543523,0.009094658923543525,0.17213259316477408,0.7488684500235265,5,1.0,False
synthetic_high_medium,GCN,label_smoothing,test_auroc,0.9999600000000001,0.9999600000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,label_smoothing,conf_attack_auc,0.48663999999999996,0.4929,0.00626000000000001,-0.047267571876068185,0.0597875718760682,0.19760946697505186,0.7616780742541126,5,1.0,False
synthetic_high_medium,GCN,label_smoothing,threshold_attack_auc,0.5117,0.50796,-0.0037399999999999877,-0.02246127102750085,0.014981271027500876,-0.1357642218329327,0.608679412002562,5,1.0,False
synthetic_high_medium,GCN,label_smoothing,shadow_attack_auc,0.5131400000000002,0.5188200000000001,0.005679999999999996,-0.011222919359303219,0.022582919359303212,0.2556659303631939,0.4036431879956792,5,1.0,False
synthetic_high_medium,GCN,label_smoothing,label_only_attack_auc,0.51106,0.49984,-0.011219999999999997,-0.043367877473565325,0.020927877473565327,-0.552895214297316,0.38741136297568457,5,1.0,False
synthetic_high_medium,GCN,confidence_masking,test_accuracy,0.994,0.994,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,confidence_masking,test_auroc,0.9999600000000001,0.9994400000000001,-0.0005200000000000094,-0.0019637514547028883,0.0009237514547028695,-0.6136788014174804,0.37390096630005876,5,1.0,False
synthetic_high_medium,GCN,confidence_masking,conf_attack_auc,0.48663999999999996,0.4981400000000001,0.01150000000000001,-0.023356828074946732,0.04635682807494675,0.3606454843089131,0.4114907849918752,5,1.0,False
synthetic_high_medium,GCN,confidence_masking,threshold_attack_auc,0.5117,0.51218,0.00047999999999999156,-0.0004953189693103247,0.001455318969310308,0.019900042580867656,0.24357973434853508,5,0.8768870436547263,False
synthetic_high_medium,GCN,confidence_masking,shadow_attack_auc,0.5131400000000002,0.5133599999999999,0.00021999999999999797,-0.0010864051971995372,0.0015264051971995332,0.010664474847780646,0.6644376526088593,5,1.0,False
synthetic_high_medium,GCN,confidence_masking,label_only_attack_auc,0.51106,0.51106,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,epsd_ablation,test_accuracy,0.994,0.994,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,epsd_ablation,test_auroc,0.9999600000000001,0.9999600000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,epsd_ablation,conf_attack_auc,0.48663999999999996,0.48663999999999996,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,epsd_ablation,threshold_attack_auc,0.5117,0.5117,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,epsd_ablation,shadow_attack_auc,0.5131400000000002,0.5131400000000002,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,epsd_ablation,label_only_attack_auc,0.51106,0.51106,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GCN,dp_sgd,test_accuracy,0.994,0.991,-0.0030000000000000027,-0.01132933531559339,0.005329335315593384,-0.49827287912243984,0.37390096630005887,5,1.0,False
synthetic_high_medium,GCN,dp_sgd,test_auroc,0.9999600000000001,0.9999800000000001,1.9999999999997796e-05,-3.552890210395195e-05,7.552890210394754e-05,0.39999999999999997,0.37390096630005887,5,1.0,False
synthetic_high_medium,GCN,dp_sgd,conf_attack_auc,0.48663999999999996,0.49546,0.008820000000000027,-0.0310905075005415,0.04873050750054156,0.3282451608171895,0.5726693142765443,5,1.0,False
synthetic_high_medium,GCN,dp_sgd,threshold_attack_auc,0.5117,0.5022,-0.009499999999999998,-0.04495108365726766,0.025951083657267667,-0.525387352178544,0.49819647999775124,5,1.0,False
synthetic_high_medium,GCN,dp_sgd,shadow_attack_auc,0.5131400000000002,0.4974200000000001,-0.01571999999999999,-0.039607498465585304,0.008167498465585322,-1.0681526961873105,0.14169783261341043,5,0.6426610361049166,False
synthetic_high_medium,GCN,dp_sgd,label_only_attack_auc,0.51106,0.51082,-0.00023999999999999578,-0.006949927431348706,0.006469927431348715,-0.03919444893489704,0.9256719277033332,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_tuned,test_accuracy,0.9970000000000001,0.9970000000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_tuned,test_auroc,0.9999800000000001,0.9999800000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_tuned,conf_attack_auc,0.50822,0.50822,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_tuned,threshold_attack_auc,0.5046799999999999,0.5046799999999999,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_tuned,shadow_attack_auc,0.5105000000000001,0.5105000000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_tuned,label_only_attack_auc,0.51494,0.51494,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,dropedge,test_accuracy,0.9970000000000001,1.0,0.0030000000000000027,-0.00040043690329127826,0.006400436903291284,1.5491933384829668,0.07048399691021992,5,0.3980272766694772,False
synthetic_high_medium,GraphSAGE,dropedge,test_auroc,0.9999800000000001,1.0,1.9999999999997796e-05,-3.552890210395195e-05,7.552890210394754e-05,0.6324555320336758,0.37390096630005887,5,1.0,False
synthetic_high_medium,GraphSAGE,dropedge,conf_attack_auc,0.50822,0.53072,0.02250000000000001,-0.0128855722961554,0.057885572296155416,0.7854553913060698,0.152252741986734,5,0.6797233468845597,False
synthetic_high_medium,GraphSAGE,dropedge,threshold_attack_auc,0.5046799999999999,0.52024,0.015559999999999996,-0.012671491272374472,0.043791491272374465,1.1266122610263036,0.20069724810910158,5,0.8084029014744232,False
synthetic_high_medium,GraphSAGE,dropedge,shadow_attack_auc,0.5105000000000001,0.50078,-0.009719999999999984,-0.06710868377480546,0.047668683774805494,-0.3643015666111937,0.6626701100103146,5,1.0,False
synthetic_high_medium,GraphSAGE,dropedge,label_only_attack_auc,0.51494,0.49494,-0.019999999999999997,-0.030484894891588697,-0.009515105108411297,-1.5904578850784752,0.006103303856189786,5,0.07031006042330633,False
synthetic_high_medium,GraphSAGE,label_smoothing,test_accuracy,0.9970000000000001,0.998,0.0010000000000000009,-0.0017764451051977951,0.003776445105197797,0.36514837167011077,0.37390096630005887,5,1.0,False
synthetic_high_medium,GraphSAGE,label_smoothing,test_auroc,0.9999800000000001,1.0,1.9999999999997796e-05,-3.552890210395195e-05,7.552890210394754e-05,0.6324555320336758,0.37390096630005887,5,1.0,False
synthetic_high_medium,GraphSAGE,label_smoothing,conf_attack_auc,0.50822,0.53576,0.027539999999999988,-0.025471826153438425,0.0805518261534384,0.634707126518181,0.22265931639709413,5,0.862964252853986,False
synthetic_high_medium,GraphSAGE,label_smoothing,threshold_attack_auc,0.5046799999999999,0.5372,0.032520000000000014,0.005150475036840737,0.05988952496315929,2.2147779312213114,0.029963610413822,5,0.23460289691983435,False
synthetic_high_medium,GraphSAGE,label_smoothing,shadow_attack_auc,0.5105000000000001,0.5315799999999999,0.021079999999999988,-0.026026905887473778,0.06818690588747375,0.6916911066482725,0.2819368402955404,5,0.9451354136506559,False
synthetic_high_medium,GraphSAGE,label_smoothing,label_only_attack_auc,0.51494,0.5172,0.0022599999999999842,-0.046653099203842426,0.051173099203842394,0.09204355009528833,0.9041154788024092,5,1.0,False
synthetic_high_medium,GraphSAGE,confidence_masking,test_accuracy,0.9970000000000001,0.9970000000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,confidence_masking,test_auroc,0.9999800000000001,0.9994,-0.0005800000000000027,-0.0021903381610147306,0.001030338161014725,-0.6372087593697224,0.37390096630005887,5,1.0,False
synthetic_high_medium,GraphSAGE,confidence_masking,conf_attack_auc,0.50822,0.5079199999999999,-0.00030000000000001136,-0.009464371973278693,0.008864371973278669,-0.017666340327664506,0.9319508871358276,5,1.0,False
synthetic_high_medium,GraphSAGE,confidence_masking,threshold_attack_auc,0.5046799999999999,0.5045999999999999,-7.999999999999118e-05,-0.00024189317847084368,8.189317847086131e-05,-0.009712250195351331,0.24198153056802085,5,0.8768870436547263,False
synthetic_high_medium,GraphSAGE,confidence_masking,shadow_attack_auc,0.5105000000000001,0.50832,-0.002180000000000004,-0.004112373879792023,-0.00024762612020798455,-0.07077731826893338,0.0351094665261874,5,0.24919500968060695,False
synthetic_high_medium,GraphSAGE,confidence_masking,label_only_attack_auc,0.51494,0.51494,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_ablation,test_accuracy,0.9970000000000001,0.9970000000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_ablation,test_auroc,0.9999800000000001,0.9999800000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_ablation,conf_attack_auc,0.50822,0.50822,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_ablation,threshold_attack_auc,0.5046799999999999,0.5046799999999999,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_ablation,shadow_attack_auc,0.5105000000000001,0.5105000000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,epsd_ablation,label_only_attack_auc,0.51494,0.51494,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,dp_sgd,test_accuracy,0.9970000000000001,0.9970000000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_medium,GraphSAGE,dp_sgd,test_auroc,0.9999800000000001,0.99968,-0.00030000000000001136,-0.001132933531559381,0.0005329335315593581,-0.5917723823643595,0.37390096630005887,5,1.0,False
synthetic_high_medium,GraphSAGE,dp_sgd,conf_attack_auc,0.50822,0.49404000000000003,-0.014179999999999993,-0.03847879658472316,0.010118796584723177,-1.061889306780888,0.180494989981804,5,0.7533703929675297,False
synthetic_high_medium,GraphSAGE,dp_sgd,threshold_attack_auc,0.5046799999999999,0.5015,-0.003180000000000016,-0.015930625772591606,0.009570625772591573,-0.51408481223118,0.5267577010760196,5,1.0,False
synthetic_high_medium,GraphSAGE,dp_sgd,shadow_attack_auc,0.5105000000000001,0.5045200000000001,-0.005979999999999985,-0.04507658645144073,0.033116586451440756,-0.2659969707800372,0.6929239045163637,5,1.0,False
synthetic_high_medium,GraphSAGE,dp_sgd,label_only_attack_auc,0.51494,0.51472,-0.00021999999999999797,-0.046796089335310716,0.04635608933531072,-0.01054489029620386,0.9901645450471661,5,1.0,False
synthetic_high_sparse,GCN,epsd_tuned,test_accuracy,0.9469999999999998,0.9469999999999998,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_sparse,GCN,epsd_tuned,test_auroc,0.9976800000000001,0.9976800000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_sparse,GCN,epsd_tuned,conf_attack_auc,0.5424800000000001,0.5424800000000001,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_sparse,GCN,epsd_tuned,threshold_attack_auc,0.53844,0.53844,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_sparse,GCN,epsd_tuned,shadow_attack_auc,0.53462,0.53462,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_sparse,GCN,epsd_tuned,label_only_attack_auc,0.5377799999999999,0.5377799999999999,0.0,0.0,0.0,0.0,1.0,5,1.0,False
synthetic_high_sparse,GCN,dropedge,test_accuracy,0.9469999999999998,0.943,-0.003999999999999959,-0.02231191314048553,0.014311913140485612,-0.3012974308618817,0.5769327973042695,5,1.0,False
synthetic_high_sparse,GCN,dropedge,test_auroc,0.9976800000000001,0.9977199999999999,3.999999999997339e-05,-0.000572078642592434,0.0006520786425923808,0.03607411826982032,0.8648425933001758,5,1.0,False
synthetic_high_sparse,GCN,dropedge,conf_attack_auc,0.5424800000000001,0.5481199999999999,0.005640000000000011,-0.047745891944998675,0.0590258919449987,0.10671350399668776,0.7838661096688077,5,1.0,False
synthetic_high_sparse,GCN,dropedge,threshold_attack_auc,0.53844,0.54342,0.004979999999999973,-0.02168231669298952,0.03164231669298947,0.12053377707792497,0.6314169783826415,5,1.0,False
synthetic_high_sparse,GCN,dropedge,shadow_attack_auc,0.53462,0.54268,0.008060000000000001,-0.0076801666029871485,0.02380016660298715,0.1861871598337168,0.22816501350043117,5,0.862964252853986,False
synthetic_high_sparse,GCN,dropedge,label_only_attack_auc,0.5377799999999999,0.5233999999999999,-0.014380000000000026,-0.04253997043909804,0.013779970439097984,-0.5356149643446424,0.22922487966434005,5,0.862964252853986,False
synthetic_high_sparse,GCN,label_smoothing,test_accuracy,0.9469999999999998,0.9480000000000001,0.0010000000000000009,-0.012459317011689513,0.014459317011689515,0.08489527199560204,0.8466432357935876,5,1.0,False
synthetic_high_sparse,GCN,label_smoothing,test_auroc,0.9976800000000001,0.99824,0.0005599999999999827,7.494400102381056e-06,0.0011125055998975845,0.6741607772802901,0.048115537466445424,5,0.3012451041377453,False
synthetic_high_sparse,GCN,label_smoothing,conf_attack_auc,0.5424800000000001,0.5424200000000001,-6.0000000000004494e-05,-0.0386806009133136,0.03856060091331359,-0.0011520539608907464,0.9967649507647615,5,1.0,False
synthetic_high_sparse,GCN,label_smoothing,threshold_attack_auc,0.53844,0.5389799999999999,0.0005399999999999627,-0.012283630219182428,0.013363630219182352,0.013141487109114601,0.9125622378273771,5,1.0,False
synthetic_high_sparse,GCN,label_smoothing,shadow_attack_auc,0.53462,0.5382399999999999,0.003620000000000001,-0.020111606677083286,0.02735160667708329,0.08414947515049788,0.693698729299724,5,1.0,False
synthetic_high_sparse,GCN,label_smoothing,label_only_attack_auc,0.5377799999999999,0.53044,-0.007340000000000013,-0.0188739825625392,0.004193982562539176,-0.24896165008193263,0.1519925815935988,5,0.6797233468845597,False
