dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,ece_test,actual_dp_epsilon,dp_delta,dp_clip_norm,dp_noise_multiplier,lambda_epsd,epsd_ablation,model_sha256,prediction_sha256,normal_loss_ep1,epsd_kl_loss_ep1,total_loss_ep1,normal_loss_final,epsd_kl_loss_final,total_loss_final
synthetic_high_dense,GCN,edge_sparsification,"{""rate"": 0.2}",7777,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0002,-0.0,0.5911,0.4663,0.0105,0.0632,0.1883,0.5469,0.5449,0.0056,0.0169,0.1236,0.5467,0.5421,0.0056,0.0225,0.1236,,,,,,,0.0044,,,,,0.0,none,0cca9870c59998135d198e007b2ccd6d5a04ae70dae1b7a30d215c88d2f721f6,7645027ce55462ed2456b3c275ae789f4cbe8b22a991a9fbd8f86110459b748f,1.623,0.0,1.623,0.0007,0.0,0.0007
synthetic_high_dense,GCN,edge_sparsification,"{""rate"": 0.2}",9999,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5606,0.5161,0.0,0.0215,0.1613,0.5446,0.5161,0.0108,0.0376,0.1075,0.5449,0.5161,0.0108,0.0538,0.0968,,,,,,,0.0013,,,,,0.0,none,20ee76e6f45072b41807f8b3799bd6038134057c75a14056eeb190a61c689819,26783c08694b17019c83f2ecc97fd9dfedb222b622ee561b33e71ceb41884ea7,1.613,0.0,1.613,0.001,0.0,0.001
synthetic_high_dense,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",42,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0001,-0.0,0.56,0.4656,0.0114,0.0568,0.1202,0.5511,0.5291,0.0106,0.0582,0.1058,0.5507,0.5,0.0159,0.0635,0.1111,,,,,,,0.001,,,,,1.0,none,00e34c3f09eb446f1fc5f1a584d3cef1cfd4ee273e6a18800adf2cb6fa64ecba,6296a0c1b0a515b3db41c6fcea459e3a40736e55406f8aafeb0611eaa1ebdf9c,1.7076,0.0135,1.7212,0.0004,0.0004,0.0008
synthetic_high_dense,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",123,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.5522,0.5185,0.0213,0.0957,0.1253,0.5643,0.5344,0.0159,0.0794,0.1217,0.4359,0.4656,0.0,0.0159,0.0,,,,,,,0.0018,,,,,1.0,none,9bc1ce1e075b011ad47f3261b45c0960d505c587b5a393d5c962cd095c24426b,d1efe0a8d484f3cbf36a5bdd6683cd5aaf367abafbdf455d8e3c0c8c8f10750b,1.4693,0.0109,1.4802,0.0009,0.0015,0.0023
synthetic_high_dense,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",456,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.571,0.4974,0.0,0.0526,0.1636,0.5047,0.5185,0.0,0.037,0.0582,0.4955,0.5106,0.0053,0.0582,0.0476,,,,,,,0.0008,,,,,1.0,none,fc71bc9886bfe9b7462031e87352650bcf5e6fe60f7b68aeb9d2800785d794df,f6d3285162869d553cb10fa35f159e55c11f73221c52f3bd7555703c38171c4a,1.8485,0.0123,1.8608,0.0009,0.0007,0.0015
synthetic_high_dense,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",789,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0005,0.0,0.0,0.0,0.5489,0.5319,0.0,0.0638,0.117,0.4667,0.4973,0.0,0.0638,0.0213,0.4668,0.5027,0.016,0.0638,0.0213,,,,,,,0.0015,,,,,1.0,none,9bd1ccb127248e557705c04c4b298b937724b6ad94e27f68b01eb0f4aa4487fb,7312d2ea9b50b0dcfb3277d671d0a9d2a6bb9ac1b4052ede582515e58539818d,1.8759,0.0107,1.8866,0.0007,0.0006,0.0012
synthetic_high_dense,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",1024,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.4899,0.4734,0.0,0.0957,0.0745,0.4609,0.4468,0.0,0.0479,0.0266,0.4613,0.5133,0.0,0.0479,0.0319,,,,,,,0.0007,,,,,1.0,none,2ffc471cc6c78f1ed524f322cb2e5f81aaad52b20fcbcd50d70fef746d58c42f,b3b08eed3abc21e79db0a8cfc285481db0f114f11b0b1ed75ff485c77f336643,1.475,0.0124,1.4873,0.0009,0.0016,0.0025
synthetic_high_dense,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",2024,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0001,-0.0,0.4924,0.4944,0.0,0.0562,0.0864,0.4768,0.4667,0.0,0.0333,0.0611,0.4765,0.5,0.0,0.0389,0.0611,,,,,,,0.0004,,,,,1.0,none,dc5bf84087f7c594be7be220a5140e8c0e6468d04dd1a8f8b2a31bb112a74b25,200e9df9f5356e09713573bdd18c8da1e9e641ebbde19540c9e26950192950ff,1.652,0.0105,1.6625,0.0005,0.0008,0.0013
synthetic_high_dense,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",3141,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0004,0.0,0.0,0.0,0.493,0.4556,0.0,0.0732,0.0426,0.4882,0.4889,0.0278,0.0833,0.0389,0.4881,0.4833,0.0278,0.0833,0.0389,,,,,,,0.0011,,,,,1.0,none,89b6836300d296017305735d5a89d1c6aace6e50e1c94d0832625a29ab717d83,6233cc3853a0723455998671266d48fb6a8cdc2968220252f0d37e2b257dc4a2,1.7235,0.0114,1.7348,0.0016,0.0043,0.0059
synthetic_high_dense,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",5000,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0001,0.0,0.0002,-0.0,0.5303,0.4641,0.0,0.1667,0.1334,0.5312,0.5359,0.0,0.1271,0.105,0.5,0.5,0.0,0.0,0.0,,,,,,,0.0033,,,,,1.0,none,834b87ed5ba4d953ea858f9c84865fafc0353fc55fc1d5475f59baf03250423d,ffc86bf3387313cf1bcdaf44b4df6e9721d8964cd6ed7dce3cac4447182e1d9c,1.5785,0.0143,1.5928,0.0012,0.0012,0.0024
synthetic_high_dense,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",7777,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0004,-0.0,0.5537,0.4663,0.0,0.0211,0.1826,0.5223,0.5169,0.0,0.0169,0.1067,0.5225,0.5309,0.0,0.0225,0.1124,,,,,,,0.002,,,,,1.0,none,e1c599e5796a7a00a63f277550da8b2e64be21fcbe1c4326cc6862e62db4e9b9,e68b9e787d3b000758b85c5e805cd853054631d358a05e08c902228908f38c33,1.5898,0.0091,1.5989,0.0006,0.0007,0.0013
synthetic_high_dense,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",9999,0.7998,0.04,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.5632,0.5269,0.0,0.043,0.1505,0.5549,0.5161,0.0,0.1022,0.1237,0.5551,0.5269,0.0108,0.1022,0.1237,,,,,,,0.0005,,,,,1.0,none,57ab649743ea567a4c4e700d463ba94f0318903816fa0d0a1d2051eb27b40ec4,0360fe8d68c8f4e1c6ed071d27ef257f768f23a4a4f1d5da85888c65bda17013,1.5914,0.0139,1.6053,0.0005,0.0003,0.0008
synthetic_high_dense,GraphSAGE,none,{},42,0.7998,0.04,0.0,1.0,1.0,1.0,0.0008,0.0046,0.0061,0.0724,-0.0052,0.6421,0.4656,0.0,0.0455,0.2454,0.6361,0.5,0.0,0.0,0.2222,0.6386,0.5661,0.0,0.0688,0.2275,,,,,,,0.0022,,,,,0.0,none,5a8bcd5d956dd1d4f66a593d33b198c62f52b6f15046a5ec8a3ecd8ef1809f42,093c2929b1935536d49a9f5ce104b096459833857417c4b6a52e1890dbbfab06,1.6971,0.0,1.6971,0.0001,0.0,0.0001
synthetic_high_dense,GraphSAGE,none,{},123,0.7998,0.04,0.0,1.0,1.0,1.0,0.0002,0.0008,0.0025,0.0213,-0.0024,0.6181,0.5026,0.0,0.0532,0.2385,0.6197,0.5767,0.0,0.0,0.2169,0.6108,0.5556,0.0053,0.037,0.2169,,,,,,,0.0018,,,,,0.0,none,55733714267d5dd8b0b43458d072c655f719cc08ee1fccc355fd2231d8c12491,187f7ceb25d816a3723abdbddbb3e9a6e7f3ac39be19d52064f7322fef2698af,1.7891,0.0,1.7891,0.0003,0.0,0.0003
synthetic_high_dense,GraphSAGE,none,{},456,0.7998,0.04,0.0,1.0,1.0,1.0,0.0007,0.0067,0.0023,0.0268,-0.0016,0.6206,0.4974,0.0,0.0421,0.2466,0.5733,0.5556,0.0,0.0,0.1429,0.576,0.5,0.0053,0.0476,0.1376,,,,,,,0.0001,,,,,0.0,none,602f553e70499074c35f081dd60763108c89219efd1b8a9f54eff2c034cb18e7,ac6a85b860441f173415c9a9d14b9120aad248b4a84e480a34de87915ba18899,1.7697,0.0,1.7697,0.0002,0.0,0.0002
synthetic_high_dense,GraphSAGE,none,{},789,0.7998,0.04,0.0,1.0,1.0,1.0,0.0002,0.0006,0.0107,0.1045,-0.0105,0.5,0.5,0.0,0.0,0.0,0.5207,0.5,0.0,0.0,0.0745,0.5196,0.5266,0.0106,0.0532,0.0798,,,,,,,0.0014,,,,,0.0,none,0133070433f5706d9a4c9666c06ce1ee0b5ec032caaf39aaa699cae2f63e68b6,9f38a10df36e14754fc614e4ca12528b0faf99aefe3e56ade3791428966f7198,1.8028,0.0,1.8028,0.0001,0.0,0.0001
synthetic_high_dense,GraphSAGE,none,{},1024,0.7998,0.04,0.0,1.0,1.0,1.0,0.0002,0.0022,0.0016,0.0147,-0.0014,0.5145,0.5213,0.0,0.0319,0.0957,0.546,0.516,0.0,0.0,0.1223,0.5337,0.5239,0.0,0.0106,0.1223,,,,,,,0.0001,,,,,0.0,none,9dca47366ae3c60bcd42eb6982445ed990b7790988714ee91d4eefcf45449688,ca30a8aeb46f17a67e6150b06fe25375e0ef3ece4d82568f1fd5411cfb755b1a,1.8589,0.0,1.8589,0.0001,0.0,0.0001
synthetic_high_dense,GraphSAGE,none,{},2024,0.7998,0.04,0.0,1.0,1.0,1.0,0.0001,0.0004,0.0009,0.0089,-0.0008,0.5601,0.4944,0.0112,0.1124,0.1332,0.5782,0.5611,0.0,0.0,0.1222,0.5864,0.5222,0.0111,0.1111,0.15,,,,,,,0.0001,,,,,0.0,none,46f71422ac4c562f87c026318250c8dac0eb3bf717eef1791f56b836d3ca4746,4344de154fd47512856621186600e713294a4890617458258288a49efc3d241d,1.8115,0.0,1.8115,0.0002,0.0,0.0002
synthetic_high_dense,GraphSAGE,none,{},3141,0.7998,0.04,0.0,1.0,1.0,1.0,0.0172,0.2152,0.0005,0.0042,0.0167,0.5454,0.4556,0.0,0.0854,0.1147,0.5276,0.4806,0.0,0.0,0.1333,0.5363,0.5139,0.0278,0.0833,0.1333,,,,,,,0.0,,,,,0.0,none,b63b6d7dfcc668059456d53dd709d03be3bf649af3786eef397f27a36c6b757e,d1ac4bf0c5716a92eca6338a583968ca74d039801616e8cb4435832b70ea4885,1.6783,0.0,1.6783,0.0001,0.0,0.0001
synthetic_high_dense,GraphSAGE,none,{},5000,0.7998,0.04,0.0,1.0,1.0,1.0,0.0029,0.0328,0.0014,0.0103,0.0015,0.6081,0.4641,0.0238,0.0357,0.1956,0.5958,0.5746,0.0,0.0,0.1657,0.6044,0.5193,0.0276,0.0608,0.1713,,,,,,,0.0012,,,,,0.0,none,daa3b3520ea46fccd0afef9c3abc0d0eb17dac7b5fce2bccf1bbe3cd24b55922,f26e03b5fe9c1351f470d4c7abeab4521127b7c8066237c19ea018223148d935,1.7433,0.0,1.7433,0.0001,0.0,0.0001
synthetic_high_dense,GraphSAGE,none,{},7777,0.7998,0.04,0.0,1.0,1.0,1.0,0.0006,0.0043,0.0023,0.0137,-0.0017,0.6252,0.4663,0.0105,0.0842,0.2132,0.615,0.5871,0.0,0.0,0.191,0.6167,0.5618,0.0056,0.0787,0.1966,,,,,,,0.0009,,,,,0.0,none,14d2700e4dac4fe89290893a369230f4987744eabbdb2ca26747579956889742,e553b7b2652ac8961e223441c199edad0d82a6ba8f9b74ed3dc5d703b10d1606,1.9119,0.0,1.9119,0.0001,0.0,0.0001
synthetic_high_dense,GraphSAGE,none,{},9999,0.7998,0.04,0.0,1.0,1.0,1.0,0.0001,0.0007,0.0006,0.0038,-0.0005,0.5961,0.5269,0.0323,0.0323,0.2043,0.5601,0.5,0.0,0.0,0.1452,0.5801,0.5054,0.043,0.1237,0.1559,,,,,,,0.0001,,,,,0.0,none,a3e1f9bf4032c01bf1de883fcd58772f752be0cf36fe6f812ebd94b5c435298e,7110ad523e0e5808517024f872a669cb4ace689f58e2321cafcef95c1ca358dc,1.6527,0.0,1.6527,0.0002,0.0,0.0002
synthetic_high_dense,GraphSAGE,dropedge,"{""rate"": 0.3}",42,0.7998,0.04,0.0,1.0,1.0,1.0,0.0004,0.002,0.0035,0.0444,-0.0032,0.6537,0.4656,0.0,0.0227,0.2685,0.6324,0.5,0.0,0.0,0.2381,0.5,0.5,0.0,0.0,0.0,,,,,,,0.0003,,,,,0.0,none,1fcc8db4f3532f01ff97c69355aafe905ee691249228676ee37eb7ca9dfd4de2,b49b105f98d3a355c05227c8ebe0152fb924481935cc11d3dd253f00effa4a68,1.6472,0.0,1.6472,0.0001,0.0,0.0001
synthetic_high_dense,GraphSAGE,dropedge,"{""rate"": 0.3}",123,0.7998,0.04,0.0,1.0,1.0,1.0,0.0002,0.0007,0.0011,0.0057,-0.0009,0.6104,0.5079,0.0106,0.0319,0.2184,0.6216,0.5714,0.0,0.0,0.2011,0.6123,0.5397,0.0053,0.0423,0.2063,,,,,,,0.0007,,,,,0.0,none,ac1bee5a23477df108ddc8574a2248e3008d347857f798dea00d2c541e6d5f4b,7e3b87413b67b234d2c4d13245ae19a3b7c2dfd0f24c7163b4584931eb00ef2b,1.7692,0.0,1.7692,0.0004,0.0,0.0004
synthetic_high_dense,GraphSAGE,dropedge,"{""rate"": 0.3}",456,0.7998,0.04,0.0,1.0,1.0,1.0,0.0014,0.0137,0.0023,0.0241,-0.0009,0.6166,0.4974,0.0,0.0632,0.2563,0.5672,0.5265,0.0,0.0,0.1481,0.5633,0.5212,0.0053,0.0688,0.1429,,,,,,,0.0001,,,,,0.0,none,8ff4ea56f8663ee7a956ef415f65f27063bb8b49250a6b5d18d59418091a66b7,2875dab807dab3b21683108af7b32841bc975f26edef723f0393f1bd0739a814,1.7499,0.0,1.7499,0.0038,0.0,0.0038
synthetic_high_dense,GraphSAGE,dropedge,"{""rate"": 0.3}",789,0.7998,0.04,0.0,1.0,1.0,1.0,0.0002,0.0008,0.0078,0.1067,-0.0076,0.5,0.5,0.0,0.0,0.0,0.529,0.5,0.0,0.0,0.0745,0.5197,0.5027,0.016,0.0691,0.0745,,,,,,,0.0007,,,,,0.0,none,ceafa04bad3e47f1509f4d9bdfef09b30fcdb597ef00c9cdbdc426478d63e546,d8d5e4350269f1bf01ab9367e814f3e5dd302114abf5aaaeaf33504154fbcca2,1.7621,0.0,1.7621,0.0003,0.0,0.0003
synthetic_high_dense,GraphSAGE,dropedge,"{""rate"": 0.3}",1024,0.7998,0.04,0.0,1.0,1.0,1.0,0.0001,0.001,0.0008,0.0073,-0.0007,0.5,0.5,0.0,0.0,0.0,0.5635,0.5,0.0,0.0,0.133,0.5436,0.5213,0.0053,0.0319,0.1383,,,,,,,0.0001,,,,,0.0,none,b38f53afa458afb574c5490ca9a9041c6f30520314363c2a470457faafbe32e5,e3fc6e1c41d5e03ab429f6e07045d7b5eae8f03a193f35db106989d1cfdce661,1.8985,0.0,1.8985,0.0019,0.0,0.0019
synthetic_high_dense,GraphSAGE,dropedge,"{""rate"": 0.3}",2024,0.7998,0.04,0.0,1.0,1.0,1.0,0.0001,0.0003,0.0009,0.0066,-0.0008,0.5907,0.4944,0.0112,0.0674,0.1674,0.5871,0.5611,0.0,0.0,0.1556,0.6003,0.5167,0.0111,0.0889,0.1722,,,,,,,0.0001,,,,,0.0,none,45d060f7d723aea9bc10523253b2d4826c6ae4f068e7c4b522ea237a60b81ea3,c08211f76aef94afee3569ff1a865afa1ed2d5a9e226a6de9f3146592a1a177b,1.7604,0.0,1.7604,0.0003,0.0,0.0003
synthetic_high_dense,GraphSAGE,dropedge,"{""rate"": 0.3}",3141,0.7998,0.04,0.0,1.0,1.0,1.0,0.0189,0.2409,0.0004,0.0034,0.0185,0.5437,0.4556,0.0,0.0854,0.1376,0.5372,0.5028,0.0,0.0,0.1222,0.5392,0.5,0.0333,0.0722,0.1167,,,,,,,0.0,,,,,0.0,none,70e92514e5d8007e7930fe4228f9e4b09595d2cb8a983f475e4dc26c617577b9,4582d761783c97d02630984238f0e8eb76829d30dfff0723ebf2005244631f99,1.7822,0.0,1.7822,0.0001,0.0,0.0001
synthetic_high_dense,GraphSAGE,dropedge,"{""rate"": 0.3}",5000,0.7998,0.04,0.0,1.0,1.0,1.0,0.0015,0.0175,0.0006,0.0035,0.0009,0.6129,0.4641,0.0238,0.0833,0.2377,0.6037,0.5663,0.0,0.0,0.1989,0.6038,0.5166,0.0166,0.0663,0.2099,,,,,,,0.0002,,,,,0.0,none,e324758930bc7393048514b1db7bfd3bd0da514f8d8330c7b6bc0453a08c7666,462fcb8be728d7f9d6f57f09dfe138ca6b672e69fb90b132ab4b856b64f7c619,1.7334,0.0,1.7334,0.0004,0.0,0.0004
synthetic_high_dense,GraphSAGE,dropedge,"{""rate"": 0.3}",7777,0.7998,0.04,0.0,1.0,1.0,1.0,0.0004,0.0037,0.0015,0.0136,-0.0011,0.6132,0.4663,0.0211,0.0947,0.1921,0.6139,0.5702,0.0,0.0,0.1854,0.6137,0.5702,0.0112,0.0843,0.1854,,,,,,,0.0003,,,,,0.0,none,7dfcc61ba0962b59acbd7d2f8eec3d5ac37e5d54d7b24afcd8e47a8eb88542fa,30177c6631857b4923ce4c863cc69d6a4b7a08fb225453d89dc3b9ad3e0c9a2c,1.8599,0.0,1.8599,0.0031,0.0,0.0031
synthetic_high_dense,GraphSAGE,dropedge,"{""rate"": 0.3}",9999,0.7998,0.04,0.0,1.0,1.0,1.0,0.0001,0.0003,0.0009,0.0056,-0.0008,0.5967,0.5376,0.0108,0.0968,0.2043,0.5705,0.5,0.0,0.0,0.1452,0.5799,0.5161,0.0269,0.1237,0.1452,,,,,,,0.0002,,,,,0.0,none,d236ace3af2250bbb2f42805d00ba5d39c6d95394c7cd6eae0c7db747073b11c,885cd724c16caeca40ccf9b9b6a6175ef0fa96280f60dda642175734e78cc48c,1.6708,0.0,1.6708,0.0005,0.0,0.0005
synthetic_high_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",42,0.7998,0.04,0.0,1.0,1.0,1.0,0.02,0.0244,0.0118,0.0122,0.0082,0.6775,0.6455,0.0,0.0341,0.3583,0.6702,0.6296,0.0,0.0212,0.3439,0.669,0.6534,0.0,0.0212,0.3439,,,,,,,0.119,,,,,0.0,none,1143d145a2ed859ff7c6afa6f905e212d83202ace72ace27736d7f4e80f20e63,117f79a84bdce8a8b0059250bbaf1d14bb188395f02503188d13ef5a6a919c06,1.6997,0.0,1.6997,0.41,0.0,0.41
synthetic_high_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",123,0.7998,0.04,0.0,1.0,1.0,1.0,0.0159,0.0166,0.0125,0.0126,0.0034,0.5976,0.5661,0.0,0.0106,0.2632,0.6051,0.5767,0.0,0.0106,0.2698,0.602,0.582,0.0,0.0106,0.2646,,,,,,,0.117,,,,,0.0,none,a777498d8dd40906c71595e73c3d33c35220dfd03a3c39ff1abf0dae4ae85064,0cd56f73be1816ec99ebed3a397a340a34d69c65a607838b4d6ace845de4a53d,1.7843,0.0,1.7843,0.4134,0.0,0.4134
synthetic_high_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",456,0.7998,0.04,0.0,1.0,1.0,1.0,0.023,0.031,0.0157,0.0186,0.0073,0.6152,0.6032,0.0,0.0,0.2573,0.5675,0.5291,0.0,0.0053,0.2222,0.5669,0.5423,0.0,0.0053,0.2222,,,,,,,0.1084,,,,,0.0,none,903c8e19b3d4f46e7cf3e24daae1d43116a4ad8cc30f1ae7c68e0d878c1871f6,dd1c6c0da451c8ddcbfc0eb879af663923bcafd9f9365f56bfd842adc50a9591,1.7761,0.0,1.7761,0.4162,0.0,0.4162
synthetic_high_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",789,0.7998,0.04,0.0,1.0,1.0,1.0,0.0228,0.0295,0.0147,0.0161,0.0081,0.5149,0.5426,0.0,0.0,0.2021,0.5433,0.5638,0.0,0.0106,0.2021,0.5422,0.5559,0.0,0.0106,0.1915,,,,,,,0.0966,,,,,0.0,none,d47c4245ecb46b540fb13d1f046769338de53516130eb1171b9ae7035c962391,6ef7b30bff67b52dc45d317998649ed4f7da2916da8ef7aba6b22f2026f0f2e3,1.7963,0.0,1.7963,0.4165,0.0,0.4165
synthetic_high_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",1024,0.7998,0.04,0.0,1.0,1.0,1.0,0.0199,0.0244,0.0167,0.0183,0.0032,0.5558,0.5213,0.0,0.0,0.2021,0.5389,0.5319,0.0,0.016,0.2021,0.5389,0.5293,0.0,0.016,0.2021,,,,,,,0.113,,,,,0.0,none,eda0e61107efe432bcadfc17d43cec65071861d379f9f7a46484cf9a8b39ac55,331515606d14486ccba9fbec50142d2061f7d877e21e06fe1a0ee097b324434e,1.8485,0.0,1.8485,0.4141,0.0,0.4141
synthetic_high_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",2024,0.7998,0.04,0.0,1.0,1.0,1.0,0.0171,0.0202,0.013,0.0155,0.004,0.6527,0.6056,0.0,0.0449,0.2608,0.6154,0.5722,0.0167,0.0389,0.2556,0.6135,0.5583,0.0167,0.0389,0.25,,,,,,,0.1235,,,,,0.0,none,aad51be76d8c85728148d23967dcfe0f28d845096234d13518bdfb4c1f2ceb10,729b52de52eb7f260bb15c3a78a399e695b97204b260e17051742331ae4f439c,1.8032,0.0,1.8032,0.4157,0.0,0.4157
synthetic_high_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",3141,0.7998,0.04,0.0,1.0,1.0,1.0,0.0298,0.0685,0.0191,0.0261,0.0108,0.5829,0.55,0.0122,0.0122,0.225,0.5596,0.5333,0.0056,0.0222,0.1778,0.5592,0.55,0.0056,0.0167,0.1778,,,,,,,0.1011,,,,,0.0,none,fd694e0a6a76ab25bc70407251b8ea37c811f872ee1639eb8dcbea8e78365e49,6de5fac7079ce4d8c6ab895e840fb4ff7dfc652ccdcb1d05aa67ce2d5f8b73f6,1.686,0.0,1.686,0.4172,0.0,0.4172
synthetic_high_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",5000,0.7998,0.04,0.0,1.0,1.0,1.0,0.0279,0.0416,0.0185,0.0196,0.0094,0.577,0.5746,0.0,0.0119,0.2417,0.6145,0.5746,0.0,0.0387,0.2597,0.6137,0.5939,0.0,0.0387,0.2652,,,,,,,0.1169,,,,,0.0,none,770991831247db91021285815cee9fb9a111ff9c1f3fd47759cd17eb66fc8acc,eb713dc1b249eee9c61e84201ae9d19a526ab968c408b1d23b965c8a81650ca6,1.7518,0.0,1.7518,0.4154,0.0,0.4154
synthetic_high_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",7777,0.7998,0.04,0.0,1.0,1.0,1.0,0.0262,0.0276,0.02,0.0213,0.0062,0.5999,0.5843,0.0,0.0,0.2621,0.6058,0.5618,0.0,0.0056,0.2753,0.6057,0.5562,0.0,0.0056,0.2753,,,,,,,0.1322,,,,,0.0,none,8f3f5ec5cf604d22c876b684a79d1086e4c6bd4db4722c251614fdc10e2eab99,ee636d1ed17c7825c3af37d2114aebac5bb817fefda5a71038ed18ef415d1976,1.9033,0.0,1.9033,0.4151,0.0,0.4151
synthetic_high_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",9999,0.7998,0.04,0.0,1.0,1.0,1.0,0.0169,0.018,0.0145,0.0163,0.0024,0.6468,0.629,0.0,0.0215,0.3548,0.6342,0.6022,0.0,0.0323,0.3065,0.6328,0.6452,0.0,0.0323,0.3065,,,,,,,0.0987,,,,,0.0,none,de7c7db60769ff28d9206120c0dabd3a355a8a9e79de64626b2f1d87dccc8bdf,7e71d9c1a62d8c15f7e619af0f8e10a5caf0c36aa3e5151e35f69d62874582a2,1.6651,0.0,1.6651,0.4161,0.0,0.4161
synthetic_high_dense,GraphSAGE,early_stopping,"{""patience"": 15}",42,0.7998,0.04,0.0,1.0,1.0,1.0,0.0011,0.0058,0.006,0.0677,-0.0049,0.6615,0.4656,0.0,0.0909,0.2934,0.6491,0.6005,0.0,0.0,0.2328,0.6484,0.5688,0.0,0.1058,0.2328,,,,,,,0.0017,,,,,0.0,none,093b160564137ee2053449d7baa71013bc12a6a8779c352b2e65f43951581e77,5472b834aab10e22f72998f734660f792a4069318c78c18b0181f86fd13b756c,1.6971,0.0,1.6971,0.0001,0.0,0.0001
synthetic_high_dense,GraphSAGE,early_stopping,"{""patience"": 15}",123,0.7998,0.04,0.0,1.0,1.0,1.0,0.0004,0.0012,0.0046,0.0344,-0.0042,0.619,0.5132,0.0,0.0532,0.2283,0.6134,0.5741,0.0,0.0,0.2222,0.6136,0.5741,0.0053,0.0476,0.2222,,,,,,,0.0039,,,,,0.0,none,b0f55ad4d11d4913723bdeac5bd203f0d6fc74aea3301e2139965450b7efd236,c41dc6c64b4056830b21f35163550c12ddcc241c00ad62d6488e27a8949ad933,1.7891,0.0,1.7891,0.0001,0.0,0.0001
synthetic_high_dense,GraphSAGE,early_stopping,"{""patience"": 15}",456,0.7998,0.04,0.0,1.0,1.0,1.0,0.0009,0.0084,0.0025,0.0281,-0.0016,0.6261,0.4974,0.0,0.0421,0.2469,0.5789,0.5529,0.0,0.0,0.1429,0.5796,0.5344,0.0053,0.0476,0.1429,,,,,,,0.0001,,,,,0.0,none,c9cee47c8a3661b9f4deccb390885878c97ac0495b02bf7c7cb757405d772cf8,c700ff70f02ca0b882e3a2fbaeeafb7486d70523ec789d407ba44f9032c84ebc,1.7697,0.0,1.7697,0.0003,0.0,0.0003
synthetic_high_dense,GraphSAGE,early_stopping,"{""patience"": 15}",789,0.7998,0.04,0.0,1.0,1.0,1.0,0.0005,0.002,0.0102,0.1012,-0.0096,0.5,0.5,0.0,0.0,0.0,0.5297,0.516,0.0,0.0,0.1064,0.5275,0.5133,0.0213,0.0532,0.1064,,,,,,,0.0023,,,,,0.0,none,e044bf7fa7c12ecbbd962ed3d8a2cec3cb7381e7c1aa32059cc367ccd851c616,f1ebc4209a1c6c798dbe761164dc3183c627d8709a3f146a63cda55e53da6f3a,1.8028,0.0,1.8028,0.0009,0.0,0.0009
