dataset,model,defense,defense_params,n_seeds,test_accuracy,test_f1,shadow_attack_auc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,conf_attack_auc,conf_attack_tpr01,label_only_attack_auc,label_only_attack_tpr01,test_accuracy_p_val,test_accuracy_fdr_q_val,test_f1_p_val,test_f1_fdr_q_val,shadow_attack_auc_p_val,shadow_attack_auc_fdr_q_val,shadow_attack_tpr01_p_val,shadow_attack_tpr01_fdr_q_val,shadow_attack_tpr05_p_val,shadow_attack_tpr05_fdr_q_val,shadow_attack_adv_p_val,shadow_attack_adv_fdr_q_val,conf_attack_auc_p_val,conf_attack_auc_fdr_q_val,conf_attack_tpr01_p_val,conf_attack_tpr01_fdr_q_val,label_only_attack_auc_p_val,label_only_attack_auc_fdr_q_val,label_only_attack_tpr01_p_val,label_only_attack_tpr01_fdr_q_val
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.1}",10,"0.4760 (0.4620, 0.4900)","0.4703 (0.4538, 0.4871)","0.7780 (0.7674, 0.7890)","0.0388 (0.0157, 0.0738)","0.1627 (0.1251, 0.2044)","0.5072 (0.4922, 0.5260)","0.7715 (0.7529, 0.7887)","0.0563 (0.0319, 0.0877)","0.5952 (0.5824, 0.6117)","0.0144 (0.0075, 0.0219)",0.006955567655544552,0.0314857006921106,0.003332548536338432,0.01666274268169216,0.11960324185651966,0.17883532353784368,0.640347909945416,0.8325450100883367,0.23533545704822742,0.5304882151954712,0.18292774733869901,0.24652065521180896,0.33102685074697813,0.45588785585329444,0.11779010413855717,0.3800855937666845,0.765729226065504,0.8319687784933157,0.12803925801629404,0.8522161625522906
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.2}",10,"0.4685 (0.4570, 0.4790)","0.4623 (0.4455, 0.4752)","0.7767 (0.7628, 0.7910)","0.0507 (0.0289, 0.0838)","0.1546 (0.1126, 0.1981)","0.4959 (0.4818, 0.5124)","0.7712 (0.7526, 0.7883)","0.0602 (0.0288, 0.0977)","0.5995 (0.5817, 0.6162)","0.0238 (0.0132, 0.0356)",0.005772929338081438,0.02836698036815879,0.002382824189055274,0.013059709497706792,0.13530753019850525,0.19761192782479373,0.594781235975197,0.8269077646235701,0.19779059734202242,0.4777403658876541,0.05162229892585671,0.0806437903617861,0.4506857274907484,0.5683346121770884,0.14014771916122654,0.4172330867880538,0.9273173999928627,0.9542818508400189,0.026961647457169176,0.688392717747149
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.3}",10,"0.4590 (0.4460, 0.4710)","0.4550 (0.4398, 0.4692)","0.7745 (0.7598, 0.7890)","0.0413 (0.0207, 0.0738)","0.1533 (0.1147, 0.1994)","0.4827 (0.4611, 0.5039)","0.7704 (0.7500, 0.7883)","0.0607 (0.0370, 0.0855)","0.5795 (0.5670, 0.5914)","0.0182 (0.0107, 0.0288)",0.00036385828972995693,0.003575848709415094,0.0002799317778450685,0.003084015354611599,0.1056228653028094,0.1604917535701357,0.8424334167143002,0.9299199753088317,0.1869648104267892,0.46592817836517303,0.010101160005671817,0.01887954905821994,0.5822301913911344,0.6851045811051832,0.06012991555967284,0.3399603377447811,0.11634207941870639,0.21886653977151377,0.08163889950569697,0.7906082899499075
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.5}",10,"0.4510 (0.4410, 0.4590)","0.4475 (0.4362, 0.4570)","0.7631 (0.7465, 0.7769)","0.0576 (0.0326, 0.0852)","0.1646 (0.1209, 0.2094)","0.4463 (0.4202, 0.4725)","0.7531 (0.7370, 0.7694)","0.0742 (0.0392, 0.1155)","0.5738 (0.5591, 0.5886)","0.0132 (0.0057, 0.0215)",0.0004753474702419381,0.004515800967298412,0.00039629731690999715,0.004033740547119614,0.007443198008985384,0.015060469205862218,0.16997575232107562,0.5019095327971383,0.26779819206612465,0.5759495363613913,0.0002723630740350533,0.0008068113702547804,0.08105663291895665,0.14218873037180105,0.06500953532584787,0.3399603377447811,0.06851913405465794,0.14940977842474024,0.1913491239700609,0.8522161625522906
synthetic_low_sparse,GCN,edge_sparsification,"{""rate"": 0.05}",10,"0.4885 (0.4685, 0.5060)","0.4845 (0.4640, 0.5033)","0.7786 (0.7639, 0.7929)","0.0482 (0.0238, 0.0825)","0.1540 (0.1102, 0.1925)","0.5159 (0.4927, 0.5376)","0.7621 (0.7436, 0.7802)","0.0393 (0.0144, 0.0712)","0.5966 (0.5816, 0.6116)","0.0100 (0.0057, 0.0162)",0.5373957050715003,0.6517352167888407,0.6234704345305957,0.7321225181235249,0.3901772843767248,0.4694086869513087,0.7343590786260646,0.8709674765834707,0.15748104023841789,0.4053200543841247,0.8077562340391791,0.8482791220344555,0.42349687074731973,0.5422693260789413,0.6287251792833533,0.8262458401616075,0.8896106874175657,0.9188741968720909,0.3540438655728788,0.8522161625522906
synthetic_low_sparse,GCN,edge_sparsification,"{""rate"": 0.1}",10,"0.4980 (0.4785, 0.5175)","0.4928 (0.4701, 0.5135)","0.7795 (0.7658, 0.7915)","0.0426 (0.0164, 0.0770)","0.1819 (0.1584, 0.2093)","0.5071 (0.4780, 0.5322)","0.7587 (0.7411, 0.7775)","0.0486 (0.0260, 0.0784)","0.5942 (0.5797, 0.6082)","0.0132 (0.0069, 0.0196)",0.7088235445935904,0.7891199617545831,0.7104927821406183,0.7879005560703355,0.3325054478836351,0.4143123437915136,0.9197745357937067,0.9572117485424074,0.6409998525730028,0.8204395006877949,0.44737125612020623,0.5222103138354824,0.3082310384470155,0.43015353809939055,0.24119609565070316,0.5510538535669349,0.6484392731729806,0.7541108584307996,0.20629237505014605,0.8522161625522906
synthetic_low_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",10,"0.4965 (0.4790, 0.5120)","0.4935 (0.4756, 0.5104)","0.7628 (0.7471, 0.7773)","0.0263 (0.0150, 0.0395)","0.1192 (0.0939, 0.1416)","0.4977 (0.4683, 0.5292)","0.7584 (0.7353, 0.7809)","0.0271 (0.0097, 0.0480)","0.5924 (0.5673, 0.6133)","0.0144 (0.0107, 0.0188)",0.7263142108887253,0.7956486262505977,0.5185941966335323,0.645411991443479,0.020121610388934067,0.036311411851294814,0.07132899123736677,0.3378961472124805,0.0013340383163606808,0.017453667972385574,0.17456396750437256,0.2380674797982223,0.35600678042074146,0.4793192538012697,0.673404692426839,0.8419570110940925,0.6071839374562188,0.7209482996868724,0.0695235813721715,0.7524905277929151
synthetic_low_sparse,GCN,edge_sparsification,"{""rate"": 0.3}",10,"0.5055 (0.4810, 0.5275)","0.5033 (0.4791, 0.5249)","0.7571 (0.7423, 0.7729)","0.0269 (0.0113, 0.0457)","0.1359 (0.1147, 0.1537)","0.4990 (0.4700, 0.5306)","0.7437 (0.7200, 0.7672)","0.0380 (0.0208, 0.0558)","0.5882 (0.5638, 0.6093)","0.0182 (0.0106, 0.0263)",0.24524202560035585,0.4111410429182436,0.14068810031684478,0.27249362619132694,0.003385266362827469,0.007538820127147698,0.24878007659120424,0.6054981460200438,0.0077213993376536285,0.06271095265729534,0.14597735787474483,0.20371951276742167,0.08691280412275555,0.15077690880964223,0.6575267389623863,0.8361509801042255,0.3419057131689045,0.4924696969497065,0.045972801147399045,0.688392717747149
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 0.01}",10,"0.4895 (0.4720, 0.5050)","0.4850 (0.4648, 0.5037)","0.7819 (0.7674, 0.7985)","0.0351 (0.0151, 0.0626)","0.1604 (0.1292, 0.1911)","0.5234 (0.4962, 0.5541)","0.7633 (0.7361, 0.7900)","0.0431 (0.0214, 0.0674)","0.5966 (0.5830, 0.6093)","0.0156 (0.0044, 0.0332)",0.40827251731617603,0.5621143354353149,0.4723006761693456,0.6118440577648341,0.26612523035121155,0.35751340210105403,0.3280857833524445,0.6589208148677645,0.0669393569148667,0.25545023853273935,0.584966298198882,0.6559979201230319,0.42656217688375314,0.5422693260789413,0.25097926707269397,0.5585637791216077,0.8545053712212878,0.8973735336571383,0.3224144274833668,0.8522161625522906
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",10,"0.4910 (0.4750, 0.5065)","0.4868 (0.4701, 0.5038)","0.7819 (0.7673, 0.7976)","0.0420 (0.0189, 0.0681)","0.1792 (0.1437, 0.2155)","0.5235 (0.4984, 0.5531)","0.7662 (0.7400, 0.7906)","0.0498 (0.0318, 0.0730)","0.5929 (0.5801, 0.6042)","0.0106 (0.0031, 0.0213)",0.5258361339689269,0.6487588665850403,0.6623041609446202,0.7611156688274869,0.3148266858387119,0.3980640050091372,0.8437612555517835,0.9299199753088317,0.565179232763868,0.7715925177732805,0.6107623253749475,0.6752794724215968,0.9263518224543447,0.9474738509793622,0.087769307263259,0.34427155675539634,0.554776180258635,0.6748687000252297,0.4606015749871336,0.8648029571186999
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",10,"0.4860 (0.4700, 0.5020)","0.4821 (0.4632, 0.4996)","0.7924 (0.7776, 0.8071)","0.0508 (0.0241, 0.0842)","0.1736 (0.1338, 0.2139)","0.5353 (0.5090, 0.5622)","0.7782 (0.7534, 0.8006)","0.0419 (0.0221, 0.0614)","0.5962 (0.5853, 0.6075)","0.0132 (0.0038, 0.0275)",0.252902336697372,0.42150389449562004,0.3123177539810302,0.4749299649541705,0.3087160254687795,0.3924568097052501,0.5305920278881577,0.7984389650432373,0.28371397418371086,0.5939079192912348,0.22773665952187827,0.29187473914232565,0.09413189456090121,0.16240337852814823,0.22752258366207795,0.5392067390834658,0.831751330203668,0.8823308029863234,0.3819390193008118,0.8522161625522906
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",10,"0.4875 (0.4680, 0.5075)","0.4833 (0.4642, 0.5032)","0.7930 (0.7784, 0.8067)","0.0395 (0.0181, 0.0688)","0.1660 (0.1326, 0.2014)","0.5392 (0.5165, 0.5619)","0.7773 (0.7528, 0.8000)","0.0448 (0.0231, 0.0687)","0.5916 (0.5723, 0.6098)","0.0156 (0.0056, 0.0263)",0.5000623768101568,0.6390931721564784,0.5569657696978256,0.6812671431926193,0.4232789893794922,0.49652443313697664,0.685243482998797,0.8507560694818891,0.20446199921643396,0.48637172540878987,0.09323153452898382,0.133674437635164,0.2241500850891098,0.32434620607364273,0.14812094979315174,0.42147142986596814,0.6195862921017964,0.731391337293098,0.16052801690490073,0.8522161625522906
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",10,"0.4795 (0.4620, 0.5000)","0.4756 (0.4576, 0.4954)","0.7748 (0.7596, 0.7893)","0.0326 (0.0169, 0.0513)","0.1411 (0.1050, 0.1779)","0.4983 (0.4764, 0.5238)","0.7694 (0.7514, 0.7864)","0.0445 (0.0235, 0.0669)","0.5865 (0.5725, 0.5995)","0.0156 (0.0075, 0.0256)",0.18148821757015798,0.327367987389209,0.21817465350950016,0.37011771577504493,0.2374420323375047,0.32557553779029025,0.2862867881944185,0.6179845841713999,0.03747359033079913,0.18385480256048325,0.1339975092228583,0.18867810715684982,0.7366849538507477,0.7976519845142579,0.3540548119609855,0.64806524060695,0.27274675804612414,0.4157402040120533,0.08641161272964644,0.7949868371127472
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 10.0}",10,"0.4810 (0.4635, 0.4990)","0.4737 (0.4542, 0.4931)","0.6880 (0.6598, 0.7137)","0.0483 (0.0316, 0.0663)","0.1810 (0.1451, 0.2209)","0.3115 (0.2825, 0.3391)","0.6568 (0.6276, 0.6819)","0.0589 (0.0331, 0.0885)","0.5728 (0.5565, 0.5896)","0.0157 (0.0075, 0.0263)",0.2343214078727816,0.39988982780684285,0.19842012035690967,0.35343583938574535,0.0001167234934032938,0.00038580186240667636,0.6845954885929482,0.8507560694818891,0.6855153012223245,0.8204395006877949,5.309473006411378e-06,2.778624206688621e-05,0.00020217310368436832,0.0008941176698153753,0.1777723788801558,0.4598574759461881,0.02856112336957233,0.07665121998329669,0.16409664554547554,0.8522161625522906
synthetic_low_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 3.0}",10,"0.4825 (0.4710, 0.4945)","0.4779 (0.4643, 0.4921)","0.7526 (0.7359, 0.7697)","0.0438 (0.0282, 0.0613)","0.1685 (0.1360, 0.2031)","0.4231 (0.3943, 0.4534)","0.7432 (0.7308, 0.7556)","0.0649 (0.0440, 0.0870)","0.5911 (0.5757, 0.6059)","0.0107 (0.0038, 0.0182)",0.1943530609933783,0.3419174221179803,0.20086858201947694,0.35385825150155914,0.009481215536938974,0.018606885491242738,0.9939808715563505,1.0,0.3324009630294577,0.6445877965216733,0.0006772356405293823,0.0017012159290098086,0.07035633192223183,0.1276987758588485,0.04196421621025759,0.3399603377447811,0.5032238202516734,0.6400745792412261,0.35255901622812313,0.8522161625522906
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.01}",10,"0.4920 (0.4775, 0.5065)","0.4877 (0.4717, 0.5030)","0.7893 (0.7747, 0.8035)","0.0457 (0.0263, 0.0663)","0.1837 (0.1619, 0.2020)","0.5234 (0.5003, 0.5491)","0.7696 (0.7436, 0.7959)","0.0361 (0.0220, 0.0493)","0.5963 (0.5838, 0.6091)","0.0063 (0.0031, 0.0094)",0.26949945378301216,0.4414215191273475,0.46053742908601464,0.6020787490344687,0.04085485434681297,0.06971969709184388,0.8051389135732606,0.9130742027117049,0.4735769386523981,0.7361542511725396,0.06671122602582813,0.09927642166876792,0.04322722395917875,0.08235704749458662,0.34343639613791355,0.6396723883537412,0.3216165472449597,0.469709748069383,1.0,1.0
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.05}",10,"0.4845 (0.4670, 0.5030)","0.4805 (0.4614, 0.5000)","0.8052 (0.7935, 0.8178)","0.0465 (0.0238, 0.0689)","0.1981 (0.1738, 0.2255)","0.5379 (0.5182, 0.5588)","0.7841 (0.7620, 0.8064)","0.0453 (0.0209, 0.0717)","0.6008 (0.5898, 0.6111)","0.0075 (0.0032, 0.0125)",0.05205997955313534,0.1364280455772924,0.07141255820932556,0.18011131937750252,1.1869790220805591e-05,6.185545064500007e-05,0.8665439462290514,0.9374730078001474,0.6835210116477846,0.8204395006877949,0.006610109460835391,0.013477755653911122,1.0958670445904286e-06,1.1865594896599813e-05,0.44054836488045396,0.7017024406126953,0.36921214936964314,0.517556316527089,0.33939196984767384,0.8522161625522906
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.1}",10,"0.4760 (0.4590, 0.4930)","0.4721 (0.4537, 0.4898)","0.8153 (0.8027, 0.8289)","0.0528 (0.0331, 0.0748)","0.2082 (0.1601, 0.2630)","0.5460 (0.5272, 0.5678)","0.7916 (0.7708, 0.8128)","0.0318 (0.0134, 0.0532)","0.6074 (0.5990, 0.6169)","0.0119 (0.0037, 0.0238)",0.015181612444652492,0.05476910818640456,0.017306626070487028,0.06089368432208399,7.812697226493739e-05,0.0002783978435126292,0.5174145241611963,0.7971706409102651,0.5340078513277354,0.7454157930783891,0.009635142036998764,0.018246718328333522,2.09891592766424e-06,1.8307211146849204e-05,0.9007357021582727,0.9530382372571955,0.0268634048304346,0.07399218523470583,0.29422917859296815,0.8522161625522906
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.2}",10,"0.4680 (0.4505, 0.4870)","0.4643 (0.4448, 0.4828)","0.8221 (0.8116, 0.8333)","0.0395 (0.0225, 0.0596)","0.2087 (0.1807, 0.2386)","0.5591 (0.5423, 0.5766)","0.7968 (0.7782, 0.8156)","0.0308 (0.0127, 0.0516)","0.6015 (0.5919, 0.6133)","0.0081 (0.0025, 0.0144)",0.007385465777882157,0.03238242687225254,0.010030011828972023,0.040836476732243235,0.00014506097715157398,0.00046293631368440706,0.7768074706838077,0.8943766214206054,0.4405040586986721,0.7166749970537981,0.00044386822172624336,0.001188066083308556,9.005558915739574e-05,0.00042205156709585465,0.8424388499818039,0.9350473760436333,0.43341737119071083,0.5742322976957097,0.3959959547750804,0.8522161625522906
synthetic_low_sparse,GCN,none,{},10,"0.4940 (0.4790, 0.5115)","0.4890 (0.4719, 0.5060)","0.7867 (0.7723, 0.8001)","0.0439 (0.0250, 0.0632)","0.1894 (0.1670, 0.2114)","0.5191 (0.4941, 0.5450)","0.7666 (0.7436, 0.7911)","0.0333 (0.0203, 0.0445)","0.5983 (0.5863, 0.6107)","0.0063 (0.0025, 0.0113)",,,,,,,,,,,,,,,,,,,,
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.1}",10,"0.6940 (0.6705, 0.7165)","0.6900 (0.6651, 0.7136)","0.8811 (0.8734, 0.8887)","0.0602 (0.0350, 0.0883)","0.2451 (0.2014, 0.2897)","0.6801 (0.6597, 0.6998)","0.8711 (0.8515, 0.8899)","0.0381 (0.0173, 0.0630)","0.7519 (0.7403, 0.7636)","0.0251 (0.0157, 0.0332)",0.013689096826585513,0.051334113099695676,0.016517484957597892,0.058843540161442484,0.005805089816311674,0.012399987770897045,0.9236362470240482,0.9572786268825401,0.00037740733501850514,0.007429724852275719,0.0006169290052848157,0.0015749244525157082,0.057111277405928876,0.10674369705631943,0.4956674452953104,0.745091900744398,0.14797669412739609,0.258137121977791,0.6914516075139778,0.9138751171333527
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.2}",10,"0.7015 (0.6745, 0.7245)","0.6988 (0.6726, 0.7239)","0.8692 (0.8591, 0.8797)","0.0483 (0.0320, 0.0657)","0.2445 (0.2001, 0.2864)","0.6651 (0.6429, 0.6881)","0.8595 (0.8401, 0.8775)","0.0289 (0.0111, 0.0534)","0.7410 (0.7317, 0.7499)","0.0231 (0.0119, 0.0350)",0.000696879425811723,0.005703889763485364,0.0007936522217783926,0.006283080089078941,0.00033653355156679373,0.0009519958125402993,0.4597730053138437,0.7417987147589333,0.0025022735198298508,0.02709358224919218,2.0038187281633005e-05,8.502690278963193e-05,0.004670030156892888,0.011367360226855557,0.732274526857583,0.8891366785955198,0.028403565919824698,0.07665121998329669,0.6551950232849304,0.9138751171333527
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",10,"0.7090 (0.6825, 0.7335)","0.7058 (0.6780, 0.7335)","0.8560 (0.8439, 0.8700)","0.0420 (0.0263, 0.0588)","0.2090 (0.1540, 0.2616)","0.6463 (0.6210, 0.6747)","0.8510 (0.8344, 0.8689)","0.0266 (0.0139, 0.0423)","0.7333 (0.7202, 0.7477)","0.0157 (0.0088, 0.0227)",0.0016629510370868563,0.010771387399312592,0.002091254481977582,0.012163418925787976,5.925767465367589e-06,3.3438006565942676e-05,0.31890762177685883,0.6589208148677645,0.0010254097847299903,0.013999072713270302,5.2944718927746565e-06,2.778624206688621e-05,0.0002887727722766669,0.0011132853017523589,0.6870577132584124,0.853369302578901,0.003853769344631478,0.015317513597649166,0.18426547045916114,0.8522161625522906
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.5}",10,"0.7170 (0.6845, 0.7480)","0.7133 (0.6807, 0.7429)","0.8326 (0.8147, 0.8500)","0.0314 (0.0177, 0.0459)","0.1631 (0.1193, 0.2062)","0.6035 (0.5715, 0.6344)","0.8233 (0.8056, 0.8425)","0.0267 (0.0147, 0.0398)","0.7133 (0.7015, 0.7262)","0.0220 (0.0131, 0.0323)",0.0008273866196471381,0.006373113151336064,0.0008796450221776194,0.006706311267142353,4.400915099760471e-07,3.948249546642251e-06,0.09964722028562972,0.3948048094861026,5.6330527662626224e-05,0.001965309520673848,6.327653375375891e-06,3.204650257851661e-05,4.823353497290474e-07,6.584926078909604e-06,0.579620790288512,0.8027491476119657,0.00020669344245685553,0.0016641472033705805,0.6028836192463811,0.909267097879788
synthetic_low_sparse,GraphSAGE,edge_sparsification,"{""rate"": 0.05}",10,"0.6565 (0.6260, 0.6860)","0.6528 (0.6218, 0.6864)","0.8910 (0.8828, 0.9008)","0.0559 (0.0340, 0.0812)","0.2872 (0.2341, 0.3500)","0.7104 (0.6965, 0.7262)","0.8820 (0.8638, 0.8996)","0.0634 (0.0240, 0.1144)","0.7601 (0.7466, 0.7731)","0.0450 (0.0219, 0.0743)",0.5151742201642671,0.6439677752053338,0.4328318737144576,0.5815112715510141,0.40197991241544623,0.4799303897279472,0.8345748449070286,0.9296825189630872,0.08478805672424886,0.2893853240371102,0.5240738070979485,0.6027808623763949,0.5522146521515924,0.659788007744637,0.07107335974096485,0.3399603377447811,0.12985984685527233,0.2396110940134589,0.2531093487784609,0.8522161625522906
synthetic_low_sparse,GraphSAGE,edge_sparsification,"{""rate"": 0.1}",10,"0.6580 (0.6325, 0.6850)","0.6537 (0.6263, 0.6812)","0.8900 (0.8821, 0.8978)","0.0645 (0.0369, 0.0939)","0.2885 (0.2476, 0.3246)","0.7053 (0.6812, 0.7280)","0.8793 (0.8621, 0.8967)","0.0667 (0.0297, 0.1088)","0.7616 (0.7496, 0.7747)","0.0269 (0.0106, 0.0481)",0.39233299692298457,0.5481122751129931,0.22717319020066976,0.38244559645869786,0.31566222053272347,0.3980640050091372,0.717462210147983,0.8629148171560757,0.1004886078290527,0.3124101273101242,0.14947421868059738,0.20767656931729017,0.33451354844774733,0.4586779659938544,0.053231585609757,0.3399603377447811,0.3523879702221368,0.5052503317340227,0.9559117260422163,0.9826131709037308
synthetic_low_sparse,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",10,"0.6625 (0.6430, 0.6835)","0.6570 (0.6355, 0.6792)","0.8862 (0.8755, 0.8971)","0.0853 (0.0540, 0.1161)","0.2853 (0.2184, 0.3389)","0.6997 (0.6794, 0.7229)","0.8734 (0.8527, 0.8949)","0.0665 (0.0300, 0.1171)","0.7626 (0.7484, 0.7773)","0.0394 (0.0237, 0.0606)",0.9070452530215948,0.9384800423838897,0.6559838334992141,0.7599812705173822,0.1574339984411717,0.2247012523205814,0.1042218734537865,0.4062590695125391,0.06651152790517904,0.25545023853273935,0.20144040586789738,0.26245762424282065,0.2049448891922055,0.30212532960728883,0.07033629503852654,0.3399603377447811,0.4918668063204448,0.6329761360025397,0.26501249602767846,0.8522161625522906
synthetic_low_sparse,GraphSAGE,edge_sparsification,"{""rate"": 0.3}",10,"0.6580 (0.6310, 0.6870)","0.6529 (0.6259, 0.6821)","0.8851 (0.8726, 0.8979)","0.0691 (0.0416, 0.0928)","0.3110 (0.2269, 0.3912)","0.6883 (0.6639, 0.7150)","0.8742 (0.8579, 0.8945)","0.0564 (0.0252, 0.0921)","0.7529 (0.7389, 0.7675)","0.0382 (0.0250, 0.0550)",0.5095429199058696,0.6425651866069595,0.37448325471994676,0.5309859770492514,0.1642802127354548,0.23341170497254662,0.4822435781886428,0.76233454531841,0.3543117633357505,0.6506075654235418,0.03409636426210299,0.054903889119488916,0.15302493567387365,0.2366986689733809,0.10075724091058273,0.35342298920133475,0.06223005963315864,0.13957313374865582,0.3020186795633279,0.8522161625522906
synthetic_low_sparse,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.01}",10,"0.6440 (0.6115, 0.6730)","0.6411 (0.6096, 0.6713)","0.8994 (0.8853, 0.9095)","0.0578 (0.0338, 0.0827)","0.2971 (0.2404, 0.3481)","0.7374 (0.7207, 0.7546)","0.8863 (0.8615, 0.9101)","0.0582 (0.0245, 0.0994)","0.7628 (0.7536, 0.7751)","0.0332 (0.0214, 0.0432)",0.04297683795059853,0.11447101697122038,0.046319710088830415,0.12642300285103036,0.3291655116461793,0.4134318826276012,0.9696896452027499,0.9918720880668652,0.04702479605812874,0.21093979946074892,0.033958006323795135,0.054903889119488916,0.9788251243487318,0.9882671673488803,0.07171899692487416,0.3399603377447811,0.5555713971836005,0.6748687000252297,0.40911778562995704,0.8522161625522906
synthetic_low_sparse,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.03}",10,"0.6220 (0.5965, 0.6465)","0.6191 (0.5923, 0.6467)","0.9009 (0.8878, 0.9128)","0.0496 (0.0294, 0.0703)","0.2928 (0.2304, 0.3484)","0.7355 (0.7190, 0.7501)","0.8890 (0.8671, 0.9111)","0.0528 (0.0268, 0.0820)","0.7625 (0.7514, 0.7725)","0.0331 (0.0163, 0.0531)",0.002444096278547689,0.014436412064079897,0.0027843218589667968,0.014695032033435872,0.2336255687301669,0.32174749377751055,0.5434699159383442,0.8007916401679597,0.07295555279767389,0.25739374807269216,0.028191863468878194,0.04753004699117902,0.5359668893742969,0.651719743196945,0.08255875737597586,0.34427155675539634,0.5471258971370903,0.6710841082072123,0.3583654754757939,0.8522161625522906
