spearman,pvalue,ci_lo,ci_hi,n,dataset
0.06024316654511799,0.005036899661114609,0.017402599514402785,0.10300239961817839,2166,Cora
0.12715747450333909,4.570422174657971e-11,0.08998969589471914,0.16398323230380396,2662,Citeseer
-0.010569322625425231,0.4099454256864599,-0.03517398313156216,0.014648519489332955,6080,Actor
-0.06554357022685034,0.005129130675025222,-0.11321459278523065,-0.021514950793735457,1822,Chameleon
