dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,loss_attack_auc,loss_attack_acc,loss_attack_tpr01,loss_attack_tpr05,loss_attack_adv,ece_test,actual_dp_epsilon,dp_delta,dp_clip_norm,dp_noise_multiplier,lambda_epsd,epsd_ablation,model_sha256,prediction_sha256,normal_loss_ep1,epsd_kl_loss_ep1,total_loss_ep1,normal_loss_final,epsd_kl_loss_final,total_loss_final
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",123,0.7995,0.015,0.0,0.98,0.9802,0.9997,0.0064,0.0577,0.0063,0.0428,0.0,0.4959,0.4813,0.012,0.0482,0.0668,0.5044,0.5,0.0,0.1187,0.075,0.5046,0.5062,0.0437,0.1313,0.0813,0.508,0.5031,0.0,0.0,0.0375,0.9,0.5044,0.5,0.0,0.1187,0.075,0.016,,,,,0.03,none,3122ec905d8bbdda02104faf75d99e9ff8da17033dcd2c68cc77cc77178f2c79,b7b1197db42936bf68a1564bc0ee41cdd49a574c1b271ee20fc156db87d4f6cb,1.469,0.0422,1.4703,0.0049,0.0137,0.0053
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",456,0.7995,0.015,0.0,0.98,0.9798,0.9997,0.0269,0.2866,0.0125,0.1316,0.0143,0.5068,0.4688,0.0,0.0,0.1216,0.5336,0.5188,0.0,0.0,0.1062,0.5168,0.525,0.0125,0.0437,0.0938,0.5555,0.5312,0.0,0.0,0.1,0.8406,0.5336,0.5188,0.0,0.0,0.1062,0.0161,,,,,0.03,none,1827146125ce95e55fe04bb18dd6a26c1d61fd86e5074d0cef326b3c7f0f00dc,9ee033c3aa451ef9bc9c705e388a03c02464f6363201627952b3e41798663631,1.8873,0.0401,1.8885,0.009,0.028,0.0098
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",789,0.7995,0.015,0.0,0.97,0.9698,0.9979,0.0034,0.0189,0.0062,0.032,-0.0027,0.5827,0.5188,0.0,0.0633,0.2018,0.547,0.55,0.0,0.05,0.1125,0.5462,0.5375,0.0,0.05,0.1125,0.5774,0.5563,0.0,0.0,0.1313,0.8938,0.547,0.55,0.0,0.05,0.1125,0.0143,,,,,0.03,none,a33900306c47f3ccfa9e952185aead21ef6a23f3597cdfa05bc95bf788aa6cea,88cdc154a247bf08fb0ac81e7ebb1930cbbed7d5bfbd44ade22e51e1cfe520f5,2.007,0.0523,2.0086,0.0034,0.0314,0.0043
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",1024,0.7995,0.015,0.0,0.995,0.9952,0.9999,0.002,0.0139,0.0072,0.0639,-0.0052,0.5388,0.5375,0.0,0.0385,0.1213,0.5208,0.4938,0.0,0.0312,0.1,0.5203,0.5219,0.0125,0.0312,0.0938,0.5331,0.5031,0.0,0.0,0.0813,0.9031,0.5208,0.4938,0.0,0.0312,0.1,0.015,,,,,0.03,none,b4610770c4bf53e5f174567f350cf619beb74978803ffb391474c86489a8318d,7cc9f7cc2e70c7cf7a41cd00c4d2a8ea2cd3af0c505e96179a679947747b3660,1.6198,0.045,1.6211,0.0051,0.0655,0.007
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",2024,0.7995,0.015,0.0,0.975,0.975,0.9998,0.0033,0.0145,0.0164,0.1508,-0.0131,0.4985,0.4688,0.0,0.0353,0.1043,0.499,0.5062,0.0,0.0563,0.0563,0.4984,0.5031,0.0,0.05,0.0563,0.5061,0.525,0.0,0.0,0.0562,0.9437,0.499,0.5062,0.0,0.0563,0.0563,0.0153,,,,,0.03,none,899b81cf8644946f44165fb04ef0d9a6140f235357066821b994701900d02f26,4ee77040e1fc35ee56441730026fdd9d863a366bbabd9bbb317d03b9beb4522f,1.6737,0.0396,1.6748,0.0137,0.0666,0.0157
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",3141,0.7995,0.015,0.0,0.96,0.9589,0.9976,0.042,0.2816,0.0039,0.017,0.0381,0.4605,0.5,0.012,0.0723,0.0678,0.5054,0.4875,0.0187,0.075,0.1125,0.5055,0.5188,0.0312,0.0813,0.1125,0.525,0.5219,0.0,0.0375,0.075,0.9625,0.5054,0.4875,0.0187,0.075,0.1125,0.0254,,,,,0.03,none,e263dd08acdf1997743817aecee68fecf0ee6721b39e0ed88410c2222657a11d,b86141552e6175e4e5bb8c57cb519902bac542dda2e4c872ef39954969595804,1.892,0.0427,1.8933,0.0168,0.015,0.0172
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",5000,0.7995,0.015,0.0,0.995,0.9954,0.9999,0.0036,0.0244,0.0206,0.1627,-0.017,0.5387,0.4938,0.0,0.0263,0.1178,0.5161,0.475,0.0,0.0,0.1063,0.5151,0.5344,0.0,0.0312,0.1063,0.5093,0.5031,0.0,0.0,0.0375,0.8812,0.5161,0.475,0.0,0.0,0.1063,0.0089,,,,,0.03,none,582580d1d00c3bc0d46e81880e51717b7f727079c58026fea82496880586588a,b8c01f6016caaec2fe8bd90b48a8544e67a7b628481a1be5bb6fd92a7bc3d836,1.5967,0.0459,1.5981,0.0029,0.0414,0.0041
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",7777,0.7995,0.015,0.0,0.955,0.9547,0.9984,0.0099,0.1061,0.0112,0.0594,-0.0013,0.5841,0.4625,0.0,0.0698,0.1829,0.5908,0.5437,0.0,0.0875,0.15,0.5911,0.55,0.0125,0.0875,0.1562,0.6036,0.5844,0.0,0.05,0.1875,0.9531,0.5908,0.5437,0.0,0.0875,0.15,0.0177,,,,,0.03,none,5d86ef822b02cb2c025016cff306d4ee4bc758e9c4281fd8809319d12aa91ba3,bfb65a74c7dee94a3f7750851a75e9889f1b8370b56b55601939dd9758ab4786,1.7273,0.033,1.7283,0.0032,0.0226,0.0039
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",9999,0.7995,0.015,0.0,0.975,0.9733,0.9992,0.0012,0.0067,0.0101,0.1141,-0.0089,0.4837,0.4875,0.0411,0.1507,0.1277,0.5111,0.5062,0.0,0.1062,0.0688,0.5106,0.525,0.0125,0.1187,0.0688,0.4948,0.4906,0.0,0.0,0.0438,0.9062,0.5111,0.5062,0.0,0.1062,0.0688,0.0162,,,,,0.03,none,679991dc9904d9bfc8ba30869f615e093a5b88bdd545605f0a4b270638e52593,2107ce5a3776a4b0fa33e55bb19c8d3cea8c8889d6ecbf12752acbd366665573,1.6824,0.0547,1.684,0.0059,0.015,0.0063
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",42,0.7995,0.015,0.0,0.995,0.9955,0.9997,0.0032,0.0276,0.0096,0.1124,-0.0064,0.5911,0.5563,0.013,0.0519,0.2269,0.5907,0.5437,0.0312,0.075,0.2062,0.5906,0.5344,0.0312,0.075,0.2,0.5328,0.5312,0.0,0.0,0.0687,0.95,0.5907,0.5437,0.0312,0.075,0.2062,0.0101,,,,,0.1,none,6460877e5b84aca6225e83dbcc77810523e4291450e126b33519cdea7e23a460,7f05e51ac84ca4f6f286b26c4ef91efbf67b0787884c38b3f0def1e3827dafd5,1.6827,0.0629,1.689,0.0142,0.0728,0.0215
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",123,0.7995,0.015,0.0,0.98,0.9802,0.9997,0.0054,0.0446,0.0064,0.0426,-0.001,0.496,0.4813,0.012,0.0482,0.0548,0.5036,0.4938,0.0,0.125,0.075,0.5038,0.5156,0.0437,0.1187,0.0688,0.5106,0.4969,0.0,0.0,0.0375,0.8938,0.5036,0.4938,0.0,0.125,0.075,0.0122,,,,,0.1,none,fbdf948da64d2ada3e98c79411adaf7a99245484c0cf3760e1a03730dd91ae3b,3f6c94c98e62d8a522eb127df106a12b3c2723cbad57b696a677d2fd724528cd,1.469,0.0422,1.4733,0.0052,0.0115,0.0063
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",456,0.7995,0.015,0.0,0.98,0.9798,0.9998,0.027,0.2893,0.0127,0.1349,0.0143,0.5049,0.4688,0.0,0.0,0.1216,0.5317,0.525,0.0,0.0563,0.1062,0.5186,0.525,0.0063,0.0437,0.0875,0.5413,0.525,0.0,0.0,0.0625,0.8406,0.5317,0.525,0.0,0.0563,0.1062,0.0177,,,,,0.1,none,b36c1af5ae65d8c4e40fac43763b1a069f3703bfb751407f3ba4762ba6e0b115,3dcc22afd7b64f0d74dc656f75756059b99d9e4aca7aa51715c213ca3a92a3bf,1.8873,0.0401,1.8913,0.0087,0.024,0.0111
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",789,0.7995,0.015,0.0,0.975,0.9748,0.998,0.0039,0.0215,0.006,0.031,-0.0021,0.5771,0.5062,0.0,0.0759,0.215,0.5426,0.5437,0.0,0.0625,0.1125,0.542,0.5406,0.0,0.0688,0.1125,0.5795,0.5563,0.0,0.0,0.1375,0.8969,0.5426,0.5437,0.0,0.0625,0.1125,0.0283,,,,,0.1,none,33e9fb316c3e9fbe76bf208d588c76ff2854b00f0d2e8299571eb75e462da0ab,88ccedc1cd6e0b803c7aff84d1a58805ea5268e58a762a6127813bc014b01032,2.007,0.0523,2.0123,0.0035,0.0253,0.006
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",1024,0.7995,0.015,0.0,0.99,0.9904,1.0,0.0022,0.0157,0.0078,0.0724,-0.0056,0.5403,0.5437,0.0,0.0513,0.1213,0.5176,0.5,0.0,0.0187,0.0938,0.5176,0.5281,0.0063,0.0375,0.0938,0.5236,0.4938,0.0,0.0,0.0625,0.9031,0.5176,0.5,0.0,0.0187,0.0938,0.0174,,,,,0.1,none,2ce420ec72e7bdad48c599cbbdc29cbb2ec2165a7eed86bd0e19d3caaffb836a,6c7d7ee87eb6e7e6154919cd969ba16f2e2f785dd9254b19628669e7a2d3f341,1.6198,0.045,1.6243,0.0052,0.0564,0.0109
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",2024,0.7995,0.015,0.0,0.975,0.975,0.9998,0.0035,0.0154,0.0162,0.1489,-0.0127,0.5015,0.4688,0.0,0.0471,0.0808,0.4979,0.5062,0.0,0.0563,0.0563,0.4974,0.5,0.0,0.0563,0.05,0.4957,0.5188,0.0,0.0437,0.0375,0.9531,0.4979,0.5062,0.0,0.0563,0.0563,0.0164,,,,,0.1,none,268f50677970a5b6ab7880fe210696f0145d726c269d74a2a042795cfe2ae0b7,9ac72070b5077ad4843d7931545f73f80d8af508d99218cbd7bda93215002a64,1.6737,0.0396,1.6776,0.0139,0.0533,0.0192
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",3141,0.7995,0.015,0.0,0.96,0.9589,0.9976,0.0424,0.2845,0.0039,0.0173,0.0385,0.4606,0.4938,0.012,0.0723,0.0557,0.5032,0.4813,0.025,0.0813,0.1125,0.5038,0.5156,0.0312,0.0813,0.1125,0.5279,0.5312,0.0,0.0625,0.075,0.9656,0.5032,0.4813,0.025,0.0813,0.1125,0.0193,,,,,0.1,none,656636c1f29e8a05bb36e0a3ae6d4049f6ca058ba79e15371de6ec77dbb13ca1,773f1eb15a7f127de7aa642543b060a42ad163d4f9d1dd6a22a03f45fdfd39a7,1.892,0.0427,1.8963,0.0169,0.0127,0.0182
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",5000,0.7995,0.015,0.0,0.995,0.9954,0.9999,0.0036,0.0247,0.0205,0.1625,-0.0168,0.5395,0.4938,0.0,0.0263,0.1234,0.5145,0.475,0.0,0.0,0.1063,0.5137,0.5312,0.0,0.025,0.1063,0.5194,0.5125,0.0,0.0,0.0563,0.8906,0.5145,0.475,0.0,0.0,0.1063,0.0087,,,,,0.1,none,06f9cba3a5c53c3020bf890e47926b50228dc77f105fb929beb26d119aa26274,63ea58d77b4e692df33533f5d0592647e2ca0d7d39120d85ec17276ffe1f89d8,1.5967,0.0459,1.6013,0.0029,0.0374,0.0066
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",7777,0.7995,0.015,0.0,0.95,0.9505,0.9985,0.0102,0.1079,0.012,0.0665,-0.0019,0.5806,0.4625,0.0,0.0814,0.1807,0.5894,0.5312,0.0,0.1,0.15,0.5895,0.5594,0.0125,0.1125,0.1625,0.6115,0.5875,0.0,0.0563,0.1813,0.95,0.5894,0.5312,0.0,0.1,0.15,0.0293,,,,,0.1,none,344886517d22f7329628e4bed2a54f6511af27098f59bc69c81f5bfa9713d2d9,f9f6f9866a544760630310c6de21ce0018bee2c8e1ab1540ed42c5ddbfb1bcbb,1.7273,0.033,1.7306,0.0033,0.019,0.0052
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",9999,0.7995,0.015,0.0,0.975,0.9733,0.9992,0.0011,0.0065,0.0101,0.114,-0.009,0.4835,0.4875,0.0548,0.1507,0.1277,0.5098,0.5,0.0,0.1125,0.0625,0.5096,0.5219,0.0063,0.1187,0.075,0.4996,0.4906,0.0,0.0,0.05,0.9125,0.5098,0.5,0.0,0.1125,0.0625,0.0163,,,,,0.1,none,205e8690285b1b5e642d681f2e6e25b253616f10332319bd34f5040f75561452,f0ae3ddf5bc118d8af163e24faa9bccdbdc15660085c17c99c10d03555abf7eb,1.6824,0.0547,1.6878,0.0058,0.0136,0.0072
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",42,0.7995,0.015,0.0,0.995,0.9955,0.9996,0.0037,0.0327,0.0098,0.1118,-0.0061,0.591,0.5437,0.013,0.026,0.225,0.5836,0.55,0.0312,0.0625,0.1688,0.5839,0.5531,0.0312,0.0625,0.1688,0.5174,0.5219,0.0,0.0,0.0563,0.9594,0.5836,0.55,0.0312,0.0625,0.1688,0.0119,,,,,0.3,none,fdb4755535925b28d69562a821a0d3a6d6b92c5eabb4dbb85ef5f34006039fd0,b5742cbc5431fa84ae06a176b800a4d74ce632bf82b4ce53e1e543b8e0dd56d5,1.6827,0.0629,1.7016,0.014,0.0638,0.0331
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",123,0.7995,0.015,0.0,0.985,0.9857,0.9997,0.0048,0.0364,0.0064,0.0382,-0.0016,0.4904,0.4813,0.012,0.0482,0.0538,0.5009,0.4938,0.0,0.0938,0.0625,0.5007,0.5094,0.0312,0.1,0.0688,0.5113,0.4906,0.0,0.0,0.05,0.9,0.5009,0.4938,0.0,0.0938,0.0625,0.0137,,,,,0.3,none,9142670315d2239b9e7e7cfc7278e64a1bc4dc4bed36522e9d0430fc776de7f0,128ae232787b2a725e155b312bc7e33fb8cf1aa22d642063bdde49ff9ce0d987,1.469,0.0422,1.4817,0.0057,0.0101,0.0088
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",456,0.7995,0.015,0.0,0.98,0.9798,0.9998,0.0273,0.2933,0.0134,0.1434,0.0139,0.5079,0.4688,0.0,0.0,0.1082,0.5292,0.525,0.0,0.0625,0.1062,0.5198,0.525,0.0063,0.0688,0.0875,0.5469,0.5312,0.0,0.0,0.0938,0.8438,0.5292,0.525,0.0,0.0625,0.1062,0.0163,,,,,0.3,none,13d32945be4ca404eb34df6216ae07fe8a51e44a9633125bc6de3645849e28ca,91e2ebb56e6856fa8db4f6e0d289f693bb0b55f907376d57aa01390055e8d40a,1.8873,0.0401,1.8993,0.0083,0.0171,0.0134
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",789,0.7995,0.015,0.0,0.975,0.9739,0.9984,0.0049,0.0282,0.0058,0.0311,-0.0009,0.5676,0.5062,0.0,0.0886,0.203,0.5354,0.5312,0.0,0.0375,0.1,0.5345,0.5469,0.0,0.0437,0.1,0.5486,0.5219,0.0,0.0,0.1187,0.8906,0.5354,0.5312,0.0,0.0375,0.1,0.0209,,,,,0.3,none,2b361f9a2da0a1e278f948b31ca436cd3fe0f3faee73c21d48286cf9838041bc,63cd57b98993dd2200cec91e09b5d9bbbbe4765662ca2ef32869e93b341b36dd,2.007,0.0523,2.0227,0.0039,0.0204,0.01
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",1024,0.7995,0.015,0.0,0.99,0.9904,1.0,0.0032,0.0243,0.0076,0.0734,-0.0044,0.535,0.5188,0.0128,0.1026,0.101,0.5132,0.5188,0.0,0.05,0.0687,0.5135,0.5062,0.0063,0.0625,0.075,0.5282,0.4969,0.0,0.0,0.0687,0.9062,0.5132,0.5188,0.0,0.05,0.0687,0.0113,,,,,0.3,none,e65b6815dc0be6b89e3bbb07428f9618c5118be57412931b7d906bcf37d993c7,31e3f1f3ec1886dd6e4acc4e037e5ae379e75d14e13635e4246131da46b96c58,1.6198,0.045,1.6333,0.0063,0.0397,0.0183
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",2024,0.7995,0.015,0.0,0.98,0.9798,0.9998,0.0037,0.0161,0.0153,0.1406,-0.0116,0.4969,0.4688,0.0,0.0353,0.0667,0.4918,0.5,0.0,0.0312,0.05,0.4911,0.4875,0.0,0.0437,0.05,0.4865,0.5094,0.0,0.025,0.025,0.9625,0.4918,0.5,0.0,0.0312,0.05,0.0089,,,,,0.3,none,ac67c7dc96c47a1c5cecd6dce8ed69f8e81330e1f8f9af14f6750cf097448b38,fa871faa134cf5988bbed6151c46a4ff415c99b8781e924789e3e03a875ddafe,1.6737,0.0396,1.6855,0.0137,0.0326,0.0235
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",3141,0.7995,0.015,0.0,0.975,0.9741,0.9976,0.0436,0.2914,0.0039,0.0182,0.0397,0.4563,0.4625,0.012,0.0723,0.0557,0.4983,0.4875,0.0,0.0875,0.1,0.4988,0.5219,0.0312,0.0875,0.0938,0.5252,0.5312,0.0,0.05,0.0625,0.9531,0.4983,0.4875,0.0,0.0875,0.1,0.0188,,,,,0.3,none,5947736b090e71f563bc306cc624b05ba2fb1317a833ad158b9772f0c032af87,bd67f407305b8a4280980a89f7caa39bc16a09e780459ac1afdaf6f1ba722394,1.892,0.0427,1.9048,0.0176,0.0082,0.0201
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",5000,0.7995,0.015,0.0,0.995,0.9954,0.9999,0.0038,0.0256,0.0203,0.162,-0.0165,0.5414,0.4938,0.0,0.0263,0.1209,0.5112,0.4813,0.0,0.0,0.0875,0.5104,0.5281,0.0,0.0125,0.0875,0.5184,0.5156,0.0,0.0,0.05,0.8969,0.5112,0.4813,0.0,0.0,0.0875,0.0095,,,,,0.3,none,01934c01a45029453713484301da9e3a892fe869b197813903a376a22c68cb44,e0b35e6e76c3beed7c7e36fc56fc5ed9ed8d78eb8859f3e198bfe87e381d9e9f,1.5967,0.0459,1.6105,0.003,0.0298,0.0119
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",7777,0.7995,0.015,0.0,0.955,0.9564,0.9984,0.0106,0.1116,0.0139,0.0844,-0.0033,0.5709,0.4625,0.0,0.093,0.1581,0.5809,0.5437,0.0,0.0813,0.1438,0.5818,0.5594,0.0125,0.0875,0.1437,0.5999,0.5719,0.0,0.05,0.1937,0.9594,0.5809,0.5437,0.0,0.0813,0.1438,0.0186,,,,,0.3,none,86b98a535d41430760a1b61fbf8d7f2a3db0affe1e7148a469710e1805b3e640,e6b2788be1703f45830733de75d8160dacbbde85f08c2bae43a37bd20254be0f,1.7273,0.033,1.7372,0.004,0.015,0.0085
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",9999,0.7995,0.015,0.0,0.975,0.9733,0.9993,0.0011,0.0064,0.0101,0.1138,-0.0089,0.4834,0.4875,0.0548,0.1507,0.1277,0.5083,0.4938,0.0,0.0688,0.0625,0.5076,0.525,0.0,0.1187,0.0688,0.503,0.4906,0.0,0.0,0.0438,0.9094,0.5083,0.4938,0.0,0.0688,0.0625,0.0145,,,,,0.3,none,9850618249530527fd4734d7fa44c56a81e4c3cd94afca34ada89e5d7d7aaa8e,0ff2bf30884d24f5e1ce96931fb721921a05d428ba76aa7fce445de3aa1a9eed,1.6824,0.0547,1.6988,0.0058,0.0109,0.0091
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",42,0.7995,0.015,0.0,0.995,0.9955,0.9996,0.0049,0.0424,0.0098,0.1109,-0.0049,0.5846,0.55,0.013,0.039,0.2231,0.5718,0.5375,0.0125,0.0563,0.1562,0.5716,0.5687,0.0125,0.0563,0.1562,0.5343,0.5219,0.0,0.0,0.0813,0.9563,0.5718,0.5375,0.0125,0.0563,0.1562,0.0252,,,,,1.0,none,a1d8f05fc33187f3a2be4ebc0e90fd7c9d8c418735bb9f88dbb12e12223f6927,13e885da30c3c2d8b652ef7c502dca291494ed23a676260cffc153786febd1a5,1.6827,0.0629,1.7456,0.0166,0.0508,0.0675
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",123,0.7995,0.015,0.0,0.98,0.9801,0.9998,0.0152,0.166,0.0069,0.0351,0.0083,0.4702,0.4813,0.0,0.0723,0.0565,0.4913,0.4813,0.0,0.1,0.05,0.4913,0.5188,0.0187,0.1,0.0625,0.4855,0.4781,0.0,0.0,0.0187,0.8969,0.4913,0.4813,0.0,0.1,0.05,0.0201,,,,,1.0,none,40d8686b7380ae77b9435c727ed52c2f2475f7e1868f61cc788ee1fc00f6a9da,9052175f66396f07b6dfb7765c8f64c432fd5fb4ee61e53149fc53beb87585a1,1.469,0.0422,1.5113,0.0061,0.0031,0.0091
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",456,0.7995,0.015,0.0,0.98,0.9798,0.9998,0.0287,0.3057,0.0145,0.155,0.0142,0.5107,0.4688,0.0,0.0,0.0776,0.5254,0.525,0.0,0.0,0.0812,0.5083,0.5156,0.0063,0.1,0.0625,0.53,0.5219,0.0,0.0,0.0813,0.8375,0.5254,0.525,0.0,0.0,0.0812,0.0155,,,,,1.0,none,384ba251a7f0661968d27f1d62d3c7a807950797d68e660dd4cbae5ce7066c21,dd739eb87619572630d054d3ffccb5e595677e46deb7b715eda30a5dd91ce452,1.8873,0.0401,1.9274,0.0083,0.0117,0.02
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",789,0.7995,0.015,0.0,0.97,0.9686,0.9989,0.0064,0.0387,0.0059,0.0333,0.0005,0.556,0.5,0.0,0.1013,0.1502,0.5286,0.5375,0.0,0.0437,0.0813,0.5277,0.5188,0.0,0.0375,0.0938,0.5501,0.5188,0.0,0.0,0.1062,0.8812,0.5286,0.5375,0.0,0.0437,0.0813,0.0169,,,,,1.0,none,afe2f8d854dd4d8a3c728e738113d5235002fb60220846c2061daed134322617,7dc3fc685ada7a62a4a8442f6ac95bfcc0d80c1ea8d1e9bbf758efda4240af0e,2.007,0.0523,2.0593,0.0056,0.0163,0.0219
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",1024,0.7995,0.015,0.0,0.99,0.9905,1.0,0.0064,0.0509,0.0063,0.0599,0.0001,0.5189,0.5,0.0128,0.0641,0.0901,0.505,0.5125,0.0,0.0437,0.0563,0.5054,0.5,0.0063,0.0437,0.0563,0.5233,0.5031,0.0,0.0,0.0563,0.9187,0.505,0.5125,0.0,0.0437,0.0563,0.0201,,,,,1.0,none,9840c04063f6f6e28cec3610f471ff6ee3691d43a8db2823a0cb38f3d5e2b2e8,825686b6eaedc5b8f20004bcc265f96bf1f86df4b95d85fe88a25eee798a23fa,1.6198,0.045,1.6648,0.0102,0.025,0.0352
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",2024,0.7995,0.015,0.0,0.98,0.9798,0.9998,0.0038,0.0154,0.0135,0.1262,-0.0097,0.4797,0.4688,0.0118,0.0353,0.0549,0.4787,0.4875,0.0,0.075,0.05,0.4786,0.4781,0.0187,0.0875,0.05,0.4951,0.5219,0.0,0.0,0.0438,0.9625,0.4787,0.4875,0.0,0.075,0.05,0.0104,,,,,1.0,none,2e2f3e7dd5f6b25788043d9a214117c9c8642d1e5f59330d27368ee95aab3289,0acd49502603dddd625bfe297aade44d0d9636345f4a64dfa40ba686da79f640,1.6737,0.0396,1.7133,0.0154,0.0143,0.0297
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",3141,0.7995,0.015,0.0,0.975,0.9741,0.9978,0.0466,0.3053,0.004,0.0201,0.0426,0.4486,0.4813,0.012,0.0602,0.053,0.492,0.4813,0.0,0.075,0.0875,0.4926,0.5156,0.0312,0.075,0.0875,0.5149,0.5,0.0,0.05,0.0438,0.95,0.492,0.4813,0.0,0.075,0.0875,0.0184,,,,,1.0,none,dbf10879615d1da87cda87e881327bfa5f82865e8d018dd0ff8aa5cab2605e80,6964c9e6cdc8d51741e1e51a11c239505cf4f562451766339e628620fadc0619,1.892,0.0427,1.9347,0.021,0.0039,0.0249
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",5000,0.7995,0.015,0.0,0.99,0.9907,0.9999,0.0045,0.0305,0.0197,0.1611,-0.0152,0.5423,0.4875,0.0,0.0395,0.1278,0.5045,0.4813,0.0,0.025,0.075,0.5039,0.5188,0.0,0.0312,0.0813,0.4963,0.4906,0.0,0.0,0.0375,0.8844,0.5045,0.4813,0.0,0.025,0.075,0.0087,,,,,1.0,none,fe488d139ed605dc955d7d44fa3943243db5dbed573ca234a63644358117a7ee,01755639f7bca1dfa3a4db8e7ea5322a3e500b4e8da2e005f6b018747fb1dce5,1.5967,0.0459,1.6426,0.0035,0.0156,0.0191
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",7777,0.7995,0.015,0.0,0.955,0.9564,0.9984,0.0108,0.1136,0.0165,0.1067,-0.0057,0.56,0.4625,0.0,0.0465,0.1543,0.5753,0.5625,0.0,0.0563,0.1375,0.576,0.5563,0.0125,0.0625,0.1375,0.5837,0.5625,0.0,0.0625,0.1813,0.95,0.5753,0.5625,0.0,0.0563,0.1375,0.017,,,,,1.0,none,6cf0e461a3feb9a097ba9412259779be661d3519de74a0473ef9da212e59d009,a52e0cdd03a4220994d829077d7d213a1e75dcadbe583601d983278b941125d4,1.7273,0.033,1.7603,0.0049,0.013,0.0179
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",9999,0.7995,0.015,0.0,0.98,0.9786,0.9993,0.0012,0.0066,0.0099,0.1127,-0.0087,0.4864,0.4875,0.0959,0.137,0.1118,0.5068,0.5,0.0,0.0625,0.0625,0.5069,0.5219,0.0,0.0938,0.0625,0.4948,0.4875,0.0,0.0,0.0375,0.8969,0.5068,0.5,0.0,0.0625,0.0625,0.0107,,,,,1.0,none,75bce1543460311862a42d9b1bf148f102ea662c5c4755d139b4941751a71943,107c0db22378e69fe6617fd1db61fdc1719e826222151204f0546fa4e840eede,1.6824,0.0547,1.737,0.0063,0.0062,0.0125
