dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,loss_attack_auc,loss_attack_acc,loss_attack_tpr01,loss_attack_tpr05,loss_attack_adv,ece_test,actual_dp_epsilon,dp_delta,dp_clip_norm,dp_noise_multiplier,lambda_epsd,epsd_ablation,model_sha256,prediction_sha256,normal_loss_ep1,epsd_kl_loss_ep1,total_loss_ep1,normal_loss_final,epsd_kl_loss_final,total_loss_final
Cora,GCN,none,{},42,0.81,0.00144,0.0,0.8679,0.862,0.9821,0.0293,0.1096,0.0199,0.0604,0.0094,0.5774,0.5734,0.013,0.0593,0.1545,0.5647,0.5355,0.0092,0.0489,0.1413,0.5724,0.5674,0.0111,0.0545,0.1431,0.5242,0.5045,0.0,0.0,0.069,0.5775,0.5647,0.5355,0.0092,0.0489,0.1413,0.0503,,,,,0.0,none,6cd45a4b901f38ef787139b2152ee16f1b3fb50d9d5c5bdff27218e20a50e8cb,dd6e1a6a0980f2a3c4153c53dcb891d1ff359d8d35c5ecf3c2cfcea093b4d23f,1.9696,0.0,1.9696,0.0915,0.0,0.0915
Cora,GCN,none,{},123,0.81,0.00144,0.0,0.8642,0.8578,0.9772,0.0286,0.119,0.0213,0.0554,0.0074,0.5686,0.5559,0.0,0.0525,0.1694,0.5805,0.542,0.0083,0.0683,0.1699,0.5902,0.5822,0.0139,0.0545,0.1708,0.5528,0.5345,0.0,0.0,0.087,0.5635,0.5805,0.542,0.0083,0.0683,0.1699,0.0427,,,,,0.0,none,322385394056b24031b8a1f2ae0275e543ee39df0149c20366921fe15779de12,bf175ff40cef1d80d733b2b07727995a2b1a548aa6fdaab7a4a1670759625b3b,1.9646,0.0,1.9646,0.1003,0.0,0.1003
Cora,GCN,none,{},456,0.81,0.00144,0.0,0.8708,0.8619,0.9834,0.0349,0.1214,0.0181,0.0468,0.0168,0.578,0.5789,0.0221,0.0867,0.161,0.5602,0.5355,0.0046,0.0452,0.145,0.5923,0.5697,0.0129,0.0711,0.1533,0.5442,0.5225,0.0,0.0,0.09,0.587,0.5602,0.5355,0.0046,0.0452,0.145,0.0307,,,,,0.0,none,d9ce7c7847b503cfacbe0ecd81dd2e4e57c05665dfcfa7dfee2c55b5071e6d7a,9d9be68ffbff474d4981abea23f7b41908b7710046cc1a096f20ccb8f972a371,1.9653,0.0,1.9653,0.1055,0.0,0.1055
Cora,GCN,none,{},789,0.81,0.00144,0.0,0.8686,0.8517,0.9848,0.0247,0.079,0.0201,0.054,0.0046,0.5721,0.5605,0.0126,0.0521,0.1408,0.5702,0.5457,0.0074,0.0554,0.1293,0.5574,0.5609,0.0102,0.0757,0.1311,0.5357,0.522,0.0,0.0,0.062,0.6085,0.5702,0.5457,0.0074,0.0554,0.1293,0.0297,,,,,0.0,none,e8f44f54e8d04c341fa97bc1d677f788be13196fe1458aa057d5a35e978924aa,1a953bc75ab6895d05c275bc71e51951c1f79240c619db875ac306c5c0fd45bd,1.9572,0.0,1.9572,0.1079,0.0,0.1079
Cora,GCN,none,{},1024,0.81,0.00144,0.0,0.859,0.8467,0.9817,0.0316,0.1314,0.0191,0.0524,0.0126,0.5829,0.5623,0.0168,0.0821,0.1477,0.5633,0.5309,0.0092,0.0434,0.1505,0.5872,0.5757,0.0139,0.0702,0.157,0.5541,0.535,0.0,0.0,0.097,0.591,0.5633,0.5309,0.0092,0.0434,0.1505,0.0473,,,,,0.0,none,3538fb4958934aa8e99967dc1c0b3a0be0769004069e2f73e5639be87464a21c,5f8174b4ea970021f4ce6572e66519606be1ac589245d9836ef7c866ee0ce12f,1.954,0.0,1.954,0.0924,0.0,0.0924
Cora,GCN,none,{},2024,0.81,0.00144,0.0,0.8915,0.8831,0.9827,0.0293,0.113,0.0202,0.0549,0.0091,0.5712,0.5734,0.0128,0.0528,0.1437,0.5576,0.5319,0.0037,0.0452,0.1376,0.586,0.5665,0.0092,0.0628,0.1588,0.5537,0.53,0.0,0.0,0.093,0.5655,0.5576,0.5319,0.0037,0.0452,0.1376,0.0335,,,,,0.0,none,d12f6b7d915021dae1591d254812e989ca9a24cdcfd0dca56c5358eb4fbd3fc8,05a6565a784239296967d4b97ed4c225f8b72d6e45a4a27f562269bba362d117,1.9446,0.0,1.9446,0.0876,0.0,0.0876
Cora,GCN,none,{},3141,0.81,0.00144,0.0,0.8768,0.864,0.9798,0.0312,0.1201,0.0202,0.0572,0.011,0.5618,0.5706,0.0166,0.061,0.1438,0.5618,0.5365,0.0157,0.0674,0.133,0.5726,0.5651,0.0157,0.0572,0.133,0.5249,0.509,0.0,0.0,0.067,0.577,0.5618,0.5365,0.0157,0.0674,0.133,0.0377,,,,,0.0,none,bf245e222f578c311b4f6218f35895ced52a2e14934aaa4adc508185d6f9f536,9b8c9070891f63f7b1d7924fa1e5c3b709b17bc8f6ff4241c87f78bbcd2caef5,1.9471,0.0,1.9471,0.0903,0.0,0.0903
Cora,GCN,none,{},5000,0.81,0.00144,0.0,0.8686,0.8585,0.9799,0.0317,0.1118,0.0209,0.0595,0.0107,0.5761,0.5669,0.0112,0.0561,0.1551,0.5527,0.5245,0.0166,0.0452,0.1274,0.5655,0.5572,0.0129,0.0582,0.1247,0.5321,0.518,0.0,0.0,0.071,0.6235,0.5527,0.5245,0.0166,0.0452,0.1274,0.0348,,,,,0.0,none,a751d7cbebbacecf9bd5561930d1b42a05a346f1542a011ff6fb740788b0106e,5086cdceec401a8c1a243fc3a4002cae761be01b8e7b5319e3d99cad0383eb14,1.9286,0.0,1.9286,0.1104,0.0,0.1104
Cora,GCN,none,{},7777,0.81,0.00144,0.0,0.8627,0.8518,0.9813,0.0277,0.0989,0.0209,0.0649,0.0068,0.5745,0.5799,0.0073,0.0417,0.1568,0.5728,0.5402,0.0129,0.0739,0.1514,0.5703,0.5716,0.0092,0.0582,0.1533,0.5371,0.506,0.0,0.0,0.101,0.572,0.5728,0.5402,0.0129,0.0739,0.1514,0.0414,,,,,0.0,none,3cda7c6128b30e3fe424684c0994461a0a93c80491fd7d3d323f99b1cb4b28ce,84cf0f5b2838ef87320a848bcc081269673cdd2e8e69c56018554bf6554b119b,1.932,0.0,1.932,0.0888,0.0,0.0888
Cora,GCN,none,{},9999,0.81,0.00144,0.0,0.876,0.8696,0.982,0.0357,0.1263,0.0212,0.063,0.0145,0.5879,0.5789,0.0095,0.0643,0.1823,0.5814,0.5402,0.012,0.0545,0.1588,0.5704,0.5729,0.0194,0.0748,0.1468,0.5557,0.533,0.0,0.0,0.096,0.612,0.5814,0.5402,0.012,0.0545,0.1588,0.0367,,,,,0.0,none,23456b86a78ed180f34371e98d16a927c6e1cc700cbbd490f5dc2b098df1be62,a7fef810edb09c651f8510729016b7b0b1e85941dfab6eaa940e02fd25f056b7,1.9418,0.0,1.9418,0.0964,0.0,0.0964
Cora,GCN,dropedge,"{""rate"": 0.1}",42,0.81,0.00144,0.0,0.8679,0.8627,0.9822,0.0286,0.1016,0.0193,0.0569,0.0093,0.5714,0.5706,0.013,0.0741,0.1508,0.5668,0.5337,0.0083,0.0517,0.1422,0.5657,0.5683,0.0055,0.06,0.1431,0.5352,0.515,0.0,0.0,0.076,0.5905,0.5668,0.5337,0.0083,0.0517,0.1422,0.0575,,,,,0.0,none,461788038a8229ac1cd88b0358495303472e1c7e11ac0870800e0ab2a30d2a32,555575694dd8307a9bafa7e90a63427c5573e5683fa4a8a939688c71833ef78c,1.9684,0.0,1.9684,0.1118,0.0,0.1118
Cora,GCN,dropedge,"{""rate"": 0.1}",123,0.81,0.00144,0.0,0.8627,0.8569,0.9773,0.0263,0.0997,0.0209,0.0534,0.0054,0.5733,0.5549,0.0,0.0582,0.1638,0.5842,0.5485,0.0074,0.0656,0.1597,0.5705,0.5729,0.0111,0.0665,0.1505,0.5644,0.5405,0.0,0.0,0.129,0.568,0.5842,0.5485,0.0074,0.0656,0.1597,0.0438,,,,,0.0,none,65ef92800c6489cb4e1c494f4d680a908106fb2d146846eedb586684357021a0,cea4a68d4d347d8616f39444054a423ae473ab23a65cf200f2cfc970c29cf454,1.9606,0.0,1.9606,0.1094,0.0,0.1094
Cora,GCN,dropedge,"{""rate"": 0.1}",456,0.81,0.00144,0.0,0.8723,0.8628,0.9835,0.0333,0.1076,0.0182,0.046,0.015,0.57,0.5642,0.0074,0.0461,0.1517,0.5642,0.5411,0.0055,0.0443,0.1367,0.5643,0.5646,0.0055,0.0443,0.1376,0.5667,0.547,0.0,0.0,0.107,0.612,0.5642,0.5411,0.0055,0.0443,0.1367,0.0261,,,,,0.0,none,c4c1520bcfa6500de10402c8a3647154fca492d9be2e6bc782b27223bdf5510a,72a062c57371089e4b57f50f1bce5215f2c557459d8fad59e329b1c23e4589c1,1.968,0.0,1.968,0.1233,0.0,0.1233
Cora,GCN,dropedge,"{""rate"": 0.1}",789,0.81,0.00144,0.0,0.8694,0.8548,0.9849,0.0241,0.0734,0.0197,0.0508,0.0045,0.5761,0.5586,0.009,0.0664,0.1377,0.5762,0.5494,0.0046,0.0628,0.1247,0.5518,0.56,0.0157,0.0582,0.1256,0.5353,0.5235,0.0,0.0,0.062,0.6415,0.5762,0.5494,0.0046,0.0628,0.1247,0.0244,,,,,0.0,none,d9653f8167aa03db517869ad128def6e37da577c936c1918c770cbfbec09194d,bd12a6743c253dbfbccedddcdecd706c9464874eaae9f59a5231b72d52d16f54,1.9556,0.0,1.9556,0.1259,0.0,0.1259
Cora,GCN,dropedge,"{""rate"": 0.1}",1024,0.81,0.00144,0.0,0.8649,0.8526,0.9818,0.0301,0.1223,0.0188,0.0506,0.0113,0.5687,0.5586,0.0075,0.0914,0.1487,0.5664,0.5337,0.0102,0.0425,0.1505,0.5793,0.5739,0.0212,0.0923,0.1505,0.5505,0.531,0.0,0.0,0.096,0.5875,0.5664,0.5337,0.0102,0.0425,0.1505,0.0442,,,,,0.0,none,78c8a8ff9cb6490929ceb9786a4147a1c6786ec25e65a51f271107fbde3656f2,aae81d54a6bef9383a875ab148ebba6b0b61e843216a75370b92a6fa10fd74b4,1.9562,0.0,1.9562,0.1101,0.0,0.1101
Cora,GCN,dropedge,"{""rate"": 0.1}",2024,0.81,0.00144,0.0,0.8856,0.875,0.9824,0.0287,0.1068,0.0198,0.0519,0.0089,0.5667,0.5623,0.0146,0.0401,0.1413,0.5626,0.5369,0.0018,0.0443,0.1367,0.5745,0.5637,0.0129,0.0526,0.1487,0.5536,0.5335,0.0,0.0,0.098,0.598,0.5626,0.5369,0.0018,0.0443,0.1367,0.0275,,,,,0.0,none,7642132986a4e02dfb1934eebf944ef1d1baf3d5a5531b4a70ec7a5166deefaf,562e6b8de1e8adb39fa493bf6d88e42e294b61cccc85c2913fe8415133a52aa3,1.9461,0.0,1.9461,0.1081,0.0,0.1081
Cora,GCN,dropedge,"{""rate"": 0.1}",3141,0.81,0.00144,0.0,0.8782,0.8664,0.98,0.0299,0.1122,0.0202,0.0568,0.0097,0.5698,0.5725,0.0148,0.0665,0.1529,0.5677,0.5439,0.0148,0.0637,0.1394,0.5744,0.5586,0.0129,0.0609,0.132,0.5318,0.5135,0.0,0.0,0.08,0.5885,0.5677,0.5439,0.0148,0.0637,0.1394,0.0387,,,,,0.0,none,41cd73cf08d081813028c27da95448a97e9a9631a305b13bed571216191277df,cebfbf2d3088a4a5139ed78f40d8fa0b54f515a68617b17886d19d77b77b5ca4,1.9481,0.0,1.9481,0.1063,0.0,0.1063
Cora,GCN,dropedge,"{""rate"": 0.1}",5000,0.81,0.00144,0.0,0.8716,0.8627,0.9802,0.0287,0.0906,0.0204,0.0566,0.0083,0.5688,0.5679,0.0187,0.0542,0.1554,0.5548,0.53,0.0139,0.0489,0.1191,0.5615,0.5586,0.0175,0.0683,0.1173,0.5355,0.512,0.0,0.0,0.08,0.612,0.5548,0.53,0.0139,0.0489,0.1191,0.0359,,,,,0.0,none,ad593e0577670991a79fa89577fcaafbc3017f2f93f5c77a2020e880fc2e6935,0cc2bee41a234d124983399c7faf9ca57a7f51f0ffb122a6ff964e78aa810536,1.928,0.0,1.928,0.1384,0.0,0.1384
Cora,GCN,dropedge,"{""rate"": 0.1}",7777,0.81,0.00144,0.0,0.8554,0.8436,0.981,0.0261,0.084,0.0205,0.0615,0.0057,0.573,0.578,0.0091,0.0436,0.1475,0.5779,0.5448,0.0175,0.0711,0.1477,0.5783,0.5656,0.0175,0.0711,0.1468,0.5395,0.522,0.0,0.0,0.079,0.5975,0.5779,0.5448,0.0175,0.0711,0.1477,0.0411,,,,,0.0,none,8cc8ebcfc89e8988427eb3c8e1a4ab6a9b2fa4f52ba45a10fe94adb099225236,248df306ab226cc088a37dae2baee6808b65b63473ceb3bee0552486fd29654c,1.9323,0.0,1.9323,0.117,0.0,0.117
Cora,GCN,dropedge,"{""rate"": 0.1}",9999,0.81,0.00144,0.0,0.8686,0.8628,0.9818,0.0332,0.1109,0.021,0.0663,0.0122,0.5985,0.5697,0.0151,0.0681,0.1662,0.5823,0.5439,0.0139,0.0434,0.1533,0.5767,0.5776,0.0102,0.0462,0.1607,0.5633,0.543,0.0,0.0,0.096,0.596,0.5823,0.5439,0.0139,0.0434,0.1533,0.0316,,,,,0.0,none,f3a9525595ed6e842839568d269b67435df6626257cbceadb10076437a2a329b,fcc7f99744230b52071983d2c684ed393957a10801d7c41bee5e00f9e76242d6,1.9449,0.0,1.9449,0.1202,0.0,0.1202
Cora,GCN,dropedge,"{""rate"": 0.2}",42,0.81,0.00144,0.0,0.8672,0.861,0.9829,0.0275,0.0883,0.0191,0.0524,0.0085,0.567,0.5651,0.0074,0.0796,0.1526,0.5723,0.5457,0.0102,0.0536,0.1413,0.5634,0.5674,0.0083,0.0443,0.1394,0.5351,0.5185,0.0,0.0,0.073,0.582,0.5723,0.5457,0.0102,0.0536,0.1413,0.0392,,,,,0.0,none,67f814ccdc45fbb921aee9727416b6b32a830e5991a6d62277e4e3c48b3fb434,5c0bee633be8a0cc87ce6af4d0bc77b3b2994cd408e000930e7fc57958cfa233,1.9701,0.0,1.9701,0.1322,0.0,0.1322
Cora,GCN,dropedge,"{""rate"": 0.2}",123,0.81,0.00144,0.0,0.8664,0.8594,0.9779,0.0263,0.0924,0.0205,0.0522,0.0058,0.5744,0.5549,0.0,0.0507,0.1568,0.5862,0.5439,0.0065,0.0665,0.1607,0.5711,0.5716,0.012,0.0591,0.1542,0.5632,0.541,0.0,0.0,0.125,0.574,0.5862,0.5439,0.0065,0.0665,0.1607,0.0386,,,,,0.0,none,3632f0f6360a15a71279d55deef196978d99179685c7060e31f3484ff93512f7,3263d9b1a5ecd4bc8b3b3ea06ec80500bf8457c0aba1e9cd0e6a0d32671ffe2d,1.9609,0.0,1.9609,0.1334,0.0,0.1334
Cora,GCN,dropedge,"{""rate"": 0.2}",456,0.81,0.00144,0.0,0.8745,0.8668,0.9835,0.0323,0.0986,0.0179,0.0434,0.0145,0.5702,0.5633,0.0055,0.0498,0.1517,0.5664,0.5411,0.0055,0.0563,0.1339,0.5666,0.5609,0.0055,0.0563,0.1357,0.5693,0.546,0.0,0.0,0.118,0.603,0.5664,0.5411,0.0055,0.0563,0.1339,0.03,,,,,0.0,none,1347a053c8b7ebeab337852775ec9f573496f573a733fe5e785e46c8ca07e061,7e462e0fa3572dadf840b3600ec0d6830171ebccfe3a970cfa4b572f1e1f65c5,1.9684,0.0,1.9684,0.1399,0.0,0.1399
Cora,GCN,dropedge,"{""rate"": 0.2}",789,0.81,0.00144,0.0,0.8686,0.8546,0.9849,0.024,0.0697,0.0193,0.0476,0.0048,0.5749,0.5651,0.0126,0.0682,0.1311,0.5779,0.5536,0.0055,0.0591,0.121,0.5445,0.5536,0.012,0.0499,0.121,0.5428,0.5275,0.0,0.0,0.067,0.642,0.5779,0.5536,0.0055,0.0591,0.121,0.0216,,,,,0.0,none,62f5bd79e5bfc080a79a81ab061ee77e9f29ab98325717b3c59b106d26a8c1a9,0df037ebafe09458c07a129a3d4f8765c8e180dcc9ca3fd13f5f2e01ca1cdd6f,1.9553,0.0,1.9553,0.1463,0.0,0.1463
Cora,GCN,dropedge,"{""rate"": 0.2}",1024,0.81,0.00144,0.0,0.8613,0.8477,0.9822,0.029,0.1057,0.0187,0.0501,0.0102,0.5617,0.566,0.0168,0.0522,0.1448,0.5696,0.542,0.0111,0.0425,0.144,0.5696,0.5683,0.0111,0.0406,0.1496,0.5546,0.534,0.0,0.0,0.097,0.5845,0.5696,0.542,0.0111,0.0425,0.144,0.0371,,,,,0.0,none,e6d80194fb4c4a39b26223c30b8256a49d2c5db03385438fb955bb290251c113,71585b618773970446e139ebb99ad714fcd860ace42c4aa1682c13643782360f,1.9592,0.0,1.9592,0.1193,0.0,0.1193
Cora,GCN,dropedge,"{""rate"": 0.2}",2024,0.81,0.00144,0.0,0.8819,0.8708,0.9827,0.0284,0.0975,0.0189,0.0464,0.0094,0.5715,0.5586,0.0036,0.0492,0.1416,0.5669,0.542,0.0018,0.0425,0.1404,0.5838,0.566,0.0139,0.072,0.1422,0.5619,0.5425,0.0,0.0,0.104,0.594,0.5669,0.542,0.0018,0.0425,0.1404,0.0191,,,,,0.0,none,47ec74ecc1ceebc74e2d99a1b16812b04e1865db43a0f84438f1f481ebd5c117,85f40ff4077956698edd2e86e6a9848e8e45b9b84500786375202801ee70945e,1.9467,0.0,1.9467,0.1275,0.0,0.1275
Cora,GCN,dropedge,"{""rate"": 0.2}",3141,0.81,0.00144,0.0,0.876,0.8648,0.9806,0.0285,0.1021,0.0198,0.0545,0.0087,0.5771,0.5743,0.024,0.0739,0.1585,0.5721,0.5503,0.0175,0.0656,0.144,0.5661,0.5596,0.0157,0.0536,0.1311,0.5317,0.5135,0.0,0.0,0.08,0.585,0.5721,0.5503,0.0175,0.0656,0.144,0.0306,,,,,0.0,none,fee4a530da81d2116d817b5c483e98eb3f45b8116ee62d609a430dc18eb30712,276b2cf81930e42d6914a834b9d3b943b026fa75b74d527ecc24daf4a3663320,1.9484,0.0,1.9484,0.1255,0.0,0.1255
Cora,GCN,dropedge,"{""rate"": 0.2}",5000,0.81,0.00144,0.0,0.8716,0.8644,0.98,0.0269,0.0802,0.0199,0.0543,0.007,0.554,0.5633,0.015,0.0486,0.1398,0.5571,0.53,0.0139,0.0462,0.1163,0.5602,0.5577,0.0111,0.0526,0.1182,0.5386,0.517,0.0,0.0,0.087,0.617,0.5571,0.53,0.0139,0.0462,0.1163,0.0309,,,,,0.0,none,3248c4777ac4914d594561f259189db44a0b3223e6493c89b99b7f6e9632be29,080ffca77c9b6654ca5f34a7629cd0390d3a0a09bbde1ad419efc41e3bd23caa,1.9265,0.0,1.9265,0.1543,0.0,0.1543
Cora,GCN,dropedge,"{""rate"": 0.2}",7777,0.81,0.00144,0.0,0.8517,0.8419,0.9807,0.0254,0.0739,0.0197,0.0563,0.0057,0.5711,0.5697,0.0073,0.0436,0.1469,0.5825,0.5485,0.0166,0.0739,0.1477,0.5831,0.5623,0.0166,0.072,0.1468,0.5458,0.525,0.0,0.0,0.088,0.602,0.5825,0.5485,0.0166,0.0739,0.1477,0.0442,,,,,0.0,none,a5d50f5f2236dde93494c4b7a4e8586837d688d353277272f64da0b8260f9a21,b1c0d00ccbcb5090063badcf1ce7e690a398d6579b12a367163e070b81a83e18,1.9326,0.0,1.9326,0.1449,0.0,0.1449
Cora,GCN,dropedge,"{""rate"": 0.2}",9999,0.81,0.00144,0.0,0.8664,0.8604,0.9819,0.0323,0.101,0.0203,0.0595,0.0121,0.5941,0.566,0.0095,0.051,0.1563,0.5844,0.5522,0.0129,0.0517,0.1487,0.5802,0.5706,0.0129,0.0803,0.1524,0.5656,0.5435,0.0,0.0,0.103,0.586,0.5844,0.5522,0.0129,0.0517,0.1487,0.0336,,,,,0.0,none,4f4fbbc81d6b678f670fc3b48928bc57ed06961c7a7055642c6174ad884b09fe,3795e27271a842e618c14ca78a8a62f1095484594bb1f5679bf819d538698fd8,1.9473,0.0,1.9473,0.1342,0.0,0.1342
Cora,GCN,dropedge,"{""rate"": 0.3}",42,0.81,0.00144,0.0,0.8672,0.8627,0.9831,0.0267,0.0794,0.0188,0.0512,0.0078,0.5646,0.5642,0.0093,0.0463,0.1509,0.5747,0.5457,0.0065,0.0536,0.1376,0.5709,0.5609,0.0074,0.0582,0.1293,0.535,0.521,0.0,0.0,0.072,0.59,0.5747,0.5457,0.0065,0.0536,0.1376,0.0296,,,,,0.0,none,525984ef11e08198502886b96119b16f3ddddc75e5e3b318209153eddf0e30f3,ad425d876c6c8e7fd520049421e919d16bdd323a48e58bedd79411eae67ff653,1.9714,0.0,1.9714,0.1466,0.0,0.1466
Cora,GCN,dropedge,"{""rate"": 0.3}",123,0.81,0.00144,0.0,0.8672,0.8565,0.9781,0.0253,0.0824,0.0203,0.051,0.0049,0.5735,0.5522,0.0019,0.0563,0.143,0.5869,0.5503,0.0083,0.0637,0.1542,0.5834,0.5702,0.0092,0.06,0.1607,0.5708,0.548,0.0,0.0,0.126,0.5805,0.5869,0.5503,0.0083,0.0637,0.1542,0.0345,,,,,0.0,none,a67635629df12fb091b7b922e2ac06edc4a44ba20ef210f3df358a1ee27ccb0d,c5e6c5d85ce86baacf793b66a6411e8ee44177be7cf787e841747859b34dcbe8,1.9627,0.0,1.9627,0.136,0.0,0.136
Cora,GCN,dropedge,"{""rate"": 0.3}",456,0.81,0.00144,0.0,0.8708,0.8625,0.9838,0.0317,0.0922,0.0176,0.0418,0.0141,0.573,0.5605,0.0055,0.0572,0.1444,0.5684,0.5448,0.0046,0.0545,0.132,0.5684,0.5531,0.0046,0.0545,0.133,0.5731,0.5465,0.0,0.0,0.122,0.615,0.5684,0.5448,0.0046,0.0545,0.132,0.0208,,,,,0.0,none,a488189dcafb3adb3f883d51903cadf27d6c95a43eeb10e7740f5f47b9f5896a,68b368d479999f699387eb12a20017c97ae80c67ec753f73f11f76ce79fe81e3,1.9734,0.0,1.9734,0.1557,0.0,0.1557
Cora,GCN,dropedge,"{""rate"": 0.3}",789,0.81,0.00144,0.0,0.8701,0.8547,0.9854,0.0233,0.064,0.0188,0.0445,0.0045,0.5737,0.5605,0.009,0.0628,0.1261,0.579,0.554,0.0065,0.0674,0.132,0.5758,0.5531,0.0166,0.0729,0.1302,0.5449,0.5325,0.0,0.0,0.08,0.642,0.579,0.554,0.0065,0.0674,0.132,0.0228,,,,,0.0,none,937691f7d30c1868dae35ad89374f4ed277a60cea311f5bd762886c770e62dec,f8cdc57c27930e3109df105c56709078ffae376fbd8c312a2f7667d0c26fef2f,1.9564,0.0,1.9564,0.1669,0.0,0.1669
Cora,GCN,dropedge,"{""rate"": 0.3}",1024,0.81,0.00144,0.0,0.862,0.85,0.9826,0.0284,0.0941,0.0184,0.0486,0.01,0.5589,0.5623,0.0075,0.0485,0.1428,0.57,0.5392,0.012,0.048,0.1431,0.5702,0.5651,0.012,0.0471,0.144,0.5608,0.541,0.0,0.0,0.117,0.59,0.57,0.5392,0.012,0.048,0.1431,0.0363,,,,,0.0,none,300ca0069fdc1a4f3ea7f682795f2eab74f5654ec6182bb7d6f9ffa6bc001658,10379040e72716ed6c6ab959495d53fcc4e5b4686b15d28d668e8892213d9097,1.9588,0.0,1.9588,0.1373,0.0,0.1373
Cora,GCN,dropedge,"{""rate"": 0.3}",2024,0.81,0.00144,0.0,0.8782,0.8675,0.9826,0.0282,0.0914,0.0188,0.0448,0.0094,0.5731,0.5623,0.0018,0.0528,0.1313,0.5696,0.5466,0.0018,0.0434,0.1367,0.5894,0.5633,0.0092,0.0674,0.1339,0.566,0.5405,0.0,0.0,0.103,0.597,0.5696,0.5466,0.0018,0.0434,0.1367,0.0226,,,,,0.0,none,1e7ff4bf6376cef61e745a2773c75eab5da1d40b959791532b96119325385531,94ddf23b0b076b7415157b75567af0bbf58b89a5c2bc39c43725beb0819035a8,1.947,0.0,1.947,0.1536,0.0,0.1536
Cora,GCN,dropedge,"{""rate"": 0.3}",3141,0.81,0.00144,0.0,0.8716,0.8609,0.9804,0.0274,0.0911,0.0193,0.0515,0.0081,0.5802,0.5679,0.0277,0.0813,0.1566,0.5752,0.5503,0.0203,0.0702,0.1376,0.5592,0.5619,0.0046,0.0323,0.133,0.535,0.5175,0.0,0.0,0.099,0.5995,0.5752,0.5503,0.0203,0.0702,0.1376,0.0308,,,,,0.0,none,6b7ed94499401ec95d412631b6a27c0920f09d02f65951029886d13b24911a0e,44879dc8c06e0df90094e7a7f95fb9542634004b760c85e4e69d750b8e25024b,1.9484,0.0,1.9484,0.1426,0.0,0.1426
Cora,GCN,dropedge,"{""rate"": 0.3}",5000,0.81,0.00144,0.0,0.8708,0.8651,0.9807,0.0261,0.0709,0.0195,0.0521,0.0066,0.5631,0.5596,0.0112,0.0523,0.137,0.5578,0.5291,0.0148,0.0434,0.1062,0.5606,0.5559,0.0083,0.0748,0.1163,0.5273,0.514,0.0,0.0,0.062,0.6095,0.5578,0.5291,0.0148,0.0434,0.1062,0.0232,,,,,0.0,none,72efaae39574f8a8ad3d69aa8ac1042c1da9b4c501e2367f6352e6b6444fec69,9f792f654e1f25fc2dff65a14d59b8ca4e13dc430a6770ed8e53b39b2cc66d06,1.9262,0.0,1.9262,0.1718,0.0,0.1718
Cora,GCN,dropedge,"{""rate"": 0.3}",7777,0.81,0.00144,0.0,0.8554,0.8461,0.9811,0.025,0.0663,0.019,0.0522,0.006,0.5871,0.566,0.0054,0.0799,0.1594,0.5845,0.5476,0.0148,0.0729,0.1394,0.5852,0.5554,0.0148,0.0729,0.1413,0.5516,0.536,0.0,0.0,0.089,0.6055,0.5845,0.5476,0.0148,0.0729,0.1394,0.0294,,,,,0.0,none,42233c54ac80914d3914024f40c14b32ebba65fe9b449a22cc6e06e812e83a7f,c271683cd3b87bb776700f5eb1586555a3ee670c3170b95cb795145ab9766f5a,1.9331,0.0,1.9331,0.1554,0.0,0.1554
Cora,GCN,dropedge,"{""rate"": 0.3}",9999,0.81,0.00144,0.0,0.8701,0.8642,0.9821,0.031,0.0911,0.0197,0.0545,0.0113,0.5963,0.5623,0.0038,0.0699,0.1597,0.5864,0.5577,0.012,0.0582,0.1459,0.5767,0.5693,0.0185,0.0665,0.1468,0.562,0.546,0.0,0.0,0.099,0.598,0.5864,0.5577,0.012,0.0582,0.1459,0.0206,,,,,0.0,none,512bc2b4d06b4ab2ed101d6c4a512f872c65c75771c1ecb46124997abeb745b1,937e49a9c42b9093f7a309f54719ffde88e34ec53f9c9692ed1f8a859f8fd142,1.9488,0.0,1.9488,0.147,0.0,0.147
Cora,GCN,dropedge,"{""rate"": 0.5}",42,0.81,0.00144,0.0,0.8664,0.8602,0.9826,0.0261,0.0667,0.0182,0.0454,0.0079,0.5893,0.5669,0.037,0.0741,0.1518,0.578,0.5476,0.0129,0.0563,0.1265,0.5754,0.5605,0.0092,0.0646,0.1256,0.5375,0.5235,0.0,0.0,0.073,0.5885,0.578,0.5476,0.0129,0.0563,0.1265,0.0292,,,,,0.0,none,0f95838c41e4593f01d971f4b43fd5bec2e3d6ebcb76493596ba068233041591,b6fca3bae93ae991267f3c5253086af5c35cbccdb4a54d1e8d3e288b845289f5,1.9766,0.0,1.9766,0.1838,0.0,0.1838
