dataset,model,defense,baseline,metric,delta_mean,delta_std,ci_low,ci_high,n_seeds
Cora,GraphSAGE,harp,harp_uniform,lira_attack_auc,0.007666666666666673,0.006200268811376956,0.0014999999999999458,0.013900000000000023,3
Cora,GraphSAGE,harp,harp_uniform,test_accuracy,0.009266666666666682,0.0016165807537309985,0.007399999999999962,0.010200000000000098,3
Citeseer,GraphSAGE,harp,harp_uniform,lira_attack_auc,0.0013333333333333715,0.010192807921928743,-0.010399999999999965,0.008000000000000007,3
Citeseer,GraphSAGE,harp,harp_uniform,test_accuracy,0.006266666666666643,0.011154072499913773,-0.006000000000000005,0.015799999999999925,3
Chameleon,GraphSAGE,harp,harp_uniform,lira_attack_auc,-0.01876666666666667,0.005612783029240722,-0.024799999999999933,-0.013700000000000045,3
Chameleon,GraphSAGE,harp,harp_uniform,test_accuracy,0.0065999999999999765,0.015122499793354274,-0.00990000000000002,0.019799999999999984,3
Actor,GraphSAGE,harp,harp_uniform,lira_attack_auc,-0.0076333333333333435,0.004015387071420809,-0.01200000000000001,-0.0040999999999999925,3
Actor,GraphSAGE,harp,harp_uniform,test_accuracy,0.009666666666666657,0.0029194748386196833,0.006299999999999972,0.01150000000000001,3
