seed,slice_ens,slice_ens_dcs,Acc,Acc_dcs,argmax_ok
42,0.5886286750998064,0.5819241472131536,0.8208679593721145,0.8208679593721145,True
123,0.5825637421040056,0.5635553606929685,0.814404432132964,0.814404432132964,True
456,0.5882519197169244,0.5717073612395818,0.8208679593721145,0.8208679593721145,True
789,0.6187612357988769,0.5965954371073261,0.8070175438596491,0.8070175438596491,True
1024,0.5786927330173776,0.5634687761360468,0.8088642659279779,0.8088642659279779,True
