center_std,noise_std,homophily,density,seed,gcn_acc,gcn_f1,mlp_acc,mlp_f1,struct_acc,struct_f1,feat_cv_score,realized_homophily,realized_density
1.0,1.5,low,sparse,44,0.615,0.5998515707206447,0.985,0.9840843961959231,0.195,0.06527196652719666,0.9899749373433583,0.2982456088066101,0.005
1.0,1.5,low,medium,42,0.675,0.676813415382256,0.97,0.970024975024975,0.19,0.06386554621848739,0.9949874686716792,0.29991644620895386,0.015
1.0,1.5,low,medium,43,0.66,0.6586899051624066,0.995,0.9943113189168127,0.15,0.05217391304347826,0.9899936408184641,0.29991644620895386,0.015
1.0,1.5,low,medium,44,0.71,0.7075917909251241,0.975,0.9767937829908245,0.205,0.06804979253112034,0.9899749373433583,0.29991644620895386,0.015
1.0,1.5,low,dense,42,0.785,0.7871636692758925,0.945,0.9458878898878899,0.2,0.06666666666666667,0.9949874686716792,0.2998120188713074,0.04
1.0,1.5,low,dense,43,0.8,0.8007782757396835,0.99,0.9900516747245434,0.195,0.06527196652719666,0.9899936408184641,0.2998120188713074,0.04
1.0,1.5,low,dense,44,0.8,0.7975666188034753,0.985,0.9837474174976144,0.19,0.06386554621848739,0.9899749373433583,0.2998120188713074,0.04
1.0,1.5,medium,sparse,42,0.72,0.7141751440739229,0.95,0.95114238702474,0.16,0.05517241379310345,0.9949874686716792,0.548872172832489,0.005
1.0,1.5,medium,sparse,43,0.765,0.7668719211822661,0.985,0.9849625885912806,0.16,0.05517241379310345,0.9899936408184641,0.548872172832489,0.005
1.0,1.5,medium,sparse,44,0.795,0.7851248409437499,0.99,0.9884357198442062,0.205,0.06804979253112034,0.9899749373433583,0.548872172832489,0.005
1.0,1.5,medium,medium,42,0.89,0.8899254269117283,0.955,0.9520157506825051,0.23,0.07479674796747968,0.9949874686716792,0.5497075915336609,0.015
1.0,1.5,medium,medium,43,0.925,0.923692850359517,0.99,0.9890608559888674,0.155,0.05367965367965368,0.9899936408184641,0.5497075915336609,0.015
1.0,1.5,medium,medium,44,0.89,0.8921978282310622,0.985,0.98552176842439,0.205,0.06804979253112034,0.9899749373433583,0.5497075915336609,0.015
1.0,1.5,medium,dense,42,0.995,0.9941587301587301,0.98,0.9797084085099212,0.225,0.07346938775510205,0.9949874686716792,0.5498120188713074,0.04
1.0,1.5,medium,dense,43,0.99,0.9902561700054345,1.0,1.0,0.21,0.06942148760330578,0.9899936408184641,0.5498120188713074,0.04
1.0,1.5,medium,dense,44,0.98,0.9801459045156523,0.985,0.983753685927599,0.18,0.061016949152542375,0.9899749373433583,0.5498120188713074,0.04
1.0,1.5,high,sparse,42,0.925,0.9246214692693234,0.94,0.9382997435150255,0.16,0.05517241379310345,0.9949874686716792,0.7994987368583679,0.005
1.0,1.5,high,sparse,43,0.915,0.9151116174218485,0.98,0.9809912409493166,0.175,0.05957446808510638,0.9899936408184641,0.7994987368583679,0.005
1.0,1.5,high,sparse,44,0.915,0.9159194663099587,0.975,0.9728410581801793,0.195,0.06527196652719666,0.9899749373433583,0.7994987368583679,0.005
1.0,1.5,high,medium,42,0.995,0.9955417956656347,0.94,0.9343279359165635,0.215,0.07078189300411522,0.9949874686716792,0.7994987368583679,0.015
1.0,1.5,high,medium,43,0.99,0.9899803921568628,0.97,0.969385520139669,0.165,0.05665236051502146,0.9899936408184641,0.7994987368583679,0.015
1.0,1.5,high,medium,44,0.985,0.9844483381375276,0.975,0.9748493410021052,0.185,0.06244725738396625,0.9899749373433583,0.7994987368583679,0.015
1.0,1.5,high,dense,42,1.0,1.0,0.96,0.9572273722043307,0.24,0.07741935483870968,0.9949874686716792,0.7998120188713074,0.04
1.0,1.5,high,dense,43,1.0,1.0,0.98,0.9797812796004479,0.195,0.06527196652719666,0.9899936408184641,0.7998120188713074,0.04
1.0,1.5,high,dense,44,1.0,1.0,0.975,0.9747899336686909,0.195,0.06527196652719666,0.9899749373433583,0.7998120188713074,0.04
1.0,2.0,low,sparse,42,0.52,0.5142542318725962,0.86,0.8579554940580923,0.22,0.07213114754098361,0.9300115961545655,0.2982456088066101,0.005
1.0,2.0,low,sparse,43,0.615,0.614969016026454,0.895,0.8927337592723408,0.165,0.05665236051502146,0.93998054838589,0.2982456088066101,0.005
1.0,2.0,low,sparse,44,0.595,0.5841235755220342,0.885,0.8765626151880447,0.195,0.06527196652719666,0.9400366588112071,0.2982456088066101,0.005
1.0,2.0,low,medium,42,0.61,0.6132874588098469,0.87,0.8646522161127933,0.19,0.06386554621848739,0.9300115961545655,0.29991644620895386,0.015
1.0,2.0,low,medium,43,0.63,0.6295326275804763,0.92,0.9213821761923027,0.15,0.05217391304347826,0.93998054838589,0.29991644620895386,0.015
1.0,2.0,low,medium,44,0.66,0.6618623666048681,0.87,0.8682328976221452,0.205,0.06804979253112034,0.9400366588112071,0.29991644620895386,0.015
1.0,2.0,low,dense,42,0.71,0.7139833573132682,0.86,0.8584176251854421,0.2,0.06666666666666667,0.9300115961545655,0.2998120188713074,0.04
1.0,2.0,low,dense,43,0.73,0.7319948095523665,0.93,0.9300661676189103,0.195,0.06527196652719666,0.93998054838589,0.2998120188713074,0.04
1.0,2.0,low,dense,44,0.77,0.7683254231805385,0.905,0.8998215229281341,0.19,0.06386554621848739,0.9400366588112071,0.2998120188713074,0.04
1.0,2.0,medium,sparse,42,0.72,0.7154033923789298,0.86,0.8563393944882149,0.16,0.05517241379310345,0.9300115961545655,0.548872172832489,0.005
1.0,2.0,medium,sparse,43,0.775,0.7791341872850517,0.89,0.8895712975338732,0.16,0.05517241379310345,0.93998054838589,0.548872172832489,0.005
1.0,2.0,medium,sparse,44,0.79,0.7817824598046639,0.905,0.8989615497839404,0.11,0.03963963963963964,0.9400366588112071,0.548872172832489,0.005
1.0,2.0,medium,medium,42,0.86,0.8578993165770383,0.885,0.8792694253181071,0.23,0.07479674796747968,0.9300115961545655,0.5497075915336609,0.015
1.0,2.0,medium,medium,43,0.89,0.888061115355233,0.895,0.8932598858941571,0.155,0.05367965367965368,0.93998054838589,0.5497075915336609,0.015
1.0,2.0,medium,medium,44,0.885,0.8858561097984985,0.9,0.8964836048481745,0.22,0.07213114754098361,0.9400366588112071,0.5497075915336609,0.015
1.0,2.0,medium,dense,42,0.985,0.9843501177185388,0.935,0.9341444239270327,0.185,0.06244725738396625,0.9300115961545655,0.5498120188713074,0.04
1.0,2.0,medium,dense,43,0.99,0.9902561700054345,0.95,0.9499919269506604,0.185,0.06244725738396625,0.93998054838589,0.5498120188713074,0.04
1.0,2.0,medium,dense,44,0.975,0.9759437660183929,0.915,0.9117245448380966,0.18,0.061016949152542375,0.9400366588112071,0.5498120188713074,0.04
1.0,2.0,high,sparse,42,0.875,0.8744348969966861,0.86,0.8571586245491855,0.16,0.05517241379310345,0.9300115961545655,0.7994987368583679,0.005
1.0,2.0,high,sparse,43,0.9,0.8992394053904323,0.875,0.8764558983523212,0.175,0.05957446808510638,0.93998054838589,0.7994987368583679,0.005
1.0,2.0,high,sparse,44,0.9,0.8996642172126043,0.89,0.8851545737793615,0.195,0.06527196652719666,0.9400366588112071,0.7994987368583679,0.005
